ORIG_TAZ_N,DEST_TAZ_N,EA_ES_DA,EA_ES_S2,EA_ES_S3,EA_PK_DA,EA_PK_S2,EA_PK_S3,EA_RN_DA,EA_RN_S2,EA_RN_S3,EA_TX_DA,EA_TX_S2,EA_TX_S3,EA_LI_DA,EA_LI_S2,EA_LI_S3,EA_VN_S3,EA_HT_S3,EA_CH_S3,AM_ES_DA,AM_ES_S2,AM_ES_S3,AM_PK_DA,AM_PK_S2,AM_PK_S3,AM_RN_DA,AM_RN_S2,AM_RN_S3,AM_TX_DA,AM_TX_S2,AM_TX_S3,AM_LI_DA,AM_LI_S2,AM_LI_S3,AM_VN_S3,AM_HT_S3,AM_CH_S3,MD_ES_DA,MD_ES_S2,MD_ES_S3,MD_PK_DA,MD_PK_S2,MD_PK_S3,MD_RN_DA,MD_RN_S2,MD_RN_S3,MD_TX_DA,MD_TX_S2,MD_TX_S3,MD_LI_DA,MD_LI_S2,MD_LI_S3,MD_VN_S3,MD_HT_S3,MD_CH_S3,PM_ES_DA,PM_ES_S2,PM_ES_S3,PM_PK_DA,PM_PK_S2,PM_PK_S3,PM_RN_DA,PM_RN_S2,PM_RN_S3,PM_TX_DA,PM_TX_S2,PM_TX_S3,PM_LI_DA,PM_LI_S2,PM_LI_S3,PM_VN_S3,PM_HT_S3,PM_CH_S3,EV_ES_DA,EV_ES_S2,EV_ES_S3,EV_PK_DA,EV_PK_S2,EV_PK_S3,EV_RN_DA,EV_RN_S2,EV_RN_S3,EV_TX_DA,EV_TX_S2,EV_TX_S3,EV_LI_DA,EV_LI_S2,EV_LI_S3,EV_VN_S3,EV_HT_S3,EV_CH_S3
11,200879,0.0,0.0123416263586,0.00308596366554,0.0030897336127,0.0015446400081,0.0,0.00313353871938,0.0015674410105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015426315259,0.0339368184251,0.0123418185174,0.00617887552727,0.00154454430818,0.0,0.00783278231147,0.00313369451195,0.00156857631815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447351485001,0.0401084079997,0.0138840356054,0.00617950618126,0.00154473782055,0.0,0.00783282765945,0.00313339636026,0.0,0.0,0.0,0.0,0.00154834412967,0.0015501962102,0.0,0.0,0.0,0.0,0.0323955231665,0.0308538833304,0.0138832814072,0.00463455358955,0.00154431512967,0.0,0.00626608212249,0.00156678959976,0.00156667866675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070960753199,0.0231393893835,0.00617063460637,0.0030891915093,0.0,0.0,0.00156661680868,0.0,0.0,0.0,0.0,0.0,0.00154772612169,0.0,0.0,0.0,0.0,0.0
12,200879,0.0,0.0111464480786,0.00278711514764,0.00279052000848,0.00139505516941,0.0,0.00283008297473,0.00141564809469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013932411911,0.0306503351778,0.0111466216285,0.0055805056196,0.00139496873719,0.0,0.00707424603609,0.00283022368016,0.00141667345775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404029416836,0.0362242604253,0.0125394885164,0.00558107520028,0.00139514350958,0.0,0.00707428699251,0.00282995440185,0.0,0.0,0.0,0.0,0.00139840057929,0.00140007330207,0.0,0.0,0.0,0.0,0.0292583008482,0.0278659553104,0.0125388073557,0.00418573771824,0.00139476175261,0.0,0.00565926702085,0.00141505976736,0.00141495957725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0640888265592,0.0208985424482,0.00557306275962,0.00279003040304,0.0,0.0,0.00141490370959,0.0,0.0,0.0,0.0,0.0,0.00139784241996,0.0,0.0,0.0,0.0,0.0
13,200879,0.0,0.0274326757131,0.00685940718342,0.00686778693297,0.00343338934468,0.0,0.00696515588995,0.00348407087455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342892493786,0.0754339588268,0.0274331028391,0.0137342586533,0.00343317662517,0.0,0.0174105236084,0.00696550218201,0.00348659440958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994362319944,0.0891520224365,0.0308611065742,0.0137356604561,0.0034336067599,0.0,0.0174106244068,0.00696483945747,0.0,0.0,0.0,0.0,0.00344162277866,0.00344573953955,0.0,0.0,0.0,0.0,0.0720080041125,0.0685812834792,0.0308594301604,0.0103015763079,0.00343266721258,0.0,0.0139280994144,0.00348262293412,0.00348237635486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157729886994,0.051433688455,0.0137159409289,0.00686658195832,0.0,0.0,0.0034822388582,0.0,0.0,0.0,0.0,0.0,0.00344024908512,0.0,0.0,0.0,0.0,0.0
14,200879,0.0,0.0300076950115,0.00750327823916,0.00751244456953,0.00375567084263,0.0,0.00761895324536,0.00381110968887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0375078737594,0.0825147081408,0.0300081622305,0.0150234504715,0.00375543815581,0.0,0.019044794897,0.00761933204278,0.00381387010024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10876999947,0.0975204433907,0.0337579419333,0.0150249838572,0.00375590866593,0.0,0.019044905157,0.00761860711035,0.0,0.0,0.0,0.0,0.00376467712326,0.00376918031159,0.0,0.0,0.0,0.0,0.0787671697939,0.0750187936337,0.0337561081597,0.011268552992,0.00375488092625,0.0,0.0152354864574,0.00380952583482,0.00380925610994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17253549718,0.0562616076032,0.0150034133197,0.00751112648769,0.0,0.0,0.0038091057069,0.0,0.0,0.0,0.0,0.0,0.00376317448541,0.0,0.0,0.0,0.0,0.0
15,200879,0.0,0.00668744122513,0.00133772973102,0.00133936395972,0.0,0.0,0.00135835296929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00802455613812,0.0173859874977,0.0066875453484,0.00267847142511,0.0,0.0,0.00407450517644,0.00135842050358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227356499242,0.0213988101401,0.00668729959576,0.00133937240318,0.0,0.0,0.00407452876583,0.00135829125825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160492416404,0.016049763972,0.0066869363333,0.00133935042635,0.0,0.0,0.00271627448043,0.00135837051696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0361103514888,0.012036790769,0.00267489908075,0.00133912896413,0.0,0.0,0.00135822071108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,200879,0.0,0.0157656016106,0.00315368962386,0.00315754230799,0.0,0.0,0.0032023087814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189178418047,0.0409873587324,0.0157658470806,0.00631447993216,0.0,0.0,0.00960562092578,0.00320246799307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535991550425,0.0504475634631,0.0157652677202,0.00315756221339,0.0,0.0,0.00960567653764,0.00320216329801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378359885848,0.0378372199782,0.0157644113312,0.00315751040316,0.0,0.0,0.00640360040288,0.00320235014994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851299318268,0.0283766603019,0.00630605815228,0.00315698830734,0.0,0.0,0.00320199698349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,200879,0.0,0.0281272353904,0.00562646276301,0.00563333629413,0.0,0.0,0.00571320366402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337511122419,0.0731250931979,0.0281276733307,0.0112655937786,0.0,0.0,0.0171372820095,0.0057134877118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0956256594479,0.0900029397827,0.0281266397003,0.00563337180714,0.0,0.0,0.017137381226,0.00571294410871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675027685868,0.0675049655021,0.0281251118261,0.00563327937308,0.0,0.0,0.0114245926243,0.00571327746917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151879369427,0.0506264856629,0.0112505685743,0.0056323479077,0.0,0.0,0.00571264738881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,200879,0.0,0.00288731041416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00288717609204,0.00866125388091,0.0028873553695,0.0028910827697,0.0,0.0,0.00293195380027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115484034289,0.00866152575517,0.00288724926551,0.00289137785136,0.0,0.0,0.00293197077485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00866159809256,0.0086618799891,0.00288709242653,0.00289133040877,0.0,0.0,0.00293188655086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173229840503,0.00577433134579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,200879,0.0,0.00164100735845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00164093101627,0.00492263709586,0.00164103290889,0.00164315138258,0.0,0.0,0.00166638049629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00656355302579,0.00492279161602,0.00164097260453,0.0016433190927,0.0,0.0,0.00166639014382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00492283272909,0.00492299294543,0.00164088346485,0.00164329212863,0.0,0.0,0.00166634227498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00984554489103,0.00328185018906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,200879,0.0,0.00213727848495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00213717905547,0.00641133405039,0.00213731176231,0.00214007090182,0.0,0.0,0.00217032493128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00854849345713,0.00641153530031,0.00213723322079,0.0021402893306,0.0,0.0,0.0021703374964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641158884674,0.00641179751548,0.00213711712361,0.00214025421209,0.0,0.0,0.00217027515113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128230206646,0.00427434268577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,200879,0.0,0.00141537275308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00141530690777,0.00424578621351,0.00141539479039,0.001417221979,0.0,0.0,0.00143725714487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00566108010928,0.00424591948752,0.00141534277774,0.00141736662938,0.0,0.0,0.00143726546588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00424595494764,0.00424609313461,0.00141526589455,0.0014173433728,0.0,0.0,0.0014372241789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00849180590583,0.00283060360051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,200879,0.0,0.00493205605198,0.00123323663597,0.0,0.0,0.0,0.0075134936787,0.00250557153404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00616478325646,0.0135620935066,0.00493213284396,0.00123462498188,0.0,0.0,0.0187811818057,0.00626155602742,0.00250738633569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184938678386,0.0160284318017,0.0061649394986,0.00123475099529,0.0,0.0,0.0187812905396,0.0087653443906,0.00125298302577,0.0,0.0,0.0,0.00123752248098,0.00123900276644,0.0,0.0,0.0,0.0,0.0135626324852,0.0123300671715,0.00616460461139,0.00123473073513,0.0,0.0,0.0150246008216,0.00375679537031,0.00250435291926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295908357844,0.00863066541285,0.0024659566633,0.0,0.0,0.0,0.00375638105769,0.00125320267756,0.0,0.0,0.0,0.0,0.00123702853473,0.0,0.0,0.0,0.0,0.0
23,200879,0.0,0.00543129901393,0.00135806991127,0.0,0.0,0.0,0.00827404035522,0.00275919577125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00678880792695,0.01493490429,0.0054313835791,0.00135959879125,0.0,0.0,0.0206822901335,0.00689537643509,0.00276119427457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203658930671,0.0176508954727,0.00678897998457,0.00135973756026,0.0,0.0,0.0206824098739,0.0096526085356,0.00137981511171,0.0,0.0,0.0,0.0013627895871,0.00136441971313,0.0,0.0,0.0,0.0,0.0149354978262,0.0135781671912,0.0067886111987,0.00135971524927,0.0,0.0,0.0165454525996,0.00413707362107,0.00275785380327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325861416665,0.00950429679881,0.00271557092065,0.0,0.0,0.0,0.00413661737002,0.00138005699756,0.0,0.0,0.0,0.0,0.00136224564159,0.0,0.0,0.0,0.0,0.0
24,200879,0.0,0.0163542706093,0.00408930585081,0.0,0.0,0.0,0.0249140941521,0.00830825815173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204418872294,0.0449707271972,0.0163545252448,0.00409390948559,0.0,0.0,0.0622767718728,0.0207627773546,0.00831427587677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613240636476,0.0531488913273,0.0204424053148,0.00409432733514,0.0,0.0,0.0622771324248,0.0290651226662,0.00415478316879,0.0,0.0,0.0,0.00410351734158,0.00410842583993,0.0,0.0,0.0,0.0,0.0449725144036,0.0408854345993,0.0204412948578,0.00409426015419,0.0,0.0,0.0498202747581,0.0124572080005,0.00830421733066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981206480364,0.0286185388431,0.00817689867214,0.0,0.0,0.0,0.0124558341758,0.00415551151509,0.0,0.0,0.0,0.0,0.00410187945863,0.0,0.0,0.0,0.0,0.0
25,200879,0.0,0.0137465969057,0.00343726971984,0.0,0.0,0.0,0.0209415643022,0.0069835138802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0171824467412,0.0378001852914,0.0137468109398,0.0034411393092,0.0,0.0,0.0523467967467,0.0174521712252,0.00698857208441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051545996989,0.0446743485244,0.0171828822183,0.00344149053301,0.0,0.0,0.052347099809,0.0244307150623,0.0034923067385,0.0,0.0,0.0,0.00344921520122,0.00345334104392,0.0,0.0,0.0,0.0,0.0378016875294,0.0343662889149,0.0171819488227,0.003441434064,0.0,0.0,0.0418764768661,0.0104709174163,0.00698011736441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082475399173,0.0240553386272,0.0068730995512,0.0,0.0,0.0,0.0104697626467,0.00349291895064,0.0,0.0,0.0,0.0,0.00344783847722,0.0,0.0,0.0,0.0,0.0
