stop_id,stop_city
777790,Vallejo
777926,Vallejo
777997,Vallejo
777725,Vallejo
777704,Vallejo
777795,Vallejo
777905,Vallejo
777824,Vallejo
778026,Benicia
777751,Vallejo
777955,Vallejo
781640,Vallejo
781622,Vallejo
777953,Vallejo
777736,Vallejo
777701,Vallejo
778015,Vallejo
781625,Vallejo
781664,Fairfield
777796,Vallejo
777746,Benicia
777730,Vallejo
777675,Vallejo
777711,Vallejo
777820,Benicia
777994,Vallejo
777823,Vallejo
777705,Vallejo
777822,Vallejo
777752,Vallejo
777911,Vallejo
781668,Vallejo
777827,Vallejo
778033,Vallejo
777854,Vallejo
777922,Vallejo
777945,Vallejo
777975,Vallejo
777973,Vallejo
777703,Vallejo
777667,Vallejo
777741,Vallejo
777747,Benicia
777981,Vallejo
777937,Vallejo
777878,Vallejo
777954,Vallejo
781633,Vallejo
777697,Vallejo
777895,Benicia
778020,Vallejo
781652,Vallejo
777756,Vallejo
777720,Vallejo
777666,Vallejo
777779,Fairfield
781656,Vallejo
778027,Benicia
777819,Benicia
777974,Benicia
777695,Vallejo
777894,Benicia
777687,Vallejo
777775,Vallejo
777678,Vallejo
778023,Vallejo
777849,Benicia
777772,Vallejo
781615,Vallejo
777956,Vallejo
777853,Vallejo
777811,Vallejo
778021,Vallejo
777719,Vallejo
777777,Vallejo
778000,Vallejo
777802,Vallejo
777696,Vallejo
782079,Benicia
777970,Vallejo
777760,Vallejo
777959,Benicia
777990,Vallejo
777900,Vallejo
777965,Vallejo
777927,Vallejo
777686,Vallejo
777881,Vallejo
778019,Vallejo
777910,Vallejo
777906,Vallejo
777826,Vallejo
777815,Vallejo
777672,Vallejo
777674,Vallejo
781651,Vallejo
777676,Vallejo
777691,Vallejo
777767,Vallejo
777893,Benicia
777839,Vallejo
777907,Vallejo
777680,Vallejo
777845,Benicia
781624,Vallejo
777946,Vallejo
777812,Vallejo
777757,Vallejo
777724,Walnut Creek
782078,
781654,Vallejo
781635,Vallejo
777728,Vallejo
777958,Benicia
777993,Vallejo
777784,Vallejo
777962,Vallejo
782082,
777729,Vallejo
777971,Vallejo
778028,Vallejo
778035,Walnut Creek
777952,Vallejo
781634,Vallejo
777810,Vallejo
777857,Vallejo
777783,Vallejo
777902,Vallejo
777825,Vallejo
777913,Vallejo
777999,Vallejo
781657,Vallejo
778016,Vallejo
777793,Vallejo
778018,Vallejo
778017,Vallejo
777814,Vallejo
777770,Vallejo
777960,Benicia
777869,Vallejo
777670,Vallejo
777799,Vallejo
777961,Vallejo
777903,Vallejo
777940,Benicia
777798,Vallejo
777804,Vallejo
777932,Vallejo
777733,Vallejo
777964,Vallejo
777939,Vallejo
777743,Benicia
777669,Vallejo
778029,Vallejo
777685,Vallejo
777987,Vallejo
777740,Vallejo
777888,Vallejo
777996,Vallejo
781621,Vallejo
777749,Benicia
781617,Vallejo
777912,Vallejo
777677,Vallejo
777778,Vallejo
777943,Fairfield
777807,Vallejo
777716,Vallejo
778022,Vallejo
778011,Vallejo
777934,Vallejo
777771,Vallejo
777951,Vallejo
782476,Vallejo
781661,Pleasant Hill
777891,Vallejo
781626,Vallejo
777673,Vallejo
777737,Vallejo
778030,Vallejo
777679,Vallejo
777942,Benicia
777773,Vallejo
777722,Vallejo
781636,Vallejo
777917,Vallejo
777794,Vallejo
777818,Benicia
782080,Benicia
777874,Vallejo
777840,Vallejo
802613,Vallejo
777694,Vallejo
778012,Vallejo
778010,Vallejo
777723,Vallejo
778031,Vallejo
777850,Vallejo
777693,Vallejo
777785,Vallejo
777852,Vallejo
777780,Vallejo
777714,Vallejo
777806,Vallejo
777731,Vallejo
777868,Vallejo
778231,Vallejo
777963,Vallejo
777842,Benicia
777862,Vallejo
778009,Vallejo
781638,Vallejo
777928,Benicia
781659,Pleasant Hill
777846,Benicia
781653,Vallejo
778034,Vallejo
777969,Vallejo
777748,Benicia
777835,Vallejo
777920,Vallejo
777885,Vallejo
777754,Vallejo
777864,Benicia
778013,Vallejo
777941,Vallejo
777763,Vallejo
777732,Vallejo
777976,Vallejo
777791,Vallejo
777706,Vallejo
778032,Vallejo
777884,Vallejo
777816,Vallejo
781655,Vallejo
777708,Vallejo
781669,Vallejo
777813,Vallejo
777781,Vallejo
777877,Vallejo
777925,Vallejo
777718,Vallejo
781643,Vallejo
781632,Vallejo
777989,Vallejo
777782,Vallejo
777833,Vallejo
777972,Vallejo
777986,Vallejo
777988,Vallejo
778005,Vallejo
777766,Vallejo
777909,Vallejo
778230,Vallejo
777848,Benicia
777702,Vallejo
777967,Vallejo
777936,Vallejo
777681,Vallejo
777908,Vallejo
777887,Vallejo
781631,Vallejo
777892,Vallejo
