fare_id,rider_category_id,price
780_6032,4,1.5
780_7462,15,2.7
777_7564,6,0.6
784_5971,6,2.1
779_6068,4,2.15
778_6079,5,0.9
779_6081,15,2.15
780_6032,2,1.5
778_6038,15,0.9
780_6054,5,2.7
780_6020,5,2.7
780_6075,5,2.7
781_6056,6,1.8
780_6026,5,1.5
778_7567,15,1.6
780_6082,6,2.7
780_6118,15,2.7
785_5985,15,2.4
778_8811,15,1.6
779_6044,5,1.2
780_6132,6,2.7
779_6052,2,1.2
778_7565,6,0.9
781_6089,5,3.25
784_6010,6,2.1
779_6052,4,1.2
781_6051,2,3.25
780_6076,15,1.5
784_7450,4,2.4
780_6023,5,2.7
778_7471,5,1.6
784_6107,6,2.4
781_6051,4,3.25
784_7450,2,2.4
779_6098,15,2.15
778_6148,15,0.9
779_6097,6,1.2
779_6074,15,2.15
781_6085,5,3.25
778_6135,2,0.9
779_6061,5,2.15
785_6012,4,2.4
778_6135,4,0.9
781_5973,5,3.25
786_5988,5,4.9
785_6012,2,2.4
778_6043,15,0.9
777_6154,5,1.05
779_6041,15,1.2
781_7461,4,3.25
779_7560,15,2.15
784_7458,15,2.4
777_6109,5,1.05
780_6137,2,1.5
781_6050,6,1.8
780_6136,5,2.7
778_6147,15,0.9
781_6000,5,3.25
781_6120,15,1.8
781_7461,2,3.25
780_6137,4,1.5
780_6139,4,1.5
777_7472,15,0.6
780_6083,6,2.7
780_6060,15,2.7
779_7469,2,2.15
781_6028,5,3.25
781_6008,5,3.25
780_6139,2,1.5
781_6084,6,3.25
779_7469,4,2.15
784_5976,5,2.1
779_6141,5,1.2
781_5969,15,1.8
778_6038,2,1.6
779_6080,6,2.15
785_6006,6,2.4
779_6017,4,1.2
784_7458,15,2.1
780_6082,15,1.5
780_6118,6,1.5
778_6038,4,1.6
781_6051,5,1.8
779_6017,2,1.2
778_7569,5,1.6
784_5976,5,2.4
779_6040,6,1.2
779_7465,15,1.2
781_6085,4,1.8
781_5973,2,1.8
779_6062,6,2.15
777_6149,2,1.05
778_7428,6,1.6
781_6085,2,1.8
781_5973,4,1.8
780_6132,15,1.5
780_6144,5,2.7
777_6149,4,1.05
784_7450,2,2.1
780_5995,5,2.7
780_6070,5,2.7
778_7467,6,0.9
781_6000,2,1.8
781_7461,5,1.8
778_7445,6,1.6
786_7446,4,4.9
784_7450,4,2.1
778_6063,6,1.6
780_7462,6,1.5
780_6069,5,2.7
784_6107,6,2.1
781_6000,4,1.8
786_7446,2,4.9
778_7567,4,0.9
781_6028,4,1.8
779_7562,2,2.15
781_6008,2,1.8
778_8811,2,0.9
778_7567,2,0.9
781_6028,2,1.8
779_7562,4,2.15
778_7466,6,1.6
781_6008,4,1.8
785_7449,5,4.35
785_7448,5,2.4
785_6007,5,4.35
778_8811,4,0.9
777_7474,6,0.6
778_6043,2,1.6
779_6146,5,2.15
778_6135,15,1.6
778_6043,4,1.6
784_6010,6,2.4
778_6151,6,1.6
779_6145,4,1.2
778_6148,2,1.6
780_6024,5,1.5
780_6060,6,1.5
781_6106,6,3.25
780_6048,5,1.5
778_6096,5,1.6
780_6083,15,1.5
781_6102,15,3.25
779_6145,2,1.2
778_6148,4,1.6
780_6138,5,2.7
784_5971,6,2.4
777_5989,5,0.6
778_6065,6,1.6
784_5975,5,2.4
780_6076,6,2.7
779_5966,4,1.2
781_6101,15,1.8
779_6126,5,1.2
781_6089,2,1.8
778_6147,4,1.6
779_5966,2,1.2
781_6089,4,1.8
778_6147,2,1.6
781_6115,15,3.25
784_6011,6,2.4
780_6099,15,2.7
778_6071,5,1.6
784_6087,5,2.4
785_5985,6,4.35
777_6014,6,0.6
780_6131,6,1.5
781_6009,2,1.8
777_6109,2,0.6
781_6114,15,3.25
786_5982,6,2.7
778_7571,5,0.9
781_6009,4,1.8
777_6109,4,0.6
778_7568,15,1.6
780_6025,15,2.7
780_6100,15,2.7
780_6119,6,2.7
777_6154,4,0.6
786_5988,15,2.7
781_6027,6,1.8
779_6045,15,2.15
779_6140,15,1.2
777_6154,2,0.6
781_7452,5,3.25
780_6129,5,2.7
778_6042,4,1.6
779_6073,6,1.2
778_6015,4,0.9
781_6105,5,3.25
777_6037,6,0.6
786_7447,6,2.7
778_6042,2,1.6
778_6015,2,0.9
781_6033,6,3.25
778_6134,6,1.6
778_7572,6,1.6
779_6067,6,1.2
784_6030,2,2.4
781_6057,15,1.8
777_6142,15,0.6
779_6117,15,2.15
780_5967,5,2.7
784_6030,4,2.4
778_6095,5,1.6
781_6001,5,3.25
786_5987,4,2.7
777_6094,15,0.6
780_6104,5,1.5
779_6153,6,1.2
780_5999,6,2.7
780_7455,15,2.7
780_6130,5,2.7
779_6152,15,1.2
786_5987,2,2.7
781_7453,5,3.25
778_6016,5,0.9
779_6127,15,1.2
785_5979,2,4.35
778_6064,15,1.6
780_6143,5,1.5
785_5979,4,4.35
779_6053,6,1.2
780_5994,6,1.5
778_6124,6,1.6
778_6150,5,1.6
779_6113,5,1.2
779_7468,2,1.2
785_5980,4,2.4
781_6001,2,1.8
778_7568,2,0.9
779_7464,6,2.15
779_7468,4,1.2
785_5980,2,2.4
781_6001,4,1.8
778_7568,4,0.9
779_6022,15,1.2
777_6058,15,0.6
780_6103,4,2.7
781_7453,2,1.8
779_6116,15,2.15
777_5989,4,1.05
780_6103,2,2.7
781_7453,4,1.8
777_5989,2,1.05
778_6265,5,1.6
778_6042,15,0.9
780_6131,15,2.7
779_5993,15,2.15
778_6015,15,1.6
784_6030,4,2.1
779_6047,5,2.15
785_6006,15,4.35
779_6021,15,2.15
784_6030,2,2.1
780_6099,6,1.5
780_6119,15,1.5
777_7473,6,1.05
779_6018,6,2.15
780_6025,6,1.5
780_6100,6,1.5
779_6128,15,1.2
779_6112,5,1.2
779_6125,4,1.2
778_6155,6,0.9
780_5968,5,2.7
780_5994,15,2.7
780_6055,2,2.7
779_6125,2,1.2
781_6009,5,3.25
780_6055,4,2.7
778_6064,4,0.9
780_6031,4,1.5
777_6149,5,0.6
778_6064,2,0.9
784_6087,5,2.1
780_6031,2,1.5
784_6011,6,2.1
781_6105,4,1.8
781_7452,4,1.8
780_7455,6,1.5
779_5992,15,2.15
781_6105,2,1.8
779_6046,5,1.2
781_7452,2,1.8
778_6066,5,0.9
780_5999,15,1.5
778_6039,5,1.6
777_6077,6,0.6
777_6122,6,1.05
780_6103,6,1.5
779_6153,5,2.15
784_6035,5,2.4
778_6042,15,1.6
778_6015,15,0.9
779_6140,4,1.2
786_5988,2,2.7
779_6045,2,2.15
779_6140,2,1.2
777_6154,15,0.6
786_5988,4,2.7
779_6045,4,2.15
781_6009,15,1.8
777_6109,15,0.6
781_6114,2,3.25
778_7568,4,1.6
784_5977,6,2.4
780_6025,4,2.7
780_6100,4,2.7
779_6113,6,2.15
781_6114,4,3.25
778_7568,2,1.6
780_6025,2,2.7
780_6100,2,2.7
779_6053,5,2.15
781_6002,6,1.8
780_6099,2,2.7
778_6265,5,0.9
777_7472,5,1.05
780_6099,4,2.7
785_5979,15,4.35
778_6064,2,1.6
785_6012,6,4.35
781_6121,6,3.25
780_6055,6,1.5
778_6064,4,1.6
777_5962,6,1.05
781_6003,6,3.25
781_5970,6,3.25
778_6039,5,0.9
784_6091,5,2.4
778_6066,5,1.6
779_6127,2,1.2
785_6093,5,4.35
781_6034,6,3.25
780_7454,5,2.7
779_6127,4,1.2
777_6094,2,0.6
780_7455,2,2.7
779_6073,5,2.15
779_6152,2,1.2
786_5987,15,2.7
777_6094,4,0.6
779_6067,5,2.15
780_7455,4,2.7
779_6152,4,1.2
784_6030,15,2.4
781_6057,2,1.8
777_6142,2,0.6
780_6031,6,2.7
779_6117,2,2.15
778_6155,6,1.6
781_6057,4,1.8
777_6142,4,0.6
781_5997,6,1.8
779_6117,4,2.15
780_6119,2,1.5
779_6128,4,1.2
779_6112,6,2.15
780_6119,4,1.5
779_6128,2,1.2
778_6042,2,0.9
780_6131,2,2.7
779_5993,2,2.15
781_6088,6,1.8
785_6006,4,4.35
779_6021,4,2.15
778_6015,2,1.6
778_6134,6,0.9
778_7572,6,0.9
778_6042,4,0.9
780_6131,4,2.7
779_5993,4,2.15
785_6006,2,4.35
779_6021,2,2.15
778_6015,4,1.6
784_6030,15,2.1
781_7453,15,1.8
779_6116,2,2.15
786_5981,6,2.7
780_6103,15,2.7
779_6116,4,2.15
777_5989,15,1.05
779_6046,6,2.15
778_6071,5,0.9
779_7468,15,1.2
781_6001,15,1.8
778_7568,15,0.9
779_6022,4,1.2
777_6058,4,0.6
785_5980,15,2.4
784_6091,5,2.1
780_5998,5,1.5
779_6022,2,1.2
781_6057,5,3.25
777_6058,2,0.6
778_7571,5,1.6
779_5992,4,2.15
780_5999,4,1.5
779_5992,2,2.15
781_6105,15,1.8
778_6016,5,1.6
781_7452,15,1.8
784_5977,6,2.1
780_5999,2,1.5
778_6124,6,0.9
778_6150,5,0.9
779_7464,5,1.2
778_6064,15,0.9
780_6031,15,1.5
778_6095,5,0.9
784_6035,5,2.1
786_7446,5,2.7
780_5994,2,2.7
779_6018,5,1.2
780_6055,15,2.7
779_6125,15,1.2
777_6133,6,1.05
781_6114,5,1.8
780_5994,4,2.7
779_6047,6,1.2
779_6061,6,1.2
778_6063,6,0.9
781_6115,5,1.8
779_6052,15,1.2
777_6142,5,1.05
778_7445,6,0.9
778_7467,6,1.6
781_6101,5,3.25
786_5987,5,4.9
778_7567,2,1.6
785_5985,4,2.4
777_6094,5,1.05
780_6118,2,2.7
778_8811,4,1.6
778_7466,6,0.9
779_6097,5,2.15
778_7567,4,1.6
785_5985,2,2.4
780_6019,5,1.5
780_6118,4,2.7
778_8811,2,1.6
778_6038,4,0.9
781_6102,5,1.8
778_6038,2,0.9
779_6141,6,2.15
779_6068,15,2.15
779_6081,4,2.15
780_7462,2,2.7
781_7460,6,3.25
778_7428,6,0.9
779_6081,2,2.15
777_6157,6,0.6
778_7569,5,0.9
780_6032,15,1.5
780_7462,4,2.7
778_6065,6,0.9
777_7472,2,0.6
780_6060,2,2.7
779_7469,15,2.15
780_6139,15,1.5
777_7472,4,0.6
780_6060,4,2.7
779_6041,2,1.2
781_6120,4,1.8
781_5996,6,1.8
779_7560,2,2.15
784_7458,2,2.4
779_5965,6,1.2
780_6137,15,1.5
778_6147,2,0.9
779_6041,4,1.2
781_6120,2,1.8
781_7461,15,3.25
779_7560,4,2.15
784_7458,4,2.4
785_6092,5,4.35
778_6147,4,0.9
779_6074,2,2.15
778_6135,15,0.9
778_6043,4,0.9
779_6044,6,2.15
784_6036,5,2.1
779_6074,4,2.15
785_5979,6,2.4
785_6012,15,2.4
778_6043,2,0.9
781_6051,15,3.25
780_6076,2,1.5
779_6098,4,2.15
778_6148,4,0.9
778_6096,5,0.9
780_6076,4,1.5
778_6151,6,0.9
784_7450,15,2.4
779_6098,2,2.15
778_6148,2,0.9
781_5969,5,3.25
780_6049,5,1.5
779_7562,15,2.15
781_6008,15,1.8
784_6036,5,2.4
778_8811,15,0.9
778_7567,15,0.9
781_6028,15,1.8
784_7450,15,2.1
780_6032,6,2.7
785_5980,6,4.35
781_6000,15,1.8
781_6120,5,3.25
779_6146,6,1.2
778_7565,6,1.6
786_7446,15,4.9
778_6079,5,1.6
779_7465,2,1.2
781_5973,15,1.8
779_6126,6,2.15
780_6132,4,1.5
777_6149,15,1.05
785_5986,5,4.35
779_7465,4,1.2
781_6085,15,1.8
780_6132,2,1.5
784_7458,4,2.1
780_6082,4,1.5
781_5969,2,1.8
778_6038,15,1.6
784_7458,2,2.1
780_6082,2,1.5
781_5969,4,1.8
779_6017,15,1.2
779_6062,5,1.2
781_6101,2,1.8
781_6089,15,1.8
779_6040,5,2.15
781_6115,4,3.25
779_5966,15,1.2
777_6058,5,1.05
781_6101,4,1.8
778_6147,15,1.6
781_6115,2,3.25
779_6080,5,1.2
785_7456,5,2.4
780_6059,5,2.7
780_7463,5,1.5
780_6139,6,2.7
781_5974,6,3.25
780_6083,4,1.5
781_6102,4,3.25
778_6148,15,1.6
778_7471,5,0.9
780_6083,2,1.5
781_6102,2,3.25
779_6145,15,1.2
785_6013,5,4.35
778_6135,4,1.6
778_6043,15,1.6
780_6137,6,2.7
778_6135,2,1.6
785_7457,5,2.4
779_6146,2,2.15
785_7457,15,2.4
785_6013,15,4.35
779_6146,4,2.15
777_7473,6,0.6
778_6043,5,1.6
780_6048,2,1.5
780_6024,2,1.5
779_6145,5,1.2
778_7471,15,0.9
778_6096,2,1.6
780_6048,4,1.5
781_6056,6,3.25
780_6024,4,1.5
778_6148,5,1.6
