agency_id,fare_id,price,currency_type,payment_method,transfers,transfer_duration
175,779_5966,2.45,USD,0,,7200
175,781_6051,3.65,USD,0,,7200
175,780_6118,3.05,USD,0,,7200
175,786_5988,5.45,USD,0,,7200
175,778_6038,1.85,USD,0,,7200
175,779_6045,2.45,USD,0,,7200
175,785_7456,4.85,USD,0,,7200
175,781_6102,3.65,USD,0,,7200
175,777_6149,1.25,USD,0,,7200
175,784_5975,4.25,USD,0,,7200
175,780_7454,3.05,USD,0,,7200
175,781_6034,3.65,USD,0,,7200
175,779_6080,2.45,USD,0,,7200
175,784_6011,4.25,USD,0,,7200
175,781_6084,3.65,USD,0,,7200
175,778_6265,1.85,USD,0,,7200
175,780_7462,3.05,USD,0,,7200
175,784_6036,4.25,USD,0,,7200
175,780_6032,3.05,USD,0,,7200
175,786_5987,5.45,USD,0,,7200
175,778_7470,1.85,USD,0,,7200
175,785_7457,4.85,USD,0,,7200
175,777_6037,1.25,USD,0,,7200
175,779_5965,2.45,USD,0,,7200
175,780_6048,3.05,USD,0,,7200
175,779_6067,2.45,USD,0,,7200
175,781_6085,3.65,USD,0,,7200
175,778_6095,1.85,USD,0,,7200
175,781_5997,3.65,USD,0,,7200
175,781_7452,3.65,USD,0,,7200
175,785_6013,4.85,USD,0,,7200
175,779_5993,2.45,USD,0,,7200
175,780_6099,3.05,USD,0,,7200
175,784_5972,4.25,USD,0,,7200
175,779_6052,2.45,USD,0,,7200
175,779_6040,2.45,USD,0,,7200
175,780_5968,3.05,USD,0,,7200
175,780_6130,3.05,USD,0,,7200
175,778_8811,1.85,USD,0,,7200
175,778_6266,1.85,USD,0,,7200
175,778_6124,1.85,USD,0,,7200
175,779_6017,2.45,USD,0,,7200
175,784_7458,4.25,USD,0,,7200
175,779_5992,2.45,USD,0,,7200
175,780_6100,3.05,USD,0,,7200
175,781_6105,3.65,USD,0,,7200
175,780_5994,3.05,USD,0,,7200
175,778_6043,1.85,USD,0,,7200
175,780_6103,3.05,USD,0,,7200
175,777_7564,1.25,USD,0,,7200
175,784_5983,4.25,USD,0,,7200
175,781_6050,3.65,USD,0,,7200
175,779_6068,2.45,USD,0,,7200
175,777_5989,1.25,USD,0,,7200
175,781_6120,3.65,USD,0,,7200
175,780_6144,3.05,USD,0,,7200
175,780_6137,3.05,USD,0,,7200
175,781_7460,3.65,USD,0,,7200
175,785_5980,4.85,USD,0,,7200
175,778_7445,1.85,USD,0,,7200
175,781_6003,3.65,USD,0,,7200
175,781_6089,3.65,USD,0,,7200
175,778_6071,1.85,USD,0,,7200
175,780_6075,3.05,USD,0,,7200
175,778_6042,1.85,USD,0,,7200
175,778_7571,1.85,USD,0,,7200
175,778_7572,1.85,USD,0,,7200
175,779_6117,2.45,USD,0,,7200
175,780_6023,3.05,USD,0,,7200
175,784_6004,4.25,USD,0,,7200
175,780_6031,3.05,USD,0,,7200
175,785_6092,4.85,USD,0,,7200
175,779_7562,2.45,USD,0,,7200
175,779_6061,2.45,USD,0,,7200
175,779_7465,2.45,USD,0,,7200
175,780_6129,3.05,USD,0,,7200
175,779_6041,2.45,USD,0,,7200
175,779_6126,2.45,USD,0,,7200
175,781_6114,3.65,USD,0,,7200
175,778_7565,1.85,USD,0,,7200
175,785_6006,4.85,USD,0,,7200
175,779_6116,2.45,USD,0,,7200
175,777_6109,1.25,USD,0,,7200
175,785_6007,4.85,USD,0,,7200
175,780_6119,3.05,USD,0,,7200
175,779_6125,2.45,USD,0,,7200
175,778_6156,1.85,USD,0,,7200
175,778_6134,1.85,USD,0,,7200
175,780_6136,3.05,USD,0,,7200
175,780_6025,3.05,USD,0,,7200
175,778_6155,1.85,USD,0,,7200
175,785_6012,4.85,USD,0,,7200
175,779_6081,2.45,USD,0,,7200
175,781_6101,3.65,USD,0,,7200
175,778_7471,1.85,USD,0,,7200
175,780_6054,3.05,USD,0,,7200
175,780_6059,3.05,USD,0,,7200
175,779_6141,2.45,USD,0,,7200
175,785_7448,4.85,USD,0,,7200
175,781_6088,3.65,USD,0,,7200
175,778_6135,1.85,USD,0,,7200
175,778_6016,1.85,USD,0,,7200
175,780_5998,3.05,USD,0,,7200
175,779_6018,2.45,USD,0,,7200
175,781_5973,3.65,USD,0,,7200
175,784_5976,4.25,USD,0,,7200
175,781_5969,3.65,USD,0,,7200
175,784_6030,4.25,USD,0,,7200
175,777_7472,1.25,USD,0,,7200
175,778_6063,1.85,USD,0,,7200
175,777_7473,1.25,USD,0,,7200
175,781_6002,3.65,USD,0,,7200
175,778_6096,1.85,USD,0,,7200
175,779_6127,2.45,USD,0,,7200
175,779_7468,2.45,USD,0,,7200
175,777_6014,1.25,USD,0,,7200
175,780_6060,3.05,USD,0,,7200
175,781_5996,3.65,USD,0,,7200
175,784_5971,4.25,USD,0,,7200
175,781_6008,3.65,USD,0,,7200
175,780_6070,3.05,USD,0,,7200
175,780_6055,3.05,USD,0,,7200
175,779_6113,2.45,USD,0,,7200
175,777_6077,1.25,USD,0,,7200
175,779_6112,2.45,USD,0,,7200
175,778_6150,1.85,USD,0,,7200
175,778_6064,1.85,USD,0,,7200
175,780_5995,3.05,USD,0,,7200
175,780_6049,3.05,USD,0,,7200
175,785_5979,4.85,USD,0,,7200
175,785_5986,4.85,USD,0,,7200
175,784_6010,4.25,USD,0,,7200
175,778_7561,1.85,USD,0,,7200
175,778_7568,1.85,USD,0,,7200
175,784_6107,4.25,USD,0,,7200
175,784_7459,4.25,USD,0,,7200
175,786_5981,5.45,USD,0,,7200
175,786_7447,5.45,USD,0,,7200
175,777_7474,1.25,USD,0,,7200
175,786_7446,5.45,USD,0,,7200
175,786_5982,5.45,USD,0,,7200
175,780_6138,3.05,USD,0,,7200
175,781_6001,3.65,USD,0,,7200
175,777_5962,1.25,USD,0,,7200
175,781_6000,3.65,USD,0,,7200
175,778_6039,1.85,USD,0,,7200
175,777_6154,1.25,USD,0,,7200
175,778_9199,1.85,USD,0,,7200
175,781_6033,3.65,USD,0,,7200
175,780_6069,3.05,USD,0,,7200
175,779_6097,2.45,USD,0,,7200
175,781_6106,3.65,USD,0,,7200
175,781_6121,3.65,USD,0,,7200
175,778_7428,1.85,USD,0,,7200
175,781_6009,3.65,USD,0,,7200
175,779_6044,2.45,USD,0,,7200
175,780_7463,3.05,USD,0,,7200
175,778_7466,1.85,USD,0,,7200
175,778_6015,1.85,USD,0,,7200
175,784_6029,4.25,USD,0,,7200
175,779_6047,2.45,USD,0,,7200
175,785_7449,4.85,USD,0,,7200
