trip_id,block_id,route_id,service_id,direction_id,shape_id
674,308,61f23b4,3,0,394a_eb1
675,308,a3c2d22,3,1,392a_wb1
676,308,a3c2d22,3,0,392a_eb1
677,308,a857d03,3,0,395a_lp1
678,308,b88e084,3,0,393a_eb1
679,308,b88e084,3,1,393a_wb1
680,308,b88e084,3,0,393a_eb1
681,308,b88e084,3,0,393a_eb1
682,309,61f23b4,3,1,394a_wb1
683,309,61f23b4,3,0,394a_eb1
684,309,a3c2d22,3,1,392a_wb1
685,309,a3c2d22,3,0,392a_eb1
686,309,a857d03,3,0,395a_lp1
687,309,b88e084,3,0,393a_eb1
688,309,b88e084,3,1,393a_wb1
689,309,61f23b4,3,1,394a_wb1
690,309,61f23b4,3,0,394a_eb1
691,310,b88e084,3,1,393a_wb1
692,310,b88e084,3,0,393a_eb1
693,310,b88e084,3,1,393a_wb1
694,310,61f23b4,3,1,394a_wb1
695,310,61f23b4,3,0,394a_eb1
696,310,a3c2d22,3,1,392a_wb1
697,310,a3c2d22,3,0,392a_eb1
698,310,a857d03,3,0,395a_lp1
699,310,b88e084,3,0,393a_eb1
700,310,b88e084,3,1,393a_wb1
701,310,b88e084,3,0,393a_eb1
702,311,61f23b4,3,1,394a_wb1
703,311,61f23b4,3,0,394a_eb1
704,311,a3c2d22,3,1,392a_wb1
705,311,a3c2d22,3,0,392a_eb1
706,311,a857d03,3,0,395a_lp1
707,311,b88e084,3,0,393a_eb1
708,311,b88e084,3,1,393a_wb1
709,312,61f23b4,3,1,394a_wb1
710,312,61f23b4,3,0,394a_eb1
711,312,a3c2d22,3,1,392a_wb1
712,312,a3c2d22,3,0,392a_eb1
713,312,a857d03,3,0,395a_lp1
714,312,b88e084,3,0,393a_eb1
715,312,b88e084,3,1,393a_wb1
