trip_id,headway_secs,start_time,end_time
7798,3600,03:00:00,06:00:00
7180,1028,15:00:00,19:00:00
7179,1636,10:00:00,15:00:00
7465,1107,06:00:00,10:00:00
7499,3600,15:00:00,19:00:00
7494,2880,06:00:00,10:00:00
7323,2057,06:00:00,10:00:00
7622,3600,06:00:00,10:00:00
7327,900,10:00:00,15:00:00
7276,1600,06:00:00,10:00:00
7667,960,06:00:00,10:00:00
7121,1800,06:00:00,10:00:00
7563,3600,15:00:00,19:00:00
7137,1636,10:00:00,15:00:00
7403,1440,06:00:00,10:00:00
6917,7200,15:00:00,19:00:00
7211,3600,10:00:00,15:00:00
7228,3600,10:00:00,15:00:00
7753,2400,06:00:00,10:00:00
7205,2057,06:00:00,10:00:00
7194,2160,19:00:00,03:00:00
7868,2400,15:00:00,19:00:00
7915,10800,19:00:00,03:00:00
7732,2880,15:00:00,19:00:00
7581,2700,19:00:00,03:00:00
6932,7200,06:00:00,10:00:00
7921,4500,10:00:00,15:00:00
6940,1600,06:00:00,10:00:00
7794,2400,15:00:00,19:00:00
7420,1309,15:00:00,19:00:00
7545,2880,15:00:00,19:00:00
7167,1800,06:00:00,10:00:00
7290,900,10:00:00,15:00:00
7777,2400,06:00:00,10:00:00
7497,6000,10:00:00,15:00:00
7156,2700,19:00:00,03:00:00
6908,3600,06:00:00,10:00:00
7832,2400,06:00:00,10:00:00
7597,4800,15:00:00,19:00:00
7364,1800,19:00:00,03:00:00
6930,3600,15:00:00,19:00:00
7428,3600,06:00:00,10:00:00
6882,3600,06:00:00,10:00:00
7909,4500,10:00:00,15:00:00
7145,1028,15:00:00,19:00:00
7784,2250,10:00:00,15:00:00
7800,4800,06:00:00,10:00:00
7837,2571,10:00:00,15:00:00
7602,4800,06:00:00,10:00:00
7604,4800,15:00:00,19:00:00
7906,4800,06:00:00,10:00:00
7074,6000,10:00:00,15:00:00
7264,3600,10:00:00,15:00:00
7926,5400,19:00:00,03:00:00
7016,2057,06:00:00,10:00:00
7914,4800,15:00:00,19:00:00
6961,1600,15:00:00,19:00:00
7118,3600,19:00:00,03:00:00
6979,1309,06:00:00,10:00:00
7357,900,15:00:00,19:00:00
7022,3000,10:00:00,15:00:00
7091,4800,15:00:00,19:00:00
7375,1440,06:00:00,10:00:00
7553,2880,06:00:00,10:00:00
6897,3600,10:00:00,15:00:00
7082,4800,06:00:00,10:00:00
7081,3600,03:00:00,06:00:00
7392,1309,15:00:00,19:00:00
7630,2880,15:00:00,19:00:00
7890,2880,06:00:00,10:00:00
7932,6000,10:00:00,15:00:00
7114,3600,15:00:00,19:00:00
7112,3600,10:00:00,15:00:00
6904,3600,15:00:00,19:00:00
7705,2400,06:00:00,10:00:00
7160,1800,03:00:00,06:00:00
7452,3600,10:00:00,15:00:00
7889,10800,19:00:00,03:00:00
7574,2400,15:00:00,19:00:00
7446,2400,06:00:00,10:00:00
7702,3600,15:00:00,19:00:00
7681,9000,10:00:00,15:00:00
6935,7200,15:00:00,19:00:00
7898,4500,10:00:00,15:00:00
7843,2400,15:00:00,19:00:00
7700,2400,06:00:00,10:00:00
7005,1800,15:00:00,19:00:00
7313,900,15:00:00,19:00:00
7243,3600,06:00:00,10:00:00
7105,4800,06:00:00,10:00:00
7917,4800,06:00:00,10:00:00
6970,1800,19:00:00,03:00:00
7054,2880,15:00:00,19:00:00
7802,3600,10:00:00,15:00:00
7818,3600,10:00:00,15:00:00
7876,2400,06:00:00,10:00:00
6958,1200,10:00:00,15:00:00
7652,1107,15:00:00,19:00:00
7380,3000,10:00:00,15:00:00
7369,3600,03:00:00,06:00:00
6992,1500,10:00:00,15:00:00
7888,2880,15:00:00,19:00:00
7768,2400,15:00:00,19:00:00
7069,3600,15:00:00,19:00:00
6931,10800,19:00:00,03:00:00
7050,3000,10:00:00,15:00:00
7588,2880,06:00:00,10:00:00
7882,4500,10:00:00,15:00:00
7759,2250,10:00:00,15:00:00
7536,3600,06:00:00,10:00:00
7258,4800,06:00:00,10:00:00
6918,3600,06:00:00,10:00:00
7940,7200,15:00:00,19:00:00
7250,3600,10:00:00,15:00:00
7591,2880,15:00:00,19:00:00
7120,3600,03:00:00,06:00:00
7010,1800,19:00:00,03:00:00
7824,3600,15:00:00,19:00:00
7067,6000,10:00:00,15:00:00
7453,2057,15:00:00,19:00:00
7253,3600,15:00:00,19:00:00
7650,9000,10:00:00,15:00:00
7551,3600,19:00:00,03:00:00
7517,960,15:00:00,19:00:00
7238,1800,15:00:00,19:00:00
7102,3600,15:00:00,19:00:00
7041,2057,06:00:00,10:00:00
7567,3600,06:00:00,10:00:00
7929,7200,06:00:00,10:00:00
7557,6000,10:00:00,15:00:00
7538,3600,10:00:00,15:00:00
7741,2571,10:00:00,15:00:00
6891,3600,03:00:00,06:00:00
7748,2880,15:00:00,19:00:00
7849,2700,19:00:00,03:00:00
7099,6000,10:00:00,15:00:00
6911,3600,15:00:00,19:00:00
6913,10800,19:00:00,03:00:00
7750,10800,19:00:00,03:00:00
7797,3600,19:00:00,03:00:00
7242,5400,19:00:00,03:00:00
7034,2700,19:00:00,03:00:00
7033,2057,15:00:00,19:00:00
7095,4800,06:00:00,10:00:00
7431,4500,10:00:00,15:00:00
7811,3600,03:00:00,06:00:00
7941,10800,19:00:00,03:00:00
7726,2571,10:00:00,15:00:00
7737,2880,06:00:00,10:00:00
7059,2160,19:00:00,03:00:00
7507,1200,06:00:00,10:00:00
7816,2880,06:00:00,10:00:00
6915,7200,06:00:00,10:00:00
7872,3600,19:00:00,03:00:00
7635,1800,03:00:00,06:00:00
7616,1200,03:00:00,06:00:00
7924,4800,15:00:00,19:00:00
7093,3600,03:00:00,06:00:00
6926,3600,10:00:00,15:00:00
7627,4800,06:00:00,10:00:00
7515,18000,10:00:00,15:00:00
7594,3600,03:00:00,06:00:00
7717,2880,06:00:00,10:00:00
7715,3600,03:00:00,06:00:00
7850,1800,03:00:00,06:00:00
7441,3600,03:00:00,06:00:00
7694,10800,19:00:00,03:00:00
7934,7200,15:00:00,19:00:00
6890,10800,19:00:00,03:00:00
7078,3600,15:00:00,19:00:00
7904,3600,03:00:00,06:00:00
7220,10800,19:00:00,03:00:00
7624,3600,15:00:00,19:00:00
7935,7200,06:00:00,10:00:00
7270,5400,19:00:00,03:00:00
7490,10800,19:00:00,03:00:00
7268,3600,15:00:00,19:00:00
7714,3600,15:00:00,19:00:00
7826,10800,19:00:00,03:00:00
7092,10800,19:00:00,03:00:00
7937,9000,10:00:00,15:00:00
7318,2700,19:00:00,03:00:00
7073,7200,06:00:00,10:00:00
7774,3600,03:00:00,06:00:00
7013,3600,03:00:00,06:00:00
7531,5400,19:00:00,03:00:00
7440,5400,19:00:00,03:00:00
7062,4800,06:00:00,10:00:00
7256,10800,19:00:00,03:00:00
7460,10800,19:00:00,03:00:00
7104,10800,19:00:00,03:00:00
7564,10800,19:00:00,03:00:00
7596,7200,06:00:00,10:00:00
7942,2880,06:00:00,10:00:00
7944,2880,15:00:00,19:00:00
7949,3600,03:00:00,06:00:00
7950,3600,06:00:00,10:00:00
7957,2400,15:00:00,19:00:00
7964,1440,06:00:00,10:00:00
7971,18000,10:00:00,15:00:00
7973,1440,15:00:00,19:00:00
7978,1600,06:00:00,10:00:00
7984,18000,10:00:00,15:00:00
7985,1440,15:00:00,19:00:00
7992,3600,03:00:00,06:00:00
7998,3600,10:00:00,15:00:00
7999,10800,19:00:00,03:00:00
8001,1800,03:00:00,06:00:00
8002,14400,06:00:00,10:00:00
8008,7200,15:00:00,19:00:00
8009,10800,19:00:00,03:00:00
8011,1800,03:00:00,06:00:00
8012,14400,06:00:00,10:00:00
8013,3600,10:00:00,15:00:00
8024,14400,15:00:00,19:00:00
8173,685,15:00:00,19:00:00
8155,800,06:00:00,10:00:00
8271,654,15:00:00,19:00:00
8334,900,15:00:00,19:00:00
8232,857,10:00:00,15:00:00
8314,800,15:00:00,19:00:00
8187,800,06:00:00,10:00:00
8248,900,19:00:00,03:00:00
8107,818,10:00:00,15:00:00
8261,847,06:00:00,10:00:00
8214,600,15:00:00,19:00:00
8299,1107,06:00:00,10:00:00
8106,4800,06:00:00,10:00:00
8100,1200,06:00:00,10:00:00
8139,3600,03:00:00,06:00:00
8219,4800,06:00:00,10:00:00
8135,1200,19:00:00,03:00:00
8242,14400,15:00:00,19:00:00
8095,3600,03:00:00,06:00:00
8393,1600,06:00:00,10:00:00
8375,7200,06:00:00,10:00:00
8388,1200,03:00:00,06:00:00
8383,3600,15:00:00,19:00:00
8367,3600,03:00:00,06:00:00
8396,2400,15:00:00,19:00:00
8404,1800,03:00:00,06:00:00
8408,2400,06:00:00,10:00:00
8373,2880,15:00:00,19:00:00
8411,1107,15:00:00,19:00:00
8351,14400,06:00:00,10:00:00
8381,3600,06:00:00,10:00:00
8357,18000,10:00:00,15:00:00
8352,7200,15:00:00,19:00:00
8358,4800,06:00:00,10:00:00
8348,10800,19:00:00,03:00:00
8418,5400,19:00:00,03:00:00
8349,3600,03:00:00,06:00:00
8350,14400,06:00:00,10:00:00
8424,3600,06:00:00,10:00:00
8738,3600,10:00:00,15:00:00
8840,3600,15:00:00,19:00:00
8423,3600,06:00:00,10:00:00
8737,3600,10:00:00,15:00:00
8839,3600,15:00:00,19:00:00
8522,10800,19:00:00,03:00:00
8422,3600,06:00:00,10:00:00
8736,3600,10:00:00,15:00:00
8838,3600,15:00:00,19:00:00
8521,10800,19:00:00,03:00:00
8421,1800,06:00:00,10:00:00
8818,1800,10:00:00,15:00:00
8584,1800,15:00:00,19:00:00
8702,5400,19:00:00,03:00:00
8420,1800,06:00:00,10:00:00
8817,1800,10:00:00,15:00:00
8583,1800,15:00:00,19:00:00
8701,5400,19:00:00,03:00:00
8438,7200,06:00:00,10:00:00
8625,3600,10:00:00,15:00:00
8815,3600,15:00:00,19:00:00
8501,10800,19:00:00,03:00:00
8437,4800,06:00:00,10:00:00
8730,3600,10:00:00,15:00:00
8834,3600,15:00:00,19:00:00
8436,1800,06:00:00,10:00:00
8833,1800,10:00:00,15:00:00
8594,1800,15:00:00,19:00:00
8435,1800,06:00:00,10:00:00
8832,1800,10:00:00,15:00:00
8593,1800,15:00:00,19:00:00
8434,2057,06:00:00,10:00:00
8811,1800,10:00:00,15:00:00
8580,1800,15:00:00,19:00:00
8698,5400,19:00:00,03:00:00
8433,1800,06:00:00,10:00:00
8830,1800,10:00:00,15:00:00
8591,1800,15:00:00,19:00:00
8709,10800,19:00:00,03:00:00
8432,3600,06:00:00,10:00:00
8746,3600,10:00:00,15:00:00
8848,3600,15:00:00,19:00:00
8530,10800,19:00:00,03:00:00
8431,3600,06:00:00,10:00:00
8745,3600,10:00:00,15:00:00
8847,3600,15:00:00,19:00:00
8529,10800,19:00:00,03:00:00
8430,2057,06:00:00,10:00:00
8807,1800,10:00:00,15:00:00
8578,1800,15:00:00,19:00:00
8696,5400,19:00:00,03:00:00
8429,1800,06:00:00,10:00:00
8826,1800,10:00:00,15:00:00
8589,1800,15:00:00,19:00:00
8707,10800,19:00:00,03:00:00
8428,2057,06:00:00,10:00:00
8805,1800,10:00:00,15:00:00
8576,1800,15:00:00,19:00:00
8694,5400,19:00:00,03:00:00
8626,3600,10:00:00,15:00:00
8627,3600,10:00:00,15:00:00
8425,1800,06:00:00,10:00:00
8822,1800,10:00:00,15:00:00
8585,1800,15:00:00,19:00:00
8703,10800,19:00:00,03:00:00
8426,1800,06:00:00,10:00:00
8823,1800,10:00:00,15:00:00
8586,1800,15:00:00,19:00:00
8704,10800,19:00:00,03:00:00
8427,1800,06:00:00,10:00:00
8824,1800,10:00:00,15:00:00
8587,1800,15:00:00,19:00:00
8705,10800,19:00:00,03:00:00
8886,4800,06:00:00,10:00:00
8889,7200,15:00:00,19:00:00
8897,10800,19:00:00,03:00:00
8891,14400,06:00:00,10:00:00
8892,14400,15:00:00,19:00:00
8911,3600,03:00:00,06:00:00
8912,2880,06:00:00,10:00:00
8920,2880,15:00:00,19:00:00
8857,7200,06:00:00,10:00:00
8860,3600,15:00:00,19:00:00
8856,10800,19:00:00,03:00:00
8866,4800,06:00:00,10:00:00
8863,7200,15:00:00,19:00:00
8862,10800,19:00:00,03:00:00
8895,2880,15:00:00,19:00:00
8927,5400,19:00:00,03:00:00
8942,2880,06:00:00,10:00:00
8947,4800,15:00:00,19:00:00
8950,4800,06:00:00,10:00:00
8953,4800,15:00:00,19:00:00
8956,3600,15:00:00,19:00:00
8957,2057,06:00:00,10:00:00
8968,5400,19:00:00,03:00:00
8970,800,15:00:00,19:00:00
8975,757,06:00:00,10:00:00
8988,3600,03:00:00,06:00:00
8989,3000,10:00:00,15:00:00
8990,4800,06:00:00,10:00:00
9004,3000,10:00:00,15:00:00
9010,4800,15:00:00,19:00:00
9028,2057,06:00:00,10:00:00
9034,3000,10:00:00,15:00:00
9036,2400,15:00:00,19:00:00
9047,3600,19:00:00,03:00:00
9048,3600,03:00:00,06:00:00
9049,2400,15:00:00,19:00:00
9050,2400,06:00:00,10:00:00
9056,3000,10:00:00,15:00:00
9070,5400,19:00:00,03:00:00
9073,2880,15:00:00,19:00:00
9077,3600,06:00:00,10:00:00
9079,3600,15:00:00,19:00:00
9082,7200,06:00:00,10:00:00
9085,18000,10:00:00,15:00:00
9089,2880,06:00:00,10:00:00
9092,3000,10:00:00,15:00:00
9097,2880,15:00:00,19:00:00
9098,5400,19:00:00,03:00:00
9107,2057,06:00:00,10:00:00
9111,3000,10:00:00,15:00:00
9116,2400,15:00:00,19:00:00
9117,10800,19:00:00,03:00:00
9127,3600,03:00:00,06:00:00
9131,2400,06:00:00,10:00:00
9133,2571,10:00:00,15:00:00
9134,2400,15:00:00,19:00:00
9144,2057,15:00:00,19:00:00
9145,1800,06:00:00,10:00:00
9151,3600,10:00:00,15:00:00
9154,3600,19:00:00,03:00:00
9172,10800,19:00:00,03:00:00
9175,3600,06:00:00,10:00:00
9179,3600,15:00:00,19:00:00
9183,1800,06:00:00,10:00:00
9188,2057,15:00:00,19:00:00
9196,3600,03:00:00,06:00:00
9197,3600,10:00:00,15:00:00
9198,4800,15:00:00,19:00:00
9206,4800,06:00:00,10:00:00
9209,3600,10:00:00,15:00:00
9216,5400,19:00:00,03:00:00
9217,3600,06:00:00,10:00:00
9221,3600,10:00:00,15:00:00
9225,3600,15:00:00,19:00:00
9229,3600,19:00:00,03:00:00
9231,3600,03:00:00,06:00:00
9232,3600,06:00:00,10:00:00
9236,3600,10:00:00,15:00:00
9241,3600,15:00:00,19:00:00
9248,7200,06:00:00,10:00:00
9250,7200,15:00:00,19:00:00
9252,3600,06:00:00,10:00:00
9256,2400,15:00:00,19:00:00
9262,3600,03:00:00,06:00:00
9263,2400,15:00:00,19:00:00
9264,1800,06:00:00,10:00:00
9270,3600,10:00:00,15:00:00
9284,3600,19:00:00,03:00:00
9288,1800,03:00:00,06:00:00
9290,3600,06:00:00,10:00:00
9294,3600,10:00:00,15:00:00
9299,2880,15:00:00,19:00:00
9304,3600,03:00:00,06:00:00
9312,3600,19:00:00,03:00:00
9320,3600,06:00:00,10:00:00
9324,3000,10:00:00,15:00:00
9330,4800,15:00:00,19:00:00
9333,10800,19:00:00,03:00:00
9334,2057,06:00:00,10:00:00
9341,3000,10:00:00,15:00:00
9347,3600,15:00:00,19:00:00
9351,2057,15:00:00,19:00:00
9358,2400,06:00:00,10:00:00
9364,3600,03:00:00,06:00:00
9365,9000,10:00:00,15:00:00
9367,10800,19:00:00,03:00:00
9368,1309,15:00:00,19:00:00
9376,1200,06:00:00,10:00:00
9377,1800,03:00:00,06:00:00
9394,2057,06:00:00,10:00:00
9411,1800,10:00:00,15:00:00
9416,1800,15:00:00,19:00:00
9420,5400,19:00:00,03:00:00
9425,1800,10:00:00,15:00:00
9430,1800,15:00:00,19:00:00
9436,1800,06:00:00,10:00:00
9450,5400,19:00:00,03:00:00
9452,18000,10:00:00,15:00:00
9455,1600,06:00:00,10:00:00
9459,3600,03:00:00,06:00:00
9461,1200,15:00:00,19:00:00
9470,10800,19:00:00,03:00:00
9479,3600,03:00:00,06:00:00
9480,7200,06:00:00,10:00:00
9482,3000,10:00:00,15:00:00
9488,2880,15:00:00,19:00:00
9493,3600,19:00:00,03:00:00
9497,3600,03:00:00,06:00:00
9498,3600,06:00:00,10:00:00
9502,3600,10:00:00,15:00:00
9507,2880,15:00:00,19:00:00
9510,2700,19:00:00,03:00:00
9518,3600,06:00:00,10:00:00
9522,3600,10:00:00,15:00:00
9527,3600,15:00:00,19:00:00
9531,10800,19:00:00,03:00:00
9532,3600,06:00:00,10:00:00
9536,3600,10:00:00,15:00:00
9541,3600,15:00:00,19:00:00
9545,10800,19:00:00,03:00:00
9546,4800,15:00:00,19:00:00
9549,3600,06:00:00,10:00:00
9554,2880,06:00:00,10:00:00
9559,3600,10:00:00,15:00:00
9564,3600,15:00:00,19:00:00
9569,3600,15:00:00,19:00:00
9570,3600,06:00:00,10:00:00
9572,3600,10:00:00,15:00:00
9581,3600,19:00:00,03:00:00
9582,3600,06:00:00,10:00:00
9586,3000,10:00:00,15:00:00
9592,2880,15:00:00,19:00:00
9597,3600,03:00:00,06:00:00
9598,3600,03:00:00,06:00:00
9604,2880,15:00:00,19:00:00
9606,5400,19:00:00,03:00:00
9609,3600,06:00:00,10:00:00
9616,3600,10:00:00,15:00:00
9624,18000,10:00:00,15:00:00
9625,7200,06:00:00,10:00:00
9627,14400,15:00:00,19:00:00
9628,14400,15:00:00,19:00:00
9629,7200,06:00:00,10:00:00
9631,2057,15:00:00,19:00:00
9633,1200,06:00:00,10:00:00
9650,3600,03:00:00,06:00:00
9651,14400,06:00:00,10:00:00
9652,1800,03:00:00,06:00:00
9654,4800,15:00:00,19:00:00
9657,4800,15:00:00,19:00:00
9658,2880,06:00:00,10:00:00
9662,4800,06:00:00,10:00:00
9665,2880,15:00:00,19:00:00
9673,3600,03:00:00,06:00:00
9674,7200,06:00:00,10:00:00
9675,1800,03:00:00,06:00:00
9682,2057,15:00:00,19:00:00
9683,9000,10:00:00,15:00:00
9691,1200,06:00:00,10:00:00
9699,1800,10:00:00,15:00:00
9709,1800,15:00:00,19:00:00
9717,1800,19:00:00,03:00:00
9728,3600,03:00:00,06:00:00
9729,3600,03:00:00,06:00:00
9733,847,06:00:00,10:00:00
9740,1800,10:00:00,15:00:00
9747,1800,19:00:00,03:00:00
9751,1440,15:00:00,19:00:00
9789,4800,06:00:00,10:00:00
9790,1200,03:00:00,06:00:00
9797,2400,15:00:00,19:00:00
9802,7200,06:00:00,10:00:00
9803,1200,03:00:00,06:00:00
9807,2880,15:00:00,19:00:00
9812,2057,06:00:00,10:00:00
9813,2400,15:00:00,19:00:00
9816,5400,19:00:00,03:00:00
9827,2400,06:00:00,10:00:00
9832,4800,15:00:00,19:00:00
9835,4800,06:00:00,10:00:00
9838,2880,15:00:00,19:00:00
9843,10800,19:00:00,03:00:00
9845,3600,03:00:00,06:00:00
9846,2057,06:00:00,10:00:00
9853,3000,10:00:00,15:00:00
9859,2880,15:00:00,19:00:00
9864,5400,19:00:00,03:00:00
9866,2880,06:00:00,10:00:00
9871,3600,10:00:00,15:00:00
9876,1800,15:00:00,19:00:00
9884,3600,19:00:00,03:00:00
9887,7200,06:00:00,10:00:00
9889,6000,10:00:00,15:00:00
9892,10800,19:00:00,03:00:00
9893,2880,15:00:00,19:00:00
9896,14400,06:00:00,10:00:00
9897,4500,10:00:00,15:00:00
9901,2880,15:00:00,19:00:00
9903,10800,19:00:00,03:00:00
9909,2400,15:00:00,19:00:00
9915,10800,19:00:00,03:00:00
9916,2057,06:00:00,10:00:00
9923,3600,06:00:00,10:00:00
9927,3600,15:00:00,19:00:00
9967,1440,06:00:00,10:00:00
9939,1200,15:00:00,19:00:00
9944,1440,06:00:00,10:00:00
9990,1200,15:00:00,19:00:00
9932,18000,10:00:00,15:00:00
9979,1309,06:00:00,10:00:00
9937,10800,19:00:00,03:00:00
9997,1309,15:00:00,19:00:00
10002,10800,19:00:00,03:00:00
9933,18000,10:00:00,15:00:00
10001,10800,19:00:00,03:00:00
9934,18000,10:00:00,15:00:00
10003,1600,06:00:00,10:00:00
10012,1200,10:00:00,15:00:00
10027,1309,15:00:00,19:00:00
10038,1200,03:00:00,06:00:00
10041,3600,06:00:00,10:00:00
10045,2880,15:00:00,19:00:00
10050,1440,06:00:00,10:00:00
10054,1800,10:00:00,15:00:00
10064,1800,15:00:00,19:00:00
10078,1600,06:00:00,10:00:00
10084,1800,10:00:00,15:00:00
10094,1800,15:00:00,19:00:00
10102,2700,19:00:00,03:00:00
10106,3600,03:00:00,06:00:00
10110,2880,06:00:00,10:00:00
10115,2400,15:00:00,19:00:00
10121,3600,03:00:00,06:00:00
10122,18000,10:00:00,15:00:00
10123,400,03:00:00,06:00:00
10141,514,06:00:00,10:00:00
10169,600,10:00:00,15:00:00
10199,496,15:00:00,19:00:00
10228,600,19:00:00,03:00:00
10266,900,03:00:00,06:00:00
10270,800,06:00:00,10:00:00
10288,1800,03:00:00,06:00:00
10290,757,06:00:00,10:00:00
10309,1125,10:00:00,15:00:00
10325,685,15:00:00,19:00:00
10346,1800,19:00:00,03:00:00
10352,1800,10:00:00,15:00:00
10363,757,15:00:00,19:00:00
10381,3600,19:00:00,03:00:00
10384,3600,19:00:00,03:00:00
10394,5400,19:00:00,03:00:00
10404,3600,19:00:00,03:00:00
10420,654,06:00:00,10:00:00
10443,576,15:00:00,19:00:00
10465,1542,19:00:00,03:00:00
10476,320,06:00:00,10:00:00
10521,300,10:00:00,15:00:00
10581,300,15:00:00,19:00:00
10629,1542,19:00:00,03:00:00
10636,1384,10:00:00,15:00:00
10647,1200,06:00:00,10:00:00
10659,1309,15:00:00,19:00:00
10670,10800,19:00:00,03:00:00
10671,3600,06:00:00,10:00:00
10675,7200,06:00:00,10:00:00
10682,1200,15:00:00,19:00:00
10687,3600,19:00:00,03:00:00
10691,2250,10:00:00,15:00:00
10705,2057,06:00:00,10:00:00
10711,1800,10:00:00,15:00:00
10721,1800,15:00:00,19:00:00
10729,3600,19:00:00,03:00:00
10733,4800,15:00:00,19:00:00
10736,1107,06:00:00,10:00:00
10749,9000,10:00:00,15:00:00
10751,1200,15:00:00,19:00:00
10763,1600,06:00:00,10:00:00
10772,1285,10:00:00,15:00:00
10786,2880,15:00:00,19:00:00
10793,1309,06:00:00,10:00:00
10803,1107,15:00:00,19:00:00
10815,1200,06:00:00,10:00:00
10827,1200,10:00:00,15:00:00
10842,1200,15:00:00,19:00:00
10854,2160,19:00:00,03:00:00
10859,3600,03:00:00,06:00:00
10860,1309,06:00:00,10:00:00
10871,1440,06:00:00,10:00:00
10881,1440,15:00:00,19:00:00
10891,1200,06:00:00,10:00:00
10903,1200,10:00:00,15:00:00
10918,1200,15:00:00,19:00:00
10930,2160,19:00:00,03:00:00
10935,757,15:00:00,19:00:00
10954,1440,06:00:00,10:00:00
10964,900,15:00:00,19:00:00
10984,2057,06:00:00,10:00:00
10985,2400,06:00:00,10:00:00
10993,2000,10:00:00,15:00:00
10994,2250,10:00:00,15:00:00
11010,1800,15:00:00,19:00:00
11011,2400,15:00:00,19:00:00
11023,5400,19:00:00,03:00:00
11026,10800,19:00:00,03:00:00
11028,3600,06:00:00,10:00:00
11029,4800,06:00:00,10:00:00
11034,3600,10:00:00,15:00:00
11035,3600,10:00:00,15:00:00
11044,3600,15:00:00,19:00:00
11045,3600,15:00:00,19:00:00
11053,10800,19:00:00,03:00:00
11054,4800,06:00:00,10:00:00
11055,3600,06:00:00,10:00:00
11060,3600,10:00:00,15:00:00
11063,3600,10:00:00,15:00:00
11070,3600,15:00:00,19:00:00
11073,3600,15:00:00,19:00:00
11078,3600,19:00:00,03:00:00
11082,3600,06:00:00,10:00:00
11083,3600,06:00:00,10:00:00
11090,3600,10:00:00,15:00:00
11091,3600,10:00:00,15:00:00
11100,3600,15:00:00,19:00:00
11101,4800,15:00:00,19:00:00
11107,4800,06:00:00,10:00:00
11108,4800,06:00:00,10:00:00
11113,3600,10:00:00,15:00:00
11114,3600,10:00:00,15:00:00
11123,3600,15:00:00,19:00:00
11124,3600,15:00:00,19:00:00
11131,5400,19:00:00,03:00:00
11132,5400,19:00:00,03:00:00
11160,7200,06:00:00,10:00:00
11161,7200,06:00:00,10:00:00
11164,6000,10:00:00,15:00:00
11165,4500,10:00:00,15:00:00
11170,4800,15:00:00,19:00:00
11173,3600,15:00:00,19:00:00
11180,2700,19:00:00,03:00:00
11181,10800,19:00:00,03:00:00
11136,7200,06:00:00,10:00:00
11137,14400,06:00:00,10:00:00
11140,6000,10:00:00,15:00:00
11144,2400,15:00:00,19:00:00
11145,2880,15:00:00,19:00:00
11150,10800,19:00:00,03:00:00
11151,10800,19:00:00,03:00:00
11153,3600,10:00:00,15:00:00
11202,4800,06:00:00,10:00:00
11203,600,10:00:00,15:00:00
11208,486,10:00:00,15:00:00
11251,576,15:00:00,19:00:00
11266,1028,15:00:00,19:00:00
11293,5400,19:00:00,03:00:00
11296,3600,03:00:00,06:00:00
