stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
42124,42124,"Sonoma Mountain Pkwy & Rainier Av",,  38.262318,-122.629463,5
42125,42125,"Sonoma Mountain Pkwy & Rainier Circle",,  38.265381,-122.634438,5
42126,42126,"Santa Rosa Transit Mall Second St & B St NB",,  38.438904,-122.713318,6
42127,42127,"Santa Rosa Av & First St",,  38.438400,-122.712433,6
42128,42128,"Sonoma Mountain Pkwy & Castle Dr",,  38.260925,-122.626549,5
42129,42129,"Sonoma Mountain Pkwy & Rainier Circle",,  38.262531,-122.629387,5
42130,42130,"Belvedere Dr & Redwood Highway Frontage Rd",,  37.897598,-122.514671,2
42142,42142,"Smith Ranch Rd Park & Ride Lot",,  38.019917,-122.536522,3
42151,42151,"El Cerrito Del Norte BART Station",,  37.925316,-122.317383,7
42152,42152,"Cutting Blvd & Carlson Blvd",,  37.925301,-122.337929,7
42153,42153,"Cutting Blvd & South 35th St",,  37.925156,-122.336220,7
42154,42154,"Cutting Blvd & Harbour Way",,  37.925316,-122.359894,7
42155,42155,"Cutting Blvd & Harbour Way",,  37.925110,-122.359802,7
42156,42156,"Harbour Way & Virginia Av",,  37.926521,-122.360001,7
42158,42158,"Harbour Way & Virginia Av",,  37.926449,-122.360130,7
42159,42159,"Tewksbury Av & Castro St",,  37.928925,-122.386826,7
42160,42160,"Cutting Blvd & Marina Bay Pkwy",,  37.925076,-122.347473,7
42161,42161,"Cutting Blvd & South 23rd St",,  37.925293,-122.347565,7
42162,42162,"Cutting Blvd & South 49th St",,  37.925377,-122.323387,7
42163,42163,"Cutting Blvd & South 49th St",,  37.925579,-122.323479,7
42164,42164,"Richmond BART",,  37.936592,-122.353928,7
42165,42165,"Harbour Way & Bissell Av",,  37.934223,-122.359940,7
42166,42166,"Harbour Way & Bissell Av",,  37.933895,-122.360077,7
42200,42200,"Mission St & Seventh St",,  37.779274,-122.410767,1
42201,42201,"Mission St & Fifth St",,  37.782616,-122.406525,1
42202,42202,"Mission St & Fourth St",,  37.784523,-122.404030,1
42203,42203,"Mission St & Second St",,  37.787899,-122.399834,1
42204,42204,"Mission St & Fremont St",,  37.790295,-122.396805,1
42206,42206,"Mission St & First St",,  37.789867,-122.397530,1
42207,42207,"Mission St & Second St",,  37.787922,-122.399994,1
42208,42208,"Mission St & Third St",,  37.786018,-122.402481,1
42209,42209,"Mission St & Fifth St",,  37.782372,-122.407028,1
42210,42210,"Mission St & Eighth St",,  37.777523,-122.412979,1
42211,42211,"Rowland Blvd Park & Ride Lot At Hwy 101",,  38.092365,-122.557739,4
42213,42213,"Perry St & Third St",,  37.782055,-122.396904,1
42215,42215,"Perry St & Fourth St",,  37.780613,-122.398933,1
42225,42225,"Beale St & Howard St",,  37.789757,-122.394180,1
42227,42227,"Eighth St & Folsom St",,  37.774815,-122.409988,1
42229,42229,"Fremont St & Folsom St",,  37.788158,-122.393692,1
42233,42233,"Fremont St Between Mission St & Market St",,  37.790771,-122.397034,1
42234,42234,"Fremont St Between Mission St & Market St",,  37.790913,-122.397217,1
42236,42236,"Pine St & Battery St",,  37.792324,-122.399689,1
42237,42237,"Pine St & Battery St",,  37.792358,-122.399460,1
42238,42238,"Sansome St & Sacramento St",,  37.793892,-122.401268,1
42241,42241,"Harrison St & Fourth St",,  37.780708,-122.399879,1
42242,42242,"Seventh St & Folsom St",,  37.776890,-122.407967,1
43000,43000,"San Franciso Ferry Terminal",,  37.796169,-122.391617,1
43003,43003,"Sausalito Ferry Terminal",,  37.856403,-122.478249,2
43004,43004,"Larkspur Ferry Terminal",,  37.945316,-122.508736,3
44001,44001,"San Rafael Transit Center Platform B",,  37.971031,-122.522530,3
44002,44002,"San Rafael Transit Center Platform A",,  37.970676,-122.522408,3
44003,44003,"San Rafael Transit Center Platform B",,  37.971352,-122.522568,3
44004,44004,"San Rafael Transit Center Platform D",,  37.970932,-122.523148,3
44005,44005,"San Rafael Transit Center Platform A",,  37.971321,-122.522346,3
44006,44006,"San Rafael Transit Center  Platform C",,  37.971188,-122.522713,3
44113,44113,"Marin City Donahue & Terners Southbound",,  37.872055,-122.511421,2
44209,44209,"Copeland St Transit Mall",,  38.236645,-122.636490,5
