route_id,service_id,trip_id,shape_id
20,2,36048,P
20,2,36049,P
20,2,36050,P
20,2,36051,P
20,2,36052,P
20,2,36053,P
20,2,36054,P
20,2,36055,P
20,2,36056,P
20,2,36057,P
20,2,36058,P
20,2,36059,P
20,2,36060,P
20,2,36061,P
20,2,36062,P
20,2,36063,P
20,2,36064,P
20,2,36065,P
20,2,36066,P
20,2,36067,P
20,2,36068,P
20,2,36069,P
20,2,36070,P
20,2,36071,P
20,1,36072,P
20,1,36073,P
20,1,36074,P
20,1,36075,P
20,1,36076,P
20,1,36077,P
20,1,36078,P
20,1,36079,P
20,1,37025,P10291040
20,1,38017,P15021524
20,1,38018,P15021524
20,1,38019,P15021524
71,2,38020,PATIENTTRAM
71,2,38021,PATIENTTRAM
71,2,38022,PATIENTTRAM
71,2,38023,PATIENTTRAM
71,2,38024,PATIENTTRAM
71,2,38025,PATIENTTRAM
71,2,38026,PATIENTTRAM
71,2,38027,PATIENTTRAM
71,2,38028,PATIENTTRAM
71,2,38029,PATIENTTRAM
71,2,38030,PATIENTTRAM
71,2,38031,PATIENTTRAM
71,2,38032,PATIENTTRAM
71,2,38033,PATIENTTRAM
71,2,38034,PATIENTTRAM
71,2,38035,PATIENTTRAM
71,2,38036,PATIENTTRAM
71,2,38037,PATIENTTRAM
71,2,38038,PATIENTTRAM
71,2,38039,PATIENTTRAM
71,2,38040,PATIENTTRAM
71,2,38041,PATIENTTRAM
71,2,38042,PATIENTTRAM
71,2,38043,PATIENTTRAM
71,2,38044,PATIENTTRAM
71,2,38045,PATIENTTRAM
71,2,38046,PATIENTTRAM
71,2,38047,PATIENTTRAM
71,2,38048,PATIENTTRAM
71,2,38049,PATIENTTRAM
71,2,38050,PATIENTTRAM
71,2,38051,PATIENTTRAM
71,2,38052,PATIENTTRAM
71,2,38053,PATIENTTRAM
71,2,38054,PATIENTTRAM
71,2,38055,PATIENTTRAM
71,2,38056,PATIENTTRAM
71,2,38057,PATIENTTRAM
71,2,38058,PATIENTTRAM
71,2,38059,PATIENTTRAM
71,2,38060,PATIENTTRAM
71,2,38061,PATIENTTRAM
71,2,38062,PATIENTTRAM
71,2,38063,PATIENTTRAM
71,2,38064,PATIENTTRAM
71,2,38065,PATIENTTRAM
71,2,38066,PATIENTTRAM
71,2,38067,PATIENTTRAM
71,2,38068,PATIENTTRAM
71,2,38069,PATIENTTRAM
71,2,38070,PATIENTTRAM
71,2,38071,PATIENTTRAM
71,2,38072,PATIENTTRAM
71,2,38073,PATIENTTRAM
71,2,38074,PATIENTTRAM
71,2,38075,PATIENTTRAM
71,2,38076,PATIENTTRAM
71,2,38077,PATIENTTRAM
71,2,38078,PATIENTTRAM
71,2,38079,PATIENTTRAM
71,2,38080,PATIENTTRAM
71,2,38081,PATIENTTRAM
71,2,38082,PATIENTTRAM
71,2,38083,PATIENTTRAM
71,2,38084,PATIENTTRAM
71,2,38085,PATIENTTRAM
71,2,38086,PATIENTTRAM
71,2,38087,PATIENTTRAM
71,2,38088,PATIENTTRAM
71,2,38089,PATIENTTRAM
71,2,38090,PATIENTTRAM
71,2,38091,PATIENTTRAM
71,2,38092,PATIENTTRAM
71,2,38093,PATIENTTRAM
71,2,38094,PATIENTTRAM
71,2,38095,PATIENTTRAM
71,2,38096,PATIENTTRAM
71,2,38097,PATIENTTRAM
71,2,38098,PATIENTTRAM
71,2,38099,PATIENTTRAM
71,2,38100,PATIENTTRAM
71,2,38101,PATIENTTRAM
71,2,38102,PATIENTTRAM
71,2,38103,PATIENTTRAM
71,2,38104,PATIENTTRAM
71,2,38105,PATIENTTRAM
71,2,38106,PATIENTTRAM
71,2,38107,PATIENTTRAM
71,2,38108,PATIENTTRAM
71,2,38109,PATIENTTRAM
71,2,38110,PATIENTTRAM
71,2,38111,PATIENTTRAM
71,2,38112,PATIENTTRAM
71,2,38113,PATIENTTRAM
71,2,38114,PATIENTTRAM
71,2,38115,PATIENTTRAM
71,2,38116,PATIENTTRAM
71,2,38117,PATIENTTRAM
71,2,38118,PATIENTTRAM
71,2,38119,PATIENTTRAM
71,2,38120,PATIENTTRAM
71,2,38121,PATIENTTRAM
71,2,38122,PATIENTTRAM
71,2,38123,PATIENTTRAM
71,2,38124,PATIENTTRAM
71,2,38125,PATIENTTRAM
71,2,38126,PATIENTTRAM
71,2,38127,PATIENTTRAM
71,2,38128,PATIENTTRAM
71,2,38129,PATIENTTRAM
71,2,38130,PATIENTTRAM
71,2,38131,PATIENTTRAM
71,2,38132,PATIENTTRAM
71,2,38133,PATIENTTRAM
71,2,38134,PATIENTTRAM
71,2,38135,PATIENTTRAM
71,2,38136,PATIENTTRAM
71,2,38137,PATIENTTRAM
71,2,38138,PATIENTTRAM
71,2,38139,PATIENTTRAM
71,2,38140,PATIENTTRAM
71,2,38141,PATIENTTRAM
71,2,38142,PATIENTTRAM
71,2,38143,PATIENTTRAM
71,2,38144,PATIENTTRAM
71,2,38145,PATIENTTRAM
71,2,38146,PATIENTTRAM
71,2,38147,PATIENTTRAM
71,2,38148,PATIENTTRAM
71,2,38149,PATIENTTRAM
71,2,38150,PATIENTTRAM
71,2,38151,PATIENTTRAM
71,2,38152,PATIENTTRAM
71,2,38153,PATIENTTRAM
71,2,38154,PATIENTTRAM
71,2,38155,PATIENTTRAM
71,2,38156,PATIENTTRAM
71,2,38157,PATIENTTRAM
71,2,38158,PATIENTTRAM
71,2,38159,PATIENTTRAM
71,2,38160,PATIENTTRAM
71,2,38161,PATIENTTRAM
71,2,38162,PATIENTTRAM
71,2,38163,PATIENTTRAM
71,2,38164,PATIENTTRAM
71,2,38165,PATIENTTRAM
71,2,38166,PATIENTTRAM
71,2,38167,PATIENTTRAM
71,2,38168,PATIENTTRAM
71,2,38169,PATIENTTRAM
71,2,38170,PATIENTTRAM
71,2,38171,PATIENTTRAM
71,2,38172,PATIENTTRAM
71,2,38173,PATIENTTRAM
71,2,38174,PATIENTTRAM
71,2,38175,PATIENTTRAM
71,2,38176,PATIENTTRAM
71,1,38177,PATIENTTRAM
71,1,38178,PATIENTTRAM
71,1,38179,PATIENTTRAM
20,1,39018,PMIDDAY
20,1,39019,PMIDDAY
20,1,39020,PMIDDAY
20,1,39021,PMIDDAY
20,1,39022,PMIDDAY
20,1,39023,PMIDDAY
20,1,39024,PMIDDAY
20,1,39025,PMIDDAY
20,1,39026,PMIDDAY
20,1,39027,PMIDDAY
20,1,39028,PMIDDAY
38,1,40016,RPAM
38,1,40017,RPAM
38,1,40018,RPAM
38,1,40019,RPAM
38,1,40020,RPAM
38,1,40021,RPAM
38,1,40022,RPAM
38,1,40023,RPAM
38,1,40024,RPAM
38,1,40025,RPAM
38,1,40026,RPAM
38,1,40027,RPAM
38,1,41014,RPPM
38,1,41015,RPPM
38,1,41016,RPPM
38,1,41017,RPPM
38,1,41018,RPPM
38,1,41019,RPPM
38,1,41020,RPPM
38,1,41021,RPPM
38,1,41022,RPPM
38,1,41023,RPPM
38,1,41024,RPPM
38,1,41025,RPPM
33,1,42015,SAM
33,1,42016,SAM
33,1,42017,SAM
33,1,42018,SAM
18,1,43005,SESPECIAL
18,1,43006,SESPECIAL
18,1,43007,SESPECIAL
18,1,43008,SESPECIAL
18,1,43009,SESPECIAL
18,1,43010,SESPECIAL
18,1,43011,SESPECIAL
18,1,43992,SEWEEKDAY
18,1,43993,SEWEEKDAY
18,1,43994,SEWEEKDAY
18,1,43995,SEWEEKDAY
18,1,43996,SEWEEKDAY
18,1,43997,SEWEEKDAY
18,1,43998,SEWEEKDAY
18,1,43999,SEWEEKDAY
18,1,44991,SEWEEKEND
18,1,44992,SEWEEKEND
18,1,44993,SEWEEKEND
18,1,44994,SEWEEKEND
18,1,44995,SEWEEKEND
18,1,44996,SEWEEKEND
18,1,44997,SEWEEKEND
18,1,44998,SEWEEKEND
18,1,44999,SEWEEKEND
18,1,45000,SEWEEKEND
18,1,45001,SEWEEKEND
18,1,45002,SEWEEKEND
18,1,45003,SEWEEKEND
18,1,45004,SEWEEKEND
18,1,45005,SEWEEKEND
8,2,45989,SLAC
8,2,45990,SLAC
8,2,45991,SLAC
8,2,45992,SLAC
8,2,45993,SLAC
8,2,45994,SLAC
8,2,45995,SLAC
8,2,45996,SLAC
8,2,45997,SLAC
8,2,45998,SLAC
8,2,45999,SLAC
8,2,46000,SLAC
8,2,46001,SLAC
8,2,46002,SLAC
8,2,46003,SLAC
8,2,46004,SLAC
8,1,46005,SLAC
8,1,46006,SLAC
8,1,46007,SLAC
8,1,46008,SLAC
8,1,46009,SLAC
8,1,46010,SLAC
8,1,46011,SLAC
8,1,46012,SLAC
8,1,46013,SLAC
8,1,46014,SLAC
8,1,46015,SLAC
8,1,46986,SLAC06300654
33,1,47014,SPM
33,1,47015,SPM
33,1,47016,SPM
54,1,48012,TECHAM
54,1,48013,TECHAM
54,1,48014,TECHAM
54,1,48015,TECHAM
54,1,48016,TECHAM
54,1,48017,TECHAM
54,1,48018,TECHAM
54,1,48019,TECHAM
54,1,48020,TECHAM
54,1,48021,TECHAM
54,1,48022,TECHAM
54,1,48023,TECHAM
54,1,48024,TECHAM
54,2,48918,TECHPM
54,1,48919,TECHPM
54,1,48920,TECHPM
54,1,48921,TECHPM
54,1,48922,TECHPM
54,1,48923,TECHPM
54,1,48924,TECHPM
54,1,48925,TECHPM
54,1,48926,TECHPM
54,1,48927,TECHPM
54,1,48928,TECHPM
54,1,48929,TECHPM
54,1,48930,TECHPM
54,1,48931,TECHPM
61,1,49906,VA
61,1,49907,VA
61,1,49908,VA
61,1,49909,VA
61,1,49910,VA
61,1,49911,VA
61,1,49912,VA
61,1,49913,VA
61,1,49914,VA
61,1,49915,VA
61,1,49916,VA
61,1,49917,VA
61,1,49918,VA
61,1,49919,VA
61,1,49920,VA
61,1,49921,VA
61,1,49922,VA
61,1,49923,VA
61,1,49924,VA
61,1,49925,VA
61,1,49926,VA
61,1,49927,VA
61,1,49928,VA
61,1,49929,VA
61,1,49930,VA
61,1,49931,VA
61,1,49932,VA
61,1,49933,VA
57,1,50899,W09000906
57,1,51894,W15321539
57,1,52880,WAM
57,1,52881,WAM
57,1,52882,WAM
57,1,52883,WAM
57,1,52884,WAM
57,1,52885,WAM
57,1,52886,WAM
57,1,52887,WAM
57,1,52888,WAM
57,1,52889,WAM
57,1,53832,WPM
57,1,53833,WPM
57,1,53834,WPM
57,1,53835,WPM
57,1,53836,WPM
57,1,53837,WPM
57,1,53838,WPM
57,1,53839,WPM
57,1,53840,WPM
57,1,53841,WPM
57,1,53842,WPM
57,1,53843,WPM
3,2,54828,X
3,2,54829,X
3,2,54830,X
3,2,54831,X
3,2,54832,X
3,2,54833,X
3,2,54834,X
3,2,54835,X
3,2,54836,X
3,2,54837,X
3,2,54838,X
3,2,54839,X
3,2,54840,X
3,2,54841,X
3,2,54842,X
3,2,54843,X
3,2,54844,X
3,2,54845,X
3,2,54846,X
3,2,54847,X
3,2,54848,X
3,2,54849,X
3,2,54850,X
3,2,54851,X
3,2,54852,X
3,2,54853,X
3,2,54854,X
3,2,54855,X
3,2,54856,X
3,2,54857,X
3,2,54858,X
3,2,54859,X
3,2,54860,X
3,2,54861,X
3,2,54862,X
3,2,54863,X
3,2,54864,X
3,2,54865,X
3,2,54866,X
3,2,54867,X
3,1,54868,X
3,1,54869,X
3,1,54870,X
3,1,54871,X
51,1,55801,XEXPRESS
51,1,55802,XEXPRESS
51,1,55803,XEXPRESS
51,1,55804,XEXPRESS
51,1,55805,XEXPRESS
51,1,55806,XEXPRESS
51,1,55807,XEXPRESS
51,1,55808,XEXPRESS
51,1,55809,XEXPRESS
51,1,55810,XEXPRESS
51,1,55811,XEXPRESS
51,1,55812,XEXPRESS
45,1,56755,XLIMAM
45,1,56756,XLIMAM
45,1,56757,XLIMAM
45,1,56758,XLIMAM
45,1,56759,XLIMAM
45,1,56760,XLIMAM
45,1,56761,XLIMAM
45,1,56762,XLIMAM
45,1,56763,XLIMAM
45,1,56764,XLIMAM
48,1,57720,XLIMPM
48,1,57721,XLIMPM
48,1,57722,XLIMPM
48,1,57723,XLIMPM
48,1,57724,XLIMPM
48,1,57725,XLIMPM
48,1,57726,XLIMPM
48,1,57727,XLIMPM
48,1,57728,XLIMPM
48,1,57729,XLIMPM
2,2,58709,Y
2,2,58710,Y
2,2,58711,Y
2,2,58712,Y
2,2,58713,Y
2,2,58714,Y
2,2,58715,Y
2,2,58716,Y
2,2,58717,Y
2,2,58718,Y
2,2,58719,Y
2,2,58720,Y
2,2,58721,Y
2,2,58722,Y
2,2,58723,Y
2,2,58724,Y
2,2,58725,Y
2,2,58726,Y
2,2,58727,Y
2,2,58728,Y
2,2,58729,Y
2,2,58730,Y
2,2,58731,Y
2,2,58732,Y
2,2,58733,Y
2,2,58734,Y
2,2,58735,Y
2,2,58736,Y
2,2,58737,Y
2,2,58738,Y
2,2,58739,Y
2,2,58740,Y
2,2,58741,Y
2,2,58742,Y
2,2,58743,Y
2,2,58744,Y
2,2,58745,Y
2,2,58746,Y
2,2,58747,Y
2,2,58748,Y
2,2,58749,Y
2,1,58750,Y
2,1,58751,Y
2,1,58752,Y
52,1,59696,YEXPRESS
52,1,59697,YEXPRESS
52,1,59698,YEXPRESS
52,1,59699,YEXPRESS
52,1,59700,YEXPRESS
52,1,59701,YEXPRESS
52,1,59702,YEXPRESS
52,1,59703,YEXPRESS
52,1,59704,YEXPRESS
52,1,59705,YEXPRESS
52,1,59706,YEXPRESS
52,1,59707,YEXPRESS
52,1,59708,YEXPRESS
52,1,59709,YEXPRESS
52,1,59710,YEXPRESS
52,1,59711,YEXPRESS
52,1,59712,YEXPRESS
52,1,59713,YEXPRESS
52,1,59714,YEXPRESS
44,1,60656,YLIMAM
44,1,60657,YLIMAM
44,1,60658,YLIMAM
44,1,60659,YLIMAM
44,1,60660,YLIMAM
44,1,60661,YLIMAM
44,1,60662,YLIMAM
44,1,60663,YLIMAM
44,1,60664,YLIMAM
44,1,60665,YLIMAM
47,2,61628,YLIMPM
47,2,61629,YLIMPM
47,2,61630,YLIMPM
47,2,61631,YLIMPM
47,2,61632,YLIMPM
47,2,61633,YLIMPM
47,2,61634,YLIMPM
47,2,61635,YLIMPM
47,2,61636,YLIMPM
47,1,61637,YLIMPM
47,1,61638,YLIMPM
47,1,61639,YLIMPM
47,1,61640,YLIMPM
47,1,61641,YLIMPM
47,1,61642,YLIMPM
47,1,61643,YLIMPM
