fare_id,route_id,origin_id,destination_id,contains_id
70,,CAST,DBRK,
68,,CAST,ASHB,
66,,CAST,MCAR,
64,,CAST,19TH,
64,,CAST,12TH,
64,,CAST,LAKE,
55,,CAST,FTVL,
49,,CAST,COLS,
37,,CAST,SANL,
37,,CAST,BAYF,
37,,CAST,HAYW,
51,,CAST,SHAY,
64,,CAST,UCTY,
72,,CAST,FRMT,
111,,CAST,CAST,
37,,CAST,DUBL,
115,,CAST,PITT,
105,,CAST,NCON,
106,,CAST,COLM,
101,,CAST,CONC,
93,,CAST,PHIL,
90,,CAST,WCRK,
83,,CAST,LAFY,
76,,CAST,ORIN,
66,,CAST,ROCK,
66,,CAST,WOAK,
97,,CAST,EMBR,
97,,CAST,MONT,
97,,CAST,POWL,
97,,CAST,CIVC,
99,,CAST,16TH,
100,,CAST,24TH,
103,,CAST,GLEN,
104,,CAST,BALB,
106,,CAST,DALY,
169,,CAST,OAKL,
131,,DUBL,SSAN,
136,,DUBL,SBRN,
225,,DUBL,SFIA,
142,,DUBL,MLBR,
37,,DUBL,WDUB,
103,,DUBL,RICH,
99,,DUBL,DELN,
96,,DUBL,PLZA,
92,,DUBL,NBRK,
91,,DUBL,DBRK,
90,,DUBL,ASHB,
87,,DUBL,MCAR,
85,,DUBL,19TH,
85,,DUBL,12TH,
85,,DUBL,LAKE,
80,,DUBL,FTVL,
76,,DUBL,COLS,
71,,DUBL,SANL,
37,,DUBL,BAYF,
72,,DUBL,HAYW,
77,,DUBL,SHAY,
87,,DUBL,UCTY,
93,,DUBL,FRMT,
37,,DUBL,CAST,
111,,DUBL,DUBL,
136,,DUBL,PITT,
126,,DUBL,NCON,
127,,DUBL,COLM,
122,,DUBL,CONC,
114,,DUBL,PHIL,
111,,DUBL,WCRK,
104,,DUBL,LAFY,
97,,DUBL,ORIN,
87,,DUBL,ROCK,
87,,DUBL,WOAK,
119,,DUBL,EMBR,
119,,DUBL,MONT,
119,,DUBL,POWL,
119,,DUBL,CIVC,
120,,DUBL,16TH,
121,,DUBL,24TH,
124,,DUBL,GLEN,
125,,DUBL,BALB,
128,,DUBL,DALY,
196,,DUBL,OAKL,
139,,PITT,SSAN,
144,,PITT,SBRN,
233,,PITT,SFIA,
150,,PITT,MLBR,
133,,PITT,WDUB,
104,,PITT,RICH,
100,,PITT,DELN,
97,,PITT,PLZA,
93,,PITT,NBRK,
92,,PITT,DBRK,
92,,PITT,ASHB,
92,,PITT,MCAR,
92,,PITT,19TH,
92,,PITT,12TH,
92,,PITT,LAKE,
95,,PITT,FTVL,
99,,PITT,COLS,
104,,PITT,SANL,
109,,PITT,BAYF,
114,,PITT,HAYW,
120,,PITT,SHAY,
130,,PITT,UCTY,
136,,PITT,FRMT,
115,,PITT,CAST,
136,,PITT,DUBL,
111,,PITT,PITT,
37,,PITT,NCON,
135,,PITT,COLM,
37,,PITT,CONC,
37,,PITT,PHIL,
37,,PITT,WCRK,
71,,PITT,LAFY,
78,,PITT,ORIN,
89,,PITT,ROCK,
95,,PITT,WOAK,
126,,PITT,EMBR,
126,,PITT,MONT,
126,,PITT,POWL,
126,,PITT,CIVC,
128,,PITT,16TH,
129,,PITT,24TH,
132,,PITT,GLEN,
133,,PITT,BALB,
136,,PITT,DALY,
219,,PITT,OAKL,
129,,NCON,SSAN,
134,,NCON,SBRN,
223,,NCON,SFIA,
140,,NCON,MLBR,
123,,NCON,WDUB,
94,,NCON,RICH,
90,,NCON,DELN,
87,,NCON,PLZA,
84,,NCON,NBRK,
82,,NCON,DBRK,
82,,NCON,ASHB,
82,,NCON,MCAR,
82,,NCON,19TH,
82,,NCON,12TH,
82,,NCON,LAKE,
85,,NCON,FTVL,
89,,NCON,COLS,
95,,NCON,SANL,
99,,NCON,BAYF,
104,,NCON,HAYW,
110,,NCON,SHAY,
120,,NCON,UCTY,
126,,NCON,FRMT,
105,,NCON,CAST,
126,,NCON,DUBL,
37,,NCON,PITT,
111,,NCON,NCON,
125,,NCON,COLM,
37,,NCON,CONC,
37,,NCON,PHIL,
37,,NCON,WCRK,
59,,NCON,LAFY,
68,,NCON,ORIN,
79,,NCON,ROCK,
85,,NCON,WOAK,
116,,NCON,EMBR,
116,,NCON,MONT,
116,,NCON,POWL,
116,,NCON,CIVC,
118,,NCON,16TH,
119,,NCON,24TH,
122,,NCON,GLEN,
123,,NCON,BALB,
126,,NCON,DALY,
209,,NCON,OAKL,
62,,COLM,SSAN,
62,,COLM,SBRN,
154,,COLM,SFIA,
72,,COLM,MLBR,
124,,COLM,WDUB,
99,,COLM,RICH,
95,,COLM,DELN,
92,,COLM,PLZA,
88,,COLM,NBRK,
87,,COLM,DBRK,
85,,COLM,ASHB,
83,,COLM,MCAR,
81,,COLM,19TH,
81,,COLM,12TH,
81,,COLM,LAKE,
86,,COLM,FTVL,
90,,COLM,COLS,
96,,COLM,SANL,
100,,COLM,BAYF,
106,,COLM,HAYW,
111,,COLM,SHAY,
121,,COLM,UCTY,
127,,COLM,FRMT,
106,,COLM,CAST,
127,,COLM,DUBL,
135,,COLM,PITT,
125,,COLM,NCON,
111,,COLM,COLM,
121,,COLM,CONC,
113,,COLM,PHIL,
110,,COLM,WCRK,
103,,COLM,LAFY,
96,,COLM,ORIN,
86,,COLM,ROCK,
79,,COLM,WOAK,
70,,COLM,EMBR,
70,,COLM,MONT,
70,,COLM,POWL,
70,,COLM,CIVC,
67,,COLM,16TH,
65,,COLM,24TH,
62,,COLM,GLEN,
62,,COLM,BALB,
62,,COLM,DALY,
210,,COLM,OAKL,
125,,CONC,SSAN,
130,,CONC,SBRN,
219,,CONC,SFIA,
136,,CONC,MLBR,
119,,CONC,WDUB,
90,,CONC,RICH,
86,,CONC,DELN,
83,,CONC,PLZA,
80,,CONC,NBRK,
78,,CONC,DBRK,
78,,CONC,ASHB,
78,,CONC,MCAR,
78,,CONC,19TH,
78,,CONC,12TH,
78,,CONC,LAKE,
81,,CONC,FTVL,
85,,CONC,COLS,
91,,CONC,SANL,
95,,CONC,BAYF,
101,,CONC,HAYW,
106,,CONC,SHAY,
116,,CONC,UCTY,
122,,CONC,FRMT,
101,,CONC,CAST,
122,,CONC,DUBL,
37,,CONC,PITT,
37,,CONC,NCON,
121,,CONC,COLM,
111,,CONC,CONC,
37,,CONC,PHIL,
37,,CONC,WCRK,
37,,CONC,LAFY,
37,,CONC,ORIN,
75,,CONC,ROCK,
81,,CONC,WOAK,
113,,CONC,EMBR,
113,,CONC,MONT,
113,,CONC,POWL,
113,,CONC,CIVC,
114,,CONC,16TH,
115,,CONC,24TH,
118,,CONC,GLEN,
119,,CONC,BALB,
122,,CONC,DALY,
205,,CONC,OAKL,
117,,PHIL,SSAN,
122,,PHIL,SBRN,
211,,PHIL,SFIA,
128,,PHIL,MLBR,
111,,PHIL,WDUB,
83,,PHIL,RICH,
78,,PHIL,DELN,
75,,PHIL,PLZA,
72,,PHIL,NBRK,
71,,PHIL,DBRK,
70,,PHIL,ASHB,
70,,PHIL,MCAR,
71,,PHIL,19TH,
71,,PHIL,12TH,
71,,PHIL,LAKE,
73,,PHIL,FTVL,
77,,PHIL,COLS,
83,,PHIL,SANL,
87,,PHIL,BAYF,
93,,PHIL,HAYW,
98,,PHIL,SHAY,
108,,PHIL,UCTY,
114,,PHIL,FRMT,
93,,PHIL,CAST,
114,,PHIL,DUBL,
37,,PHIL,PITT,
37,,PHIL,NCON,
113,,PHIL,COLM,
37,,PHIL,CONC,
111,,PHIL,PHIL,
37,,PHIL,WCRK,
37,,PHIL,LAFY,
37,,PHIL,ORIN,
67,,PHIL,ROCK,
73,,PHIL,WOAK,
105,,PHIL,EMBR,
105,,PHIL,MONT,
105,,PHIL,POWL,
105,,PHIL,CIVC,
106,,PHIL,16TH,
107,,PHIL,24TH,
110,,PHIL,GLEN,
111,,PHIL,BALB,
114,,PHIL,DALY,
197,,PHIL,OAKL,
114,,WCRK,SSAN,
119,,WCRK,SBRN,
208,,WCRK,SFIA,
125,,WCRK,MLBR,
108,,WCRK,WDUB,
79,,WCRK,RICH,
76,,WCRK,DELN,
72,,WCRK,PLZA,
69,,WCRK,NBRK,
68,,WCRK,DBRK,
66,,WCRK,ASHB,
66,,WCRK,MCAR,
68,,WCRK,19TH,
68,,WCRK,12TH,
68,,WCRK,LAKE,
71,,WCRK,FTVL,
74,,WCRK,COLS,
80,,WCRK,SANL,
84,,WCRK,BAYF,
90,,WCRK,HAYW,
96,,WCRK,SHAY,
105,,WCRK,UCTY,
112,,WCRK,FRMT,
90,,WCRK,CAST,
111,,WCRK,DUBL,
37,,WCRK,PITT,
37,,WCRK,NCON,
110,,WCRK,COLM,
37,,WCRK,CONC,
37,,WCRK,PHIL,
111,,WCRK,WCRK,
37,,WCRK,LAFY,
37,,WCRK,ORIN,
62,,WCRK,ROCK,
70,,WCRK,WOAK,
102,,WCRK,EMBR,
102,,WCRK,MONT,
102,,WCRK,POWL,
102,,WCRK,CIVC,
103,,WCRK,16TH,
104,,WCRK,24TH,
107,,WCRK,GLEN,
109,,WCRK,BALB,
111,,WCRK,DALY,
194,,WCRK,OAKL,
107,,LAFY,SSAN,
112,,LAFY,SBRN,
201,,LAFY,SFIA,
118,,LAFY,MLBR,
101,,LAFY,WDUB,
73,,LAFY,RICH,
69,,LAFY,DELN,
66,,LAFY,PLZA,
62,,LAFY,NBRK,
60,,LAFY,DBRK,
57,,LAFY,ASHB,
56,,LAFY,MCAR,
59,,LAFY,19TH,
59,,LAFY,12TH,
59,,LAFY,LAKE,
64,,LAFY,FTVL,
67,,LAFY,COLS,
73,,LAFY,SANL,
78,,LAFY,BAYF,
83,,LAFY,HAYW,
89,,LAFY,SHAY,
98,,LAFY,UCTY,
105,,LAFY,FRMT,
83,,LAFY,CAST,
104,,LAFY,DUBL,
71,,LAFY,PITT,
59,,LAFY,NCON,
103,,LAFY,COLM,
37,,LAFY,CONC,
37,,LAFY,PHIL,
37,,LAFY,WCRK,
111,,LAFY,LAFY,
37,,LAFY,ORIN,
52,,LAFY,ROCK,
63,,LAFY,WOAK,
95,,LAFY,EMBR,
95,,LAFY,MONT,
95,,LAFY,POWL,
95,,LAFY,CIVC,
96,,LAFY,16TH,
97,,LAFY,24TH,
100,,LAFY,GLEN,
102,,LAFY,BALB,
104,,LAFY,DALY,
187,,LAFY,OAKL,
100,,ORIN,SSAN,
105,,ORIN,SBRN,
194,,ORIN,SFIA,
111,,ORIN,MLBR,
94,,ORIN,WDUB,
65,,ORIN,RICH,
62,,ORIN,DELN,
57,,ORIN,PLZA,
51,,ORIN,NBRK,
48,,ORIN,DBRK,
45,,ORIN,ASHB,
37,,ORIN,MCAR,
47,,ORIN,19TH,
47,,ORIN,12TH,
47,,ORIN,LAKE,
53,,ORIN,FTVL,
60,,ORIN,COLS,
66,,ORIN,SANL,
70,,ORIN,BAYF,
75,,ORIN,HAYW,
81,,ORIN,SHAY,
91,,ORIN,UCTY,
97,,ORIN,FRMT,
76,,ORIN,CAST,
97,,ORIN,DUBL,
78,,ORIN,PITT,
68,,ORIN,NCON,
96,,ORIN,COLM,
37,,ORIN,CONC,
37,,ORIN,PHIL,
37,,ORIN,WCRK,
37,,ORIN,LAFY,
111,,ORIN,ORIN,
37,,ORIN,ROCK,
51,,ORIN,WOAK,
88,,ORIN,EMBR,
88,,ORIN,MONT,
88,,ORIN,POWL,
88,,ORIN,CIVC,
89,,ORIN,16TH,
90,,ORIN,24TH,
93,,ORIN,GLEN,
94,,ORIN,BALB,
97,,ORIN,DALY,
180,,ORIN,OAKL,
89,,ROCK,SSAN,
94,,ROCK,SBRN,
183,,ROCK,SFIA,
100,,ROCK,MLBR,
84,,ROCK,WDUB,
53,,ROCK,RICH,
46,,ROCK,DELN,
41,,ROCK,PLZA,
37,,ROCK,NBRK,
37,,ROCK,DBRK,
37,,ROCK,ASHB,
37,,ROCK,MCAR,
37,,ROCK,19TH,
37,,ROCK,12TH,
37,,ROCK,LAKE,
38,,ROCK,FTVL,
44,,ROCK,COLS,
53,,ROCK,SANL,
60,,ROCK,BAYF,
66,,ROCK,HAYW,
71,,ROCK,SHAY,
81,,ROCK,UCTY,
87,,ROCK,FRMT,
66,,ROCK,CAST,
87,,ROCK,DUBL,
89,,ROCK,PITT,
79,,ROCK,NCON,
86,,ROCK,COLM,
75,,ROCK,CONC,
67,,ROCK,PHIL,
62,,ROCK,WCRK,
52,,ROCK,LAFY,
37,,ROCK,ORIN,
111,,ROCK,ROCK,
37,,ROCK,WOAK,
75,,ROCK,EMBR,
75,,ROCK,MONT,
75,,ROCK,POWL,
75,,ROCK,CIVC,
78,,ROCK,16TH,
80,,ROCK,24TH,
82,,ROCK,GLEN,
84,,ROCK,BALB,
86,,ROCK,DALY,
164,,ROCK,OAKL,
83,,WOAK,SSAN,
88,,WOAK,SBRN,
177,,WOAK,SFIA,
94,,WOAK,MLBR,
84,,WOAK,WDUB,
59,,WOAK,RICH,
52,,WOAK,DELN,
47,,WOAK,PLZA,
41,,WOAK,NBRK,
39,,WOAK,DBRK,
37,,WOAK,ASHB,
37,,WOAK,MCAR,
37,,WOAK,19TH,
37,,WOAK,12TH,
37,,WOAK,LAKE,
37,,WOAK,FTVL,
42,,WOAK,COLS,
51,,WOAK,SANL,
59,,WOAK,BAYF,
66,,WOAK,HAYW,
72,,WOAK,SHAY,
81,,WOAK,UCTY,
88,,WOAK,FRMT,
66,,WOAK,CAST,
87,,WOAK,DUBL,
95,,WOAK,PITT,
85,,WOAK,NCON,
79,,WOAK,COLM,
81,,WOAK,CONC,
73,,WOAK,PHIL,
70,,WOAK,WCRK,
63,,WOAK,LAFY,
51,,WOAK,ORIN,
37,,WOAK,ROCK,
111,,WOAK,WOAK,
62,,WOAK,EMBR,
62,,WOAK,MONT,
62,,WOAK,POWL,
62,,WOAK,CIVC,
67,,WOAK,16TH,
68,,WOAK,24TH,
73,,WOAK,GLEN,
76,,WOAK,BALB,
80,,WOAK,DALY,
162,,WOAK,OAKL,
76,,EMBR,SSAN,
83,,EMBR,SBRN,
173,,EMBR,SFIA,
90,,EMBR,MLBR,
115,,EMBR,WDUB,
90,,EMBR,RICH,
86,,EMBR,DELN,
83,,EMBR,PLZA,
80,,EMBR,NBRK,
78,,EMBR,DBRK,
75,,EMBR,ASHB,
70,,EMBR,MCAR,
66,,EMBR,19TH,
66,,EMBR,12TH,
66,,EMBR,LAKE,
75,,EMBR,FTVL,
81,,EMBR,COLS,
87,,EMBR,SANL,
92,,EMBR,BAYF,
97,,EMBR,HAYW,
103,,EMBR,SHAY,
112,,EMBR,UCTY,
119,,EMBR,FRMT,
97,,EMBR,CAST,
119,,EMBR,DUBL,
126,,EMBR,PITT,
116,,EMBR,NCON,
70,,EMBR,COLM,
113,,EMBR,CONC,
105,,EMBR,PHIL,
102,,EMBR,WCRK,
95,,EMBR,LAFY,
88,,EMBR,ORIN,
75,,EMBR,ROCK,
62,,EMBR,WOAK,
111,,EMBR,EMBR,
37,,EMBR,MONT,
37,,EMBR,POWL,
37,,EMBR,CIVC,
37,,EMBR,16TH,
37,,EMBR,24TH,
37,,EMBR,GLEN,
38,,EMBR,BALB,
63,,EMBR,DALY,
201,,EMBR,OAKL,
76,,MONT,SSAN,
83,,MONT,SBRN,
173,,MONT,SFIA,
90,,MONT,MLBR,
115,,MONT,WDUB,
90,,MONT,RICH,
86,,MONT,DELN,
83,,MONT,PLZA,
80,,MONT,NBRK,
78,,MONT,DBRK,
75,,MONT,ASHB,
70,,MONT,MCAR,
66,,MONT,19TH,
66,,MONT,12TH,
66,,MONT,LAKE,
75,,MONT,FTVL,
81,,MONT,COLS,
87,,MONT,SANL,
92,,MONT,BAYF,
97,,MONT,HAYW,
103,,MONT,SHAY,
112,,MONT,UCTY,
119,,MONT,FRMT,
97,,MONT,CAST,
119,,MONT,DUBL,
126,,MONT,PITT,
116,,MONT,NCON,
70,,MONT,COLM,
113,,MONT,CONC,
105,,MONT,PHIL,
102,,MONT,WCRK,
95,,MONT,LAFY,
88,,MONT,ORIN,
75,,MONT,ROCK,
62,,MONT,WOAK,
37,,MONT,EMBR,
111,,MONT,MONT,
37,,MONT,POWL,
37,,MONT,CIVC,
37,,MONT,16TH,
37,,MONT,24TH,
37,,MONT,GLEN,
38,,MONT,BALB,
63,,MONT,DALY,
201,,MONT,OAKL,
76,,POWL,SSAN,
83,,POWL,SBRN,
173,,POWL,SFIA,
90,,POWL,MLBR,
115,,POWL,WDUB,
90,,POWL,RICH,
86,,POWL,DELN,
83,,POWL,PLZA,
80,,POWL,NBRK,
78,,POWL,DBRK,
75,,POWL,ASHB,
70,,POWL,MCAR,
66,,POWL,19TH,
66,,POWL,12TH,
66,,POWL,LAKE,
75,,POWL,FTVL,
81,,POWL,COLS,
87,,POWL,SANL,
92,,POWL,BAYF,
97,,POWL,HAYW,
103,,POWL,SHAY,
112,,POWL,UCTY,
119,,POWL,FRMT,
97,,POWL,CAST,
119,,POWL,DUBL,
126,,POWL,PITT,
116,,POWL,NCON,
70,,POWL,COLM,
113,,POWL,CONC,
105,,POWL,PHIL,
102,,POWL,WCRK,
95,,POWL,LAFY,
88,,POWL,ORIN,
75,,POWL,ROCK,
62,,POWL,WOAK,
37,,POWL,EMBR,
37,,POWL,MONT,
111,,POWL,POWL,
37,,POWL,CIVC,
37,,POWL,16TH,
37,,POWL,24TH,
37,,POWL,GLEN,
38,,POWL,BALB,
63,,POWL,DALY,
201,,POWL,OAKL,
76,,CIVC,SSAN,
83,,CIVC,SBRN,
173,,CIVC,SFIA,
90,,CIVC,MLBR,
115,,CIVC,WDUB,
90,,CIVC,RICH,
86,,CIVC,DELN,
83,,CIVC,PLZA,
80,,CIVC,NBRK,
78,,CIVC,DBRK,
75,,CIVC,ASHB,
70,,CIVC,MCAR,
66,,CIVC,19TH,
66,,CIVC,12TH,
66,,CIVC,LAKE,
75,,CIVC,FTVL,
81,,CIVC,COLS,
87,,CIVC,SANL,
92,,CIVC,BAYF,
97,,CIVC,HAYW,
103,,CIVC,SHAY,
112,,CIVC,UCTY,
119,,CIVC,FRMT,
97,,CIVC,CAST,
119,,CIVC,DUBL,
126,,CIVC,PITT,
116,,CIVC,NCON,
70,,CIVC,COLM,
113,,CIVC,CONC,
105,,CIVC,PHIL,
102,,CIVC,WCRK,
95,,CIVC,LAFY,
88,,CIVC,ORIN,
75,,CIVC,ROCK,
62,,CIVC,WOAK,
37,,CIVC,EMBR,
37,,CIVC,MONT,
37,,CIVC,POWL,
111,,CIVC,CIVC,
37,,CIVC,16TH,
37,,CIVC,24TH,
37,,CIVC,GLEN,
38,,CIVC,BALB,
63,,CIVC,DALY,
201,,CIVC,OAKL,
72,,16TH,SSAN,
80,,16TH,SBRN,
172,,16TH,SFIA,
89,,16TH,MLBR,
117,,16TH,WDUB,
92,,16TH,RICH,
88,,16TH,DELN,
85,,16TH,PLZA,
81,,16TH,NBRK,
80,,16TH,DBRK,
78,,16TH,ASHB,
74,,16TH,MCAR,
70,,16TH,19TH,
70,,16TH,12TH,
70,,16TH,LAKE,
78,,16TH,FTVL,
83,,16TH,COLS,
89,,16TH,SANL,
93,,16TH,BAYF,
99,,16TH,HAYW,
104,,16TH,SHAY,
114,,16TH,UCTY,
120,,16TH,FRMT,
99,,16TH,CAST,
120,,16TH,DUBL,
128,,16TH,PITT,
118,,16TH,NCON,
67,,16TH,COLM,
114,,16TH,CONC,
106,,16TH,PHIL,
103,,16TH,WCRK,
96,,16TH,LAFY,
89,,16TH,ORIN,
78,,16TH,ROCK,
67,,16TH,WOAK,
37,,16TH,EMBR,
37,,16TH,MONT,
37,,16TH,POWL,
37,,16TH,CIVC,
111,,16TH,16TH,
37,,16TH,24TH,
37,,16TH,GLEN,
37,,16TH,BALB,
59,,16TH,DALY,
203,,16TH,OAKL,
70,,24TH,SSAN,
78,,24TH,SBRN,
170,,24TH,SFIA,
88,,24TH,MLBR,
118,,24TH,WDUB,
93,,24TH,RICH,
89,,24TH,DELN,
86,,24TH,PLZA,
82,,24TH,NBRK,
81,,24TH,DBRK,
79,,24TH,ASHB,
76,,24TH,MCAR,
72,,24TH,19TH,
72,,24TH,12TH,
72,,24TH,LAKE,
80,,24TH,FTVL,
84,,24TH,COLS,
90,,24TH,SANL,
94,,24TH,BAYF,
100,,24TH,HAYW,
105,,24TH,SHAY,
115,,24TH,UCTY,
121,,24TH,FRMT,
100,,24TH,CAST,
121,,24TH,DUBL,
129,,24TH,PITT,
119,,24TH,NCON,
65,,24TH,COLM,
115,,24TH,CONC,
107,,24TH,PHIL,
104,,24TH,WCRK,
97,,24TH,LAFY,
90,,24TH,ORIN,
80,,24TH,ROCK,
68,,24TH,WOAK,
37,,24TH,EMBR,
37,,24TH,MONT,
37,,24TH,POWL,
37,,24TH,CIVC,
37,,24TH,16TH,
111,,24TH,24TH,
37,,24TH,GLEN,
37,,24TH,BALB,
59,,24TH,DALY,
204,,24TH,OAKL,
66,,GLEN,SSAN,
73,,GLEN,SBRN,
165,,GLEN,SFIA,
83,,GLEN,MLBR,
121,,GLEN,WDUB,
96,,GLEN,RICH,
92,,GLEN,DELN,
89,,GLEN,PLZA,
85,,GLEN,NBRK,
84,,GLEN,DBRK,
82,,GLEN,ASHB,
80,,GLEN,MCAR,
77,,GLEN,19TH,
77,,GLEN,12TH,
77,,GLEN,LAKE,
83,,GLEN,FTVL,
87,,GLEN,COLS,
93,,GLEN,SANL,
97,,GLEN,BAYF,
102,,GLEN,HAYW,
108,,GLEN,SHAY,
118,,GLEN,UCTY,
124,,GLEN,FRMT,
103,,GLEN,CAST,
124,,GLEN,DUBL,
132,,GLEN,PITT,
122,,GLEN,NCON,
62,,GLEN,COLM,
118,,GLEN,CONC,
110,,GLEN,PHIL,
107,,GLEN,WCRK,
100,,GLEN,LAFY,
93,,GLEN,ORIN,
82,,GLEN,ROCK,
73,,GLEN,WOAK,
37,,GLEN,EMBR,
37,,GLEN,MONT,
37,,GLEN,POWL,
37,,GLEN,CIVC,
37,,GLEN,16TH,
37,,GLEN,24TH,
111,,GLEN,GLEN,
37,,GLEN,BALB,
59,,GLEN,DALY,
207,,GLEN,OAKL,
62,,BALB,SSAN,
71,,BALB,SBRN,
162,,BALB,SFIA,
81,,BALB,MLBR,
122,,BALB,WDUB,
97,,BALB,RICH,
93,,BALB,DELN,
90,,BALB,PLZA,
86,,BALB,NBRK,
85,,BALB,DBRK,
84,,BALB,ASHB,
81,,BALB,MCAR,
79,,BALB,19TH,
79,,BALB,12TH,
79,,BALB,LAKE,
85,,BALB,FTVL,
88,,BALB,COLS,
94,,BALB,SANL,
98,,BALB,BAYF,
104,,BALB,HAYW,
110,,BALB,SHAY,
119,,BALB,UCTY,
126,,BALB,FRMT,
104,,BALB,CAST,
125,,BALB,DUBL,
133,,BALB,PITT,
123,,BALB,NCON,
62,,BALB,COLM,
119,,BALB,CONC,
111,,BALB,PHIL,
109,,BALB,WCRK,
102,,BALB,LAFY,
94,,BALB,ORIN,
84,,BALB,ROCK,
76,,BALB,WOAK,
38,,BALB,EMBR,
38,,BALB,MONT,
38,,BALB,POWL,
38,,BALB,CIVC,
37,,BALB,16TH,
37,,BALB,24TH,
37,,BALB,GLEN,
111,,BALB,BALB,
59,,BALB,DALY,
208,,BALB,OAKL,
62,,DALY,SSAN,
62,,DALY,SBRN,
158,,DALY,SFIA,
76,,DALY,MLBR,
124,,DALY,WDUB,
100,,DALY,RICH,
95,,DALY,DELN,
92,,DALY,PLZA,
89,,DALY,NBRK,
88,,DALY,DBRK,
86,,DALY,ASHB,
84,,DALY,MCAR,
82,,DALY,19TH,
82,,DALY,12TH,
82,,DALY,LAKE,
87,,DALY,FTVL,
91,,DALY,COLS,
96,,DALY,SANL,
101,,DALY,BAYF,
106,,DALY,HAYW,
112,,DALY,SHAY,
121,,DALY,UCTY,
128,,DALY,FRMT,
106,,DALY,CAST,
128,,DALY,DUBL,
136,,DALY,PITT,
126,,DALY,NCON,
62,,DALY,COLM,
122,,DALY,CONC,
114,,DALY,PHIL,
111,,DALY,WCRK,
104,,DALY,LAFY,
97,,DALY,ORIN,
86,,DALY,ROCK,
80,,DALY,WOAK,
63,,DALY,EMBR,
63,,DALY,MONT,
63,,DALY,POWL,
63,,DALY,CIVC,
59,,DALY,16TH,
59,,DALY,24TH,
59,,DALY,GLEN,
59,,DALY,BALB,
111,,DALY,DALY,
211,,DALY,OAKL,
214,,OAKL,SSAN,
219,,OAKL,SBRN,
308,,OAKL,SFIA,
225,,OAKL,MLBR,
193,,OAKL,WDUB,
186,,OAKL,RICH,
182,,OAKL,DELN,
179,,OAKL,PLZA,
173,,OAKL,NBRK,
170,,OAKL,DBRK,
167,,OAKL,ASHB,
163,,OAKL,MCAR,
157,,OAKL,19TH,
157,,OAKL,12TH,
157,,OAKL,LAKE,
157,,OAKL,FTVL,
120,,OAKL,COLS,
157,,OAKL,SANL,
157,,OAKL,BAYF,
169,,OAKL,HAYW,
178,,OAKL,SHAY,
190,,OAKL,UCTY,
197,,OAKL,FRMT,
169,,OAKL,CAST,
196,,OAKL,DUBL,
219,,OAKL,PITT,
209,,OAKL,NCON,
210,,OAKL,COLM,
205,,OAKL,CONC,
197,,OAKL,PHIL,
194,,OAKL,WCRK,
187,,OAKL,LAFY,
180,,OAKL,ORIN,
164,,OAKL,ROCK,
162,,OAKL,WOAK,
201,,OAKL,EMBR,
201,,OAKL,MONT,
201,,OAKL,POWL,
201,,OAKL,CIVC,
203,,OAKL,16TH,
204,,OAKL,24TH,
207,,OAKL,GLEN,
208,,OAKL,BALB,
211,,OAKL,DALY,
111,,OAKL,OAKL,
