route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
FLXP-133,118-A-Weekday-50,8560896-118-A-Weekday-50,"Pacifica",2201005,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560897-118-A-Weekday-50,"Pacifica",2201007,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560898-118-A-Weekday-50,"Pacifica",2201009,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560899-118-A-Weekday-50,"Pacifica",2201011,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560900-118-A-Weekday-50,"Pacifica",2201013,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560901-118-A-Weekday-50,"Pacifica",2201015,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560902-118-A-Weekday-50,"Pacifica",2201017,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560903-118-A-Weekday-50,"Pacifica",2201019,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560904-118-A-Weekday-50,"Pacifica",2201021,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560905-118-A-Weekday-50,"Pacifica",2201023,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560906-118-A-Weekday-50,"Pacifica",2201025,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560907-118-A-Weekday-50,"Pacifica",2201027,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560908-118-A-Weekday-50,"Pacifica",2201029,0,,FLXP0002
FLXP-133,118-A-Weekday-50,8560909-118-A-Weekday-50,"Pacifica",2201031,0,,FLXP0002
17-133,118-A-Weekday-50,8560910-118-A-Weekday-50,"Linda Mar Park & Ride",171024,0,,170332
17-133,118-A-Weekday-50,8560911-118-A-Weekday-50,"Linda Mar Park & Ride",171032,0,,170332
17-133,118-A-Weekday-50,8560912-118-A-Weekday-50,"Linda Mar Park & Ride",171036,0,,170332
17-133,118-A-Weekday-50,8560913-118-A-Weekday-50,"Linda Mar Park & Ride",171022,0,,170332
17-133,118-A-Weekday-50,8560914-118-A-Weekday-50,"Moonridge Apts",171021,1,,170219
17-133,118-A-Weekday-50,8560915-118-A-Weekday-50,"Moonridge Apts",171019,1,,170219
17-133,118-A-Weekday-50,8560916-118-A-Weekday-50,"Moonridge Apts",171017,1,,170219
17-133,118-A-Weekday-50,8560917-118-A-Weekday-50,"Moonridge Apts",171003,1,,170219
17-133,118-A-Weekday-50-SDon,8560918-118-A-Weekday-50-SDon,"Main/Kelly",171907,1,,170318
17-133,118-A-Weekday-50,8560919-118-A-Weekday-50,"Pescadero",171001,1,,170224
17-133,118-A-Weekday-50,8560920-118-A-Weekday-50,"Moonridge Apts",171013,1,,170219
17-133,118-A-Weekday-50,8560921-118-A-Weekday-50,"Moonridge Apts",171009,1,,170219
17-133,118-A-Weekday-50-SDon-1011100,8560922-118-A-Weekday-50-SDon-1011100,"Main/Lewis Foster",171008,0,,170260
17-133,118-A-Weekday-50-SDon-0100000,8560923-118-A-Weekday-50-SDon-0100000,"Main/Lewis Foster",171012,0,,170260
17-133,118-A-Weekday-50-SDon,8560924-118-A-Weekday-50-SDon,"Linda Mar Park & Ride",171028,0,,170331
17-133,118-A-Weekday-50-SDon,8560925-118-A-Weekday-50-SDon,"Montara",171030,0,,170277
17-133,118-A-Weekday-50-SDon-1011100,8560926-118-A-Weekday-50-SDon-1011100,"Main/Kelly",171005,1,,170203
17-133,118-A-Weekday-50-SDon-1011100,8560927-118-A-Weekday-50-SDon-1011100,"Main/Lewis Foster",171007,1,,170204
17-133,118-A-Weekday-50-SDon-0100000,8560928-118-A-Weekday-50-SDon-0100000,"Main/Lewis Foster",171011,1,,170204
17-133,118-A-Weekday-50-SDon-0100000,8560929-118-A-Weekday-50-SDon-0100000,"Main/Kelly",171015,1,,170203
17-133,118-A-Weekday-50-SDon,8560930-118-A-Weekday-50-SDon,"Moonridge Apts",171029,1,,170222
17-133,118-A-Weekday-50-SDon,8560931-118-A-Weekday-50-SDon,"Moonridge Apts",171031,1,,170222
17-137,118-A-Weekday-51,8623481-118-A-Weekday-51,"Linda Mar Park & Ride",171016,0,,170256
17-137,118-A-Weekday-51,8623482-118-A-Weekday-51,"Linda Mar Park & Ride",171014,0,,170256
17-137,118-A-Weekday-51,8623483-118-A-Weekday-51,"Linda Mar Park & Ride",171010,0,,170256
17-137,118-A-Weekday-51,8623484-118-A-Weekday-51,"Linda Mar Park & Ride",171002,0,,170214
17-137,118-A-Weekday-51,8623485-118-A-Weekday-51,"Linda Mar Park & Ride",171006,0,,170257
17-137,118-A-Weekday-51-SDon,8623486-118-A-Weekday-51-SDon,"Linda Mar Park & Ride",171908,0,,170260
17-137,118-A-Weekday-51,8623487-118-A-Weekday-51,"Linda Mar Park & Ride",171018,0,,170256
17-137,118-A-Weekday-51,8623488-118-A-Weekday-51,"Linda Mar Park & Ride",171004,0,,170256
17-137,118-A-Weekday-51,8623489-118-A-Weekday-51,"Linda Mar Park & Ride",171026,0,,170332
17-137,118-A-Weekday-51,8623490-118-A-Weekday-51,"Linda Mar Park & Ride",171038,0,,170333
17-137,118-A-Weekday-51,8623491-118-A-Weekday-51,"Linda Mar Park & Ride",171040,0,,170332
17-137,118-A-Weekday-51,8623492-118-A-Weekday-51,"Linda Mar Park & Ride",171020,0,,170332
17-137,118-A-Weekday-51,8623493-118-A-Weekday-51,"Linda Mar Park & Ride",171034,0,,170332
17-137,118-A-Weekday-51,8623494-118-A-Weekday-51,"Moonridge Apts",171039,1,,170220
17-137,118-A-Weekday-51,8623495-118-A-Weekday-51,"Moonridge Apts",171043,1,,170220
17-137,118-A-Weekday-51,8623496-118-A-Weekday-51,"Pescadero",171037,1,,170221
17-137,118-A-Weekday-51,8623497-118-A-Weekday-51,"Moonridge Apts",171041,1,,170220
17-137,118-A-Weekday-51,8623498-118-A-Weekday-51,"Moonridge Apts",171023,1,,170220
17-137,118-A-Weekday-51,8623499-118-A-Weekday-51,"Moonridge Apts",171027,1,,170220
17-137,118-A-Weekday-51,8623500-118-A-Weekday-51,"Moonridge Apts",171033,1,,170220
17-137,118-A-Weekday-51,8623501-118-A-Weekday-51,"Moonridge Apts",171035,1,,170220
17-137,118-A-Weekday-51,8623502-118-A-Weekday-51,"Moonridge Apts",171025,1,,170220
17-137,118-A-Weekday-51-SDon,8623503-118-A-Weekday-51-SDon,"Moonridge Apts",171929,1,,170222
FLXS-137,118-A-Weekday-51,8623504-118-A-Weekday-51,"San Carlos a.m.",2211001,0,,FLXS0016
FLXS-137,118-A-Weekday-51,8623505-118-A-Weekday-51,"San Carlos a.m.",2211003,0,,FLXS0016
FLXS-137,118-A-Weekday-51,8623506-118-A-Weekday-51,"San Carlos a.m.",2211005,0,,FLXS0016
FLXS-137,118-A-Weekday-51,8623507-118-A-Weekday-51,"San Carlos a.m.",2211007,0,,FLXS0016
FLXS-137,118-A-Weekday-51,8623508-118-A-Weekday-51,"San Carlos p.m.",2211002,1,,FLXS0019
FLXS-137,118-A-Weekday-51,8623509-118-A-Weekday-51,"San Carlos p.m.",2211004,1,,FLXS0019
FLXS-137,118-A-Weekday-51,8623510-118-A-Weekday-51,"San Carlos p.m.",2211006,1,,FLXS0019
FLXS-137,118-A-Weekday-51,8623511-118-A-Weekday-51,"San Carlos p.m.",2211008,1,,FLXS0019
FLXS-137,118-A-Weekday-51,8623512-118-A-Weekday-51,"San Carlos p.m.",2211010,1,,FLXS0019
FLXP-137,118-A-Weekday-51,8623513-118-A-Weekday-51,"Pacifica",2201001,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623514-118-A-Weekday-51,"Pacifica",2201003,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623515-118-A-Weekday-51,"Pacifica",2201005,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623516-118-A-Weekday-51,"Pacifica",2201007,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623517-118-A-Weekday-51,"Pacifica",2201009,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623518-118-A-Weekday-51,"Pacifica",2201011,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623519-118-A-Weekday-51,"Pacifica",2201013,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623520-118-A-Weekday-51,"Pacifica",2201015,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623521-118-A-Weekday-51,"Pacifica",2201017,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623522-118-A-Weekday-51,"Pacifica",2201019,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623523-118-A-Weekday-51,"Pacifica",2201021,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623524-118-A-Weekday-51,"Pacifica",2201023,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623525-118-A-Weekday-51,"Pacifica",2201025,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623526-118-A-Weekday-51,"Pacifica",2201027,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623527-118-A-Weekday-51,"Pacifica",2201029,0,,FLXP0002
FLXP-137,118-A-Weekday-51,8623528-118-A-Weekday-51,"Pacifica",2201031,0,,FLXP0002
17-137,118-A-Weekday-51,8623529-118-A-Weekday-51,"Linda Mar Park & Ride",171024,0,,170332
17-137,118-A-Weekday-51,8623530-118-A-Weekday-51,"Linda Mar Park & Ride",171032,0,,170332
17-137,118-A-Weekday-51,8623531-118-A-Weekday-51,"Linda Mar Park & Ride",171036,0,,170332
17-137,118-A-Weekday-51,8623532-118-A-Weekday-51,"Linda Mar Park & Ride",171022,0,,170332
17-137,118-A-Weekday-51,8623533-118-A-Weekday-51,"Moonridge Apts",171021,1,,170219
17-137,118-A-Weekday-51,8623534-118-A-Weekday-51,"Moonridge Apts",171019,1,,170219
17-137,118-A-Weekday-51,8623535-118-A-Weekday-51,"Moonridge Apts",171017,1,,170219
17-137,118-A-Weekday-51,8623536-118-A-Weekday-51,"Moonridge Apts",171003,1,,170219
17-137,118-A-Weekday-51-SDon,8623537-118-A-Weekday-51-SDon,"Main/Kelly",171907,1,,170318
17-137,118-A-Weekday-51,8623538-118-A-Weekday-51,"Pescadero",171001,1,,170224
17-137,118-A-Weekday-51,8623539-118-A-Weekday-51,"Moonridge Apts",171013,1,,170219
17-137,118-A-Weekday-51,8623540-118-A-Weekday-51,"Moonridge Apts",171009,1,,170219
17-137,118-A-Weekday-51-SDon-1011100,8623541-118-A-Weekday-51-SDon-1011100,"Main/Lewis Foster",171008,0,,170260
17-137,118-A-Weekday-51-SDon-0100000,8623542-118-A-Weekday-51-SDon-0100000,"Main/Lewis Foster",171012,0,,170260
17-137,118-A-Weekday-51-SDon,8623543-118-A-Weekday-51-SDon,"Linda Mar Park & Ride",171028,0,,170331
17-137,118-A-Weekday-51-SDon,8623544-118-A-Weekday-51-SDon,"Montara",171030,0,,170277
17-137,118-A-Weekday-51-SDon-1110100,8623545-118-A-Weekday-51-SDon-1110100,"Main/Kelly",171005,1,,170203
17-137,118-A-Weekday-51-SDon-1011100,8623546-118-A-Weekday-51-SDon-1011100,"Main/Lewis Foster",171007,1,,170204
17-137,118-A-Weekday-51-SDon-0100000,8623547-118-A-Weekday-51-SDon-0100000,"Main/Lewis Foster",171011,1,,170204
17-137,118-A-Weekday-51-SDon,8623549-118-A-Weekday-51-SDon,"Moonridge Apts",171029,1,,170222
17-137,118-A-Weekday-51-SDon,8623550-118-A-Weekday-51-SDon,"Moonridge Apts",171031,1,,170222
17-137,118-A-Weekday-51-SDon-0001000,8623609-118-A-Weekday-51-SDon-0001000,"",171015,1,,170203
17-133,118-A-Saturday-50,8558532-118-A-Saturday-50,"Linda Mar Park & Ride",176002,0,,170334
17-133,118-A-Saturday-50,8560833-118-A-Saturday-50,"Linda Mar Park & Ride",176004,0,,170334
17-133,118-A-Saturday-50,8560834-118-A-Saturday-50,"Linda Mar Park & Ride",176006,0,,170334
17-133,118-A-Saturday-50,8560835-118-A-Saturday-50,"Linda Mar Park & Ride",176008,0,,170334
17-133,118-A-Saturday-50,8560836-118-A-Saturday-50,"Linda Mar Park & Ride",176010,0,,170334
17-133,118-A-Saturday-50,8560837-118-A-Saturday-50,"Linda Mar Park & Ride",176012,0,,170334
17-133,118-A-Saturday-50,8560838-118-A-Saturday-50,"Linda Mar Park & Ride",176014,0,,170334
17-133,118-A-Saturday-50,8560839-118-A-Saturday-50,"Linda Mar Park & Ride",176016,0,,170334
17-133,118-A-Saturday-50,8560840-118-A-Saturday-50,"Moonridge Apts",176001,1,,170288
17-133,118-A-Saturday-50,8560841-118-A-Saturday-50,"Moonridge Apts",176003,1,,170288
17-133,118-A-Saturday-50,8560842-118-A-Saturday-50,"Moonridge Apts",176005,1,,170288
17-133,118-A-Saturday-50,8560843-118-A-Saturday-50,"Moonridge Apts",176007,1,,170288
17-133,118-A-Saturday-50,8560844-118-A-Saturday-50,"Moonridge Apts",176009,1,,170288
17-133,118-A-Saturday-50,8560845-118-A-Saturday-50,"Moonridge Apts",176011,1,,170288
17-133,118-A-Saturday-50,8560846-118-A-Saturday-50,"Moonridge Apts",176013,1,,170288
17-133,118-A-Saturday-50,8560847-118-A-Saturday-50,"Moonridge Apts",176015,1,,170288
17-133,118-A-Sunday-50,8558502-118-A-Sunday-50,"Linda Mar Park & Ride",177002,0,,170330
17-133,118-A-Sunday-50,8558503-118-A-Sunday-50,"Linda Mar Park & Ride",177004,0,,170330
17-133,118-A-Sunday-50,8558504-118-A-Sunday-50,"Linda Mar Park & Ride",177006,0,,170330
17-133,118-A-Sunday-50,8558505-118-A-Sunday-50,"Linda Mar Park & Ride",177008,0,,170330
17-133,118-A-Sunday-50,8558506-118-A-Sunday-50,"Linda Mar Park & Ride",177010,0,,170330
17-133,118-A-Sunday-50,8558507-118-A-Sunday-50,"Linda Mar Park & Ride",177012,0,,170330
17-133,118-A-Sunday-50,8558508-118-A-Sunday-50,"Linda Mar Park & Ride",177014,0,,170330
17-133,118-A-Sunday-50,8558509-118-A-Sunday-50,"Linda Mar Park & Ride",177016,0,,170330
17-133,118-A-Sunday-50,8558510-118-A-Sunday-50,"Moonridge Apts",177001,1,,170328
17-133,118-A-Sunday-50,8558511-118-A-Sunday-50,"Moonridge Apts",177003,1,,170328
17-133,118-A-Sunday-50,8558512-118-A-Sunday-50,"Moonridge Apts",177005,1,,170328
17-133,118-A-Sunday-50,8558513-118-A-Sunday-50,"Moonridge Apts",177007,1,,170328
17-133,118-A-Sunday-50,8558514-118-A-Sunday-50,"Moonridge Apts",177009,1,,170328
17-133,118-A-Sunday-50,8558515-118-A-Sunday-50,"Moonridge Apts",177011,1,,170328
17-133,118-A-Sunday-50,8558516-118-A-Sunday-50,"Moonridge Apts",177013,1,,170328
17-133,118-A-Sunday-50,8558517-118-A-Sunday-50,"Moonridge Apts",177015,1,,170328
118-137,118-C-Weekday-50,8603981-118-C-Weekday-50,"Linda Mar Park & Ride",1181001,1,,1180011
112-137,118-C-Weekday-50,8603982-118-C-Weekday-50,"Linda Mar Park & Ride",1121001,1,,1120080
112-137,118-C-Weekday-50,8603983-118-C-Weekday-50,"Linda Mar Park & Ride",1121003,1,,1120080
118-137,118-C-Weekday-50,8603984-118-C-Weekday-50,"Linda Mar Park & Ride",1181003,1,,1180011
112-137,118-C-Weekday-50,8603985-118-C-Weekday-50,"Linda Mar Park & Ride",1121007,1,,1120080
112-137,118-C-Weekday-50,8603986-118-C-Weekday-50,"Linda Mar Park & Ride",1121009,1,,1120080
112-137,118-C-Weekday-50,8603987-118-C-Weekday-50,"Linda Mar Park & Ride",1121011,1,,1120080
112-137,118-C-Weekday-50,8603988-118-C-Weekday-50,"Linda Mar Park & Ride",1121013,1,,1120080
112-137,118-C-Weekday-50,8603989-118-C-Weekday-50,"Linda Mar Park & Ride",1121015,1,,1120080
112-137,118-C-Weekday-50,8603990-118-C-Weekday-50,"Linda Mar Park & Ride",1121017,1,,1120080
112-137,118-C-Weekday-50,8603991-118-C-Weekday-50,"Linda Mar Park & Ride",1121019,1,,1120080
112-137,118-C-Weekday-50,8603992-118-C-Weekday-50,"Linda Mar Park & Ride",1121021,1,,1120080
112-137,118-C-Weekday-50,8603993-118-C-Weekday-50,"Linda Mar Park & Ride",1121023,1,,1120080
118-137,118-C-Weekday-50,8603994-118-C-Weekday-50,"Linda Mar Park & Ride",1181005,1,,1180011
112-137,118-C-Weekday-50,8603995-118-C-Weekday-50,"Linda Mar Park & Ride",1121025,1,,1120080
118-137,118-C-Weekday-50,8603996-118-C-Weekday-50,"Linda Mar Park & Ride",1181007,1,,1180011
112-137,118-C-Weekday-50,8603997-118-C-Weekday-50,"Linda Mar Park & Ride",1121027,1,,1120080
118-137,118-C-Weekday-50,8603998-118-C-Weekday-50,"Linda Mar Park & Ride",1181009,1,,1180011
112-137,118-C-Weekday-50,8603999-118-C-Weekday-50,"Linda Mar Park & Ride",1121029,1,,1120080
110-137,118-C-Weekday-50,8604000-118-C-Weekday-50,"Palmetto/West Manor",1101005,1,,1100071
110-137,118-C-Weekday-50,8604001-118-C-Weekday-50,"Linda Mar Park & Ride",1101009,1,,1100071
110-137,118-C-Weekday-50,8604002-118-C-Weekday-50,"Linda Mar Park & Ride",1101011,1,,1100071
110-137,118-C-Weekday-50,8604003-118-C-Weekday-50,"Linda Mar Park & Ride",1101013,1,,1100071
110-137,118-C-Weekday-50,8604004-118-C-Weekday-50,"Linda Mar Park & Ride",1101015,1,,1100071
110-137,118-C-Weekday-50,8604005-118-C-Weekday-50,"Linda Mar Park & Ride",1101017,1,,1100071
110-137,118-C-Weekday-50,8604006-118-C-Weekday-50,"Linda Mar Park & Ride",1101019,1,,1100071
110-137,118-C-Weekday-50,8604007-118-C-Weekday-50,"Linda Mar Park & Ride",1101021,1,,1100071
110-137,118-C-Weekday-50,8604008-118-C-Weekday-50,"Linda Mar Park & Ride",1101023,1,,1100071
110-137,118-C-Weekday-50,8604009-118-C-Weekday-50,"Linda Mar Park & Ride",1101025,1,,1100071
110-137,118-C-Weekday-50,8604010-118-C-Weekday-50,"Linda Mar Park & Ride",1101027,1,,1100071
110-137,118-C-Weekday-50,8604011-118-C-Weekday-50,"Linda Mar Park & Ride",1101029,1,,1100071
110-137,118-C-Weekday-50,8604012-118-C-Weekday-50,"Linda Mar Park & Ride",1101031,1,,1100071
110-137,118-C-Weekday-50,8604013-118-C-Weekday-50,"Linda Mar Park & Ride",1101033,1,,1100071
110-137,118-C-Weekday-50,8604014-118-C-Weekday-50,"Linda Mar Park & Ride",1101035,1,,1100071
110-137,118-C-Weekday-50,8604015-118-C-Weekday-50,"Linda Mar Park & Ride",1101037,1,,1100071
110-137,118-C-Weekday-50,8604016-118-C-Weekday-50,"Linda Mar Park & Ride",1101039,1,,1100071
110-137,118-C-Weekday-50,8604017-118-C-Weekday-50,"Linda Mar Park & Ride",1101041,1,,1100071
110-137,118-C-Weekday-50,8604018-118-C-Weekday-50,"Linda Mar Park & Ride",1101043,1,,1100071
110-137,118-C-Weekday-50,8604019-118-C-Weekday-50,"Linda Mar Park & Ride",1101045,1,,1100071
110-137,118-C-Weekday-50,8604020-118-C-Weekday-50,"Linda Mar Park & Ride",1101047,1,,1100071
110-137,118-C-Weekday-50,8604021-118-C-Weekday-50,"Linda Mar Park & Ride",1101049,1,,1100071
110-137,118-C-Weekday-50,8604022-118-C-Weekday-50,"Linda Mar Park & Ride",1101051,1,,1100071
398-137,118-C-Weekday-50,8604023-118-C-Weekday-50,"Redwood City Transit Center",3981001,1,,3980048
398-137,118-C-Weekday-50,8604024-118-C-Weekday-50,"Redwood City Transit Center",3981003,1,,3980048
398-137,118-C-Weekday-50,8604025-118-C-Weekday-50,"Redwood City Transit Center",3981005,1,,3980048
398-137,118-C-Weekday-50,8604026-118-C-Weekday-50,"Redwood City Transit Center",3981007,1,,3980048
398-137,118-C-Weekday-50,8604027-118-C-Weekday-50,"Redwood City Transit Center",3981009,1,,3980048
398-137,118-C-Weekday-50,8604028-118-C-Weekday-50,"Redwood City Transit Center",3981011,1,,3980048
398-137,118-C-Weekday-50,8604029-118-C-Weekday-50,"Redwood City Transit Center",3981013,1,,3980048
398-137,118-C-Weekday-50,8604030-118-C-Weekday-50,"Redwood City Transit Center",3981015,1,,3980048
398-137,118-C-Weekday-50,8604031-118-C-Weekday-50,"Redwood City Transit Center",3981017,1,,3980048
398-137,118-C-Weekday-50,8604032-118-C-Weekday-50,"Redwood City Transit Center",3981019,1,,3980048
398-137,118-C-Weekday-50,8604033-118-C-Weekday-50,"Redwood City Transit Center",3981021,1,,3980048
398-137,118-C-Weekday-50,8604034-118-C-Weekday-50,"Redwood City Transit Center",3981023,1,,3980048
398-137,118-C-Weekday-50,8604035-118-C-Weekday-50,"Redwood City Transit Center",3981025,1,,3980048
274-137,118-C-Weekday-50,8604036-118-C-Weekday-50,"Redwood City Transit Center",2741002,0,,2740006
274-137,118-C-Weekday-50,8604037-118-C-Weekday-50,"Redwood City Transit Center",2741004,0,,2740006
274-137,118-C-Weekday-50,8604038-118-C-Weekday-50,"Redwood City Transit Center",2741006,0,,2740006
274-137,118-C-Weekday-50,8604039-118-C-Weekday-50,"Redwood City Transit Center",2741008,0,,2740006
274-137,118-C-Weekday-50,8604040-118-C-Weekday-50,"Redwood City Transit Center",2741010,0,,2740006
274-137,118-C-Weekday-50,8604041-118-C-Weekday-50,"Redwood City Transit Center",2741012,0,,2740006
274-137,118-C-Weekday-50,8604042-118-C-Weekday-50,"Redwood City Transit Center",2741014,0,,2740006
274-137,118-C-Weekday-50,8604043-118-C-Weekday-50,"Redwood City Transit Center",2741016,0,,2740006
274-137,118-C-Weekday-50,8604044-118-C-Weekday-50,"Redwood City Transit Center",2741018,0,,2740006
274-137,118-C-Weekday-50,8604045-118-C-Weekday-50,"Redwood City Transit Center",2741020,0,,2740006
274-137,118-C-Weekday-50,8604046-118-C-Weekday-50,"Redwood City Transit Center",2741022,0,,2740006
274-137,118-C-Weekday-50,8604047-118-C-Weekday-50,"Redwood City Transit Center",2741024,0,,2740006
274-137,118-C-Weekday-50,8604048-118-C-Weekday-50,"Redwood City Transit Center",2741026,0,,2740006
274-137,118-C-Weekday-50,8604049-118-C-Weekday-50,"Redwood City Transit Center",2741028,0,,2740006
274-137,118-C-Weekday-50,8604050-118-C-Weekday-50,"Redwood City Transit Center",2741030,0,,2740006
274-137,118-C-Weekday-50,8604051-118-C-Weekday-50,"Redwood City Transit Center",2741032,0,,2740006
274-137,118-C-Weekday-50,8604052-118-C-Weekday-50,"Redwood City Transit Center",2741034,0,,2740006
274-137,118-C-Weekday-50,8604053-118-C-Weekday-50,"Redwood City Transit Center",2741036,0,,2740006
274-137,118-C-Weekday-50,8604054-118-C-Weekday-50,"Redwood City Transit Center",2741038,0,,2740006
274-137,118-C-Weekday-50,8604055-118-C-Weekday-50,"Redwood City Transit Center",2741040,0,,2740006
274-137,118-C-Weekday-50,8604056-118-C-Weekday-50,"Redwood City Transit Center",2741042,0,,2740006
274-137,118-C-Weekday-50,8604057-118-C-Weekday-50,"Redwood City Transit Center",2741044,0,,2740006
274-137,118-C-Weekday-50,8604058-118-C-Weekday-50,"Redwood City Transit Center",2741046,0,,2740006
274-137,118-C-Weekday-50,8604059-118-C-Weekday-50,"Redwood City Transit Center",2741048,0,,2740006
274-137,118-C-Weekday-50,8604060-118-C-Weekday-50,"Redwood City Transit Center",2741050,0,,2740006
274-137,118-C-Weekday-50,8604061-118-C-Weekday-50,"Redwood City Transit Center",2741052,0,,2740006
274-137,118-C-Weekday-50,8604062-118-C-Weekday-50,"Redwood City Transit Center",2741054,0,,2740006
274-137,118-C-Weekday-50,8604063-118-C-Weekday-50,"Redwood City Transit Center",2741056,0,,2740006
274-137,118-C-Weekday-50,8604064-118-C-Weekday-50,"Redwood City Transit Center",2741060,0,,2740006
112-137,118-C-Weekday-50,8604065-118-C-Weekday-50,"Colma BART",1121002,0,,1120056
397-137,118-C-Weekday-50,8604066-118-C-Weekday-50,"Palo Alto Transit Center",3971001,1,,3970258
