stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1-035,,OLIVINA AVE & P ST,,37.683024,-121.779067,,,,,,
1-036,,OLIVINA AVE & JAMES ST,,37.68301,-121.781746,,,,,,
1-037,,OLIVINA AVE & RINCON AVE,,37.682977,-121.783623,,,,,,
1-039,,OLIVINA AVE & ALBATROSS AVE,,37.682937,-121.786966,,,,,,
1-040,,OLIVINA AVE & MEADOWLARK ST,,37.682913,-121.788912,,,,,,
1-041,,PINE ST & COMANCHE CT,,37.6884,-121.788773,,,,,,
1-042,,PINE ST & ALGONQUIN AVE,,37.688414,-121.785877,,,,,,
1-043,,PINE ST & RINCON AVE,,37.688349,-121.783736,,,,,,
1-044,,P STREET & PINE,,37.688969,-121.780621,,,,,,
1-049,,P ST & LINDEN ST,,37.686612,-121.779459,,,,,,
1-050,,P ST & OLIVINA AVE,,37.683567,-121.778013,,,,,,
1-053,,NORTH P ST & PARK ST,,37.684674,-121.778514,,,,,,
1-055,,P STREET & PINE,,37.688879,-121.780553,,,,,,
1-056,,PINE ST & RINCON AVE,,37.688376,-121.783771,,,,,,
1-057,,PINE ST & IROQUOIS AVE,,37.688428,-121.789197,,,,,,
1-060,,RUTAN DR & SONIC AVE,,37.694938,-121.800036,,,,,,
1-061,,RUTAN DR & SONIC AVE,,37.695072,-121.800127,,,,,,
1-066,,PREMIUM OUTLETS,,37.697353,-121.84529,,,,,,
1-067,,PREMIUM OUTLETS,,37.696906,-121.844421,,,,,,
1-401,,OLIVINA AVE & THRASHER AVE,,37.682838,-121.792449,,,,,,
1-402,,HAGEMANN PARK,,37.68285,-121.795197,,,,,,
1-403,,OLIVINA AVE & SWALLOW DR,,37.682818,-121.797486,,,,,,
1-404,,OLIVINA AVE & HAGEMANN DR,,37.682794,-121.799879,,,,,,
1-405,,HAGEMANN DR & GULL WY,,37.685312,-121.801499,,,,,,
1-406,,HAGEMANN RD & SWAN DR,,37.687479,-121.800659,,,,,,
1-407,,HAGEMANN RD & JACK LONDON BLVD,,37.688755,-121.800736,,,,,,
1-408,,RANCHO LAS POSITAS SCHOOL,,37.689053,-121.796396,,,,,,
1-409,,JACK LONDON BLVD & TURINO ST,,37.689041,-121.793878,,,,,,
1-413,,JACK LONDON BLVD & ROMA  ST,,37.68906,-121.794656,,,,,,
1-414,,JACK LONDON BLVD & MURIETTA  BLVD,,37.689047,-121.792023,,,,,,
1-415,,JACK LONDON BLVD & ARLINGTON RD,,37.689063,-121.797392,,,,,,
1-416,,HAGEMAN RD & TAMALPAIS AVE,,37.68839,-121.800657,,,,,,
1-417,,HAGEMAN DR & OLYMPIC WY,,37.686766,-121.800958,,,,,,
1-418,,HAGEMAN DR & GULL WY,,37.685241,-121.801556,,,,,,
1-419,,HAGEMAN DR & CASCADE AVE,,37.683591,-121.801915,,,,,,
1-420,,OLIVINA AVE & HAGEMAN DR,,37.68259,-121.801047,,,,,,
1-421,,OLIVINA AVE & TURNSTONE DR,,37.682784,-121.798848,,,,,,
1-422,,HAGEMANN PARK,,37.682824,-121.795345,,,,,,
1-423,,OLIVINA AVE & THRASHER AVE,,37.68282,-121.79269,,,,,,
1-424,,OLIVINA AVE & MARIPOSA AVE,,37.682869,-121.78937,,,,,,
1-425,,OLIVINA AVE & ALBATROSS  AVE,,37.682919,-121.786519,,,,,,
1-426,,OLIVINA AVE & ADELLE ST,,37.683007,-121.779353,,,,,,
1-427,,CHESTNUT ST & NORTH O,,37.6836,-121.776524,,,,,,
1-428,,CHESTNUT ST & NORTH K,,37.684994,-121.771759,,,,,,
1-429,,CHESTNUT ST & NORTH I,,37.685908,-121.768734,,,,,,
1-430,,CHESTNUT ST & JUNCTION AVE,,37.686923,-121.76714,,,,,,
2-003,,PRESTON AVE & PULLMAN ST,,37.709245,-121.715495,,,,,,
2-004,,PRESTON AVE & COMMERCE WY,,37.709981,-121.712939,,,,,,
2-006,,PRESTON ST & LAS POSITAS RD,,37.70753,-121.710176,,,,,,
2-007,,LAS POSITAS RD & PULLMAN ST,,37.705903,-121.7127,,,,,,
2-008,,LAS POSITAS RD & VASCO RD,,37.703328,-121.719155,,,,,,
2-010,,VASCO RD & LAS POSITAS RD,,37.702196,-121.720132,,,,,,
2-011,,VASCO & BRISA  ACE STATION,,37.698936,-121.718299,,,,,,
2-012,,FIRST ST & SCOTT ST,,37.687961,-121.757945,,,,,,
2-013,,FIRST ST & PORTOLA AVE,,37.690132,-121.753886,,,,,,
2-014,,FIRST ST & PORTOLA AVE,,37.691119,-121.751903,,,,,,
2-015,,FIRST ST & MINES RD,,37.695008,-121.746019,,,,,,
2-017,,SPRINGTOWN BLVD & BLUEBELL DR,,37.705322,-121.740905,,,,,,
2-018,,SPRINGTOWN BLVD & RHODODENDRON DR,,37.708167,-121.745077,,,,,,
2-020,,SPRINGTOWN BLVD & OLEANDER DR,,37.712732,-121.747938,,,,,,
2-021,,SPRINGTOWN BLVD & RHODODENDRON DR,,37.716042,-121.747929,,,,,,
2-022,,BLUEBELL & GALLOWAY,,37.719091,-121.746637,,,,,,
2-023,,BLUEBELL DR & NORTH LIVERMORE PARK,,37.718784,-121.744428,,,,,,
2-024,,BLUEBELL DR & CAPRICONUS AVE,,37.717217,-121.741454,,,,,,
2-025,,SCENIC AVE & AQUARIUS ST,,37.717059,-121.73755,,,,,,
2-026,,SCENIC AVE & HEATHER LN,,37.717033,-121.73337,,,,,,
2-027,,BROADMOOR ST & GREENWICH ST,,37.718861,-121.732574,,,,,,
2-028,,BROADMOOR ST & BRIDGEPORT CIR,,37.721216,-121.732509,,,,,,
2-030,,BROADMOOR ST & HAGGIN OAKS AVE,,37.726124,-121.732494,,,,,,
2-031,,DALTON & VASCO,,37.726953,-121.727212,,,,,,
2-032,,SCENIC AVE & VASCO RD,,37.717026,-121.724826,,,,,,
2-033,,SCENIC AVE & LEO CROCE SCHOOL,,37.717048,-121.727002,,,,,,
2-034,,SCENIC AVE & BROADMOOR ST,,37.717042,-121.733244,,,,,,
2-035,,HEATHER LN & IRIS WY,,37.713055,-121.734034,,,,,,
2-036,,BLUEBELL DR & HEATHER LN,,37.711067,-121.735105,,,,,,
2-037,,BLUEBELL DR & SUNFLOWER CT,,37.707927,-121.735619,,,,,,
2-038,,BLUEBELL & LAS FLORES,,37.706273,-121.738303,,,,,,
2-039,,FIRST ST & LAS POSITAS RD,,37.697903,-121.743343,,,,,,
2-040,,MINES & FIRST,,37.694172,-121.747681,,,,,,
2-041,,FIRST ST &  PORTOLA  AVE,,37.69055,-121.753336,,,,,,
2-042,,LIVERMORE HIGH SCHOOL,,37.680597,-121.761948,,,,,,
2-043,,JUNCTION AVE & CHESTNUT ST,,37.687164,-121.767323,,,,,,
2-044,,610   ENOS WY,,37.688933,-121.768761,,,,,,
2-045,,766   ENOS WY,,37.690735,-121.768413,,,,,,
2-046,,PORTOLA AVE & NORTH LIVERMORE AVE,,37.691168,-121.771434,,,,,,
2-047,,4992 NORTH  LIVERMORE AVE,,37.694186,-121.77311,,,,,,
2-048,,4750 NORTH LIVERMORE AVE,,37.696212,-121.773219,,,,,,
2-050,,LIVERMORE TARGET,,37.701099,-121.74915,,,,,,
2-067,,LAS POSITAS RD & PLAZA DR,,37.698822,-121.743397,,,,,,
2-068,,LIVERMORE TARGET,,37.699923,-121.745112,,,,,,
2-069,,LAS POSITAS & WAL-MART,,37.698401,-121.769607,,,,,,
2-070,,NORTH LIVERMORE AVE & LAS POSITAS RD,,37.696203,-121.773448,,,,,,
2-071,,NORTH LIVERMORE AVE & CROMWELL WY,,37.693071,-121.773295,,,,,,
2-072,,PORTOLA  AVE & NORTH LIVERMORE AVE,,37.691034,-121.771446,,,,,,
2-073,,ENOS WY & PORTOLA AVE,,37.690824,-121.768401,,,,,,
2-074,,ENOS WY & JUNCTION AVE,,37.688291,-121.768877,,,,,,
2-075,,JUNCTION AVE & CHESTNUT ST,,37.686753,-121.766786,,,,,,
2-077,,CHESTNUT ST & NORTH LIVERMORE AVE,,37.685491,-121.770201,,,,,,
2-078,,GARAVENTA RANCH RD & PERIWINKLE COM,,37.72273,-121.721406,,,,,,
2-079,,GARAVENTA RANCH RD & MARALISA LN,,37.722682,-121.719505,,,,,,
2-081,,GARAVENTA RANCH RD & SCENIC AVE,,37.717279,-121.717392,,,,,,
2-082,,SCENIC AVE & RIDGESTONE RD,,37.71702,-121.721642,,,,,,
2-085,,LAS POSITAS RD & NORTH MINES RD,,37.699932,-121.761222,,,,,,
2-086,,JUNCTION AVE MIDDLE SCHOOL,,37.686825,-121.767244,,,,,,
2-087,,LAS POSITAS RD & NORTH MINES RD,,37.699995,-121.761496,,,,,,
2-088,,FIRST ST & INMAN ST,,37.684757,-121.762876,,,,,,
2-089,,LAS POSITAS & MOUNTAIN VISTA,,37.712311,-121.700723,,,,,,
2-090,,LAS POSITAS & WAL-MART,,37.698321,-121.769355,,,,,,
2-093,,LAS POSITAS RD & LAWRENCE DR,,37.709822,-121.705152,,,,,,
2-094,,LAS POSITAS RD & PRESTON AVE,,37.707039,-121.709983,,,,,,
2-097,,LAS POSITAS RD & VASCO RD,,37.703363,-121.718892,,,,,,
2-098,,LAS POSITAS RD & PULLMAN ST,,37.70537,-121.713973,,,,,,
2-099,,LAS POSITAS RD & PRESTON AVE,,37.707083,-121.709799,,,,,,
2-100,,LAS POSITAS RD & LAWERENCE  DR,,37.709751,-121.70513,,,,,,
2-101,,LAS POSITAS & MOUNTAIN VISTA,,37.712284,-121.700437,,,,,,
2-102,,SOUTHFRONT RD & MOUNTAIN VISTA PKWY,,37.715188,-121.702443,,,,,,
2-103,,LAS POSTIAS RD & ARROYO VISTA,,37.697151,-121.741914,,,,,,
2-105,,LAS POSITAS RD & CONTRACTORS ST,,37.695949,-121.738609,,,,,,
2-106,,LAS POSITAS RD & BENNETT DR,,37.697367,-121.733189,,,,,,
2-107,,285 LAS POSITAS RD,,37.700627,-121.725255,,,,,,
2-109,,5860 LAS POSITAS RD,,37.700583,-121.725725,,,,,,
2-110,,LAS POSITAS RD & ARROYO VISTA,,37.697222,-121.741696,,,,,,
2-111,,LAS POSITAS RD & BENNETT DR,,37.697421,-121.73344,,,,,,
2-120,,FIRST ST & INMAN ST,,37.685139,-121.762097,,,,,,
2-118,,FIRST ST & LAS POSITAS RD,,37.698526,-121.742597,,,,,,
2-394,,NATIONAL DR & GREENVILLE RD,,37.704227,-121.700603,,,,,,
2-395,,NATIONAL DR & LONGFELLOW CT,,37.701459,-121.704001,,,,,,
2-396,,BRISA ST & NATIONAL DR,,37.701533,-121.71402,,,,,,
3-002,,STANLEY & MURDELL,,37.676646,-121.799926,,,,,,
3-003,,STANLEY BLVD & EL CAMINITO,,37.677228,-121.794557,,,,,,
3-005,,STANLEY BLVD & MURRIETA BLVD,,37.678048,-121.787149,,,,,,
3-006,,VALLEY CARE LIVERMORE CAMPUS,,37.678968,-121.78171,,,,,,
3-007,,RAILROAD AVE & P ST,,37.680756,-121.778031,,,,,,
3-008,,RAILROAD AVE & N ST,,37.681635,-121.775087,,,,,,
3-009,,RAILROAD AVE & STATION SQUARE,,37.682266,-121.773288,,,,,,
3-010,,RAILROAD AVE & P ST,,37.68089,-121.778065,,,,,,
3-011,,VALLEY CARE LIVERMORE CAMPUS,,37.679102,-121.781869,,,,,,
3-012,,STANLEY BLVD & WALL ST,,37.677785,-121.790698,,,,,,
3-013,,STANLEY & MURDELL,,37.676453,-121.802639,,,,,,
3-014,,RAILROAD AVE & L ST,,37.682656,-121.771559,,,,,,
3-015,,FOURTH ST & M ST,,37.678204,-121.772062,,,,,,
3-016,,4TH & P STREET,,37.677458,-121.774559,,,,,,
3-017,,HOLMES ST & MURIETTA BLVD,,37.675559,-121.779896,,,,,,
3-018,,HOLMES ST & MOCHO ST,,37.672427,-121.780511,,,,,,
3-019,,HOLMES ST & ELAINE AVE,,37.66918,-121.780465,,,,,,
3-020,,HOLMES ST & EL CAMINITO,,37.667518,-121.780444,,,,,,
3-021,,HOLMES & CONCANNON,,37.662334,-121.780364,,,,,,
3-022,,CONCANNON BLVD & BARCELONA ST,,37.660883,-121.782565,,,,,,
3-024,,CONCANNON BLVD & NIAGARA DR,,37.660854,-121.78736,,,,,,
3-025,,CONCANNON BLVD & PULSAR AVE,,37.66084,-121.79013,,,,,,
3-026,,EL PADRO DR & TINA WY,,37.661699,-121.792222,,,,,,
3-027,,MENDENHALL MIDDLE SCHOOL,,37.663528,-121.792252,,,,,,
3-028,,EL PADRO DR & ORANGE WAY,,37.666079,-121.791308,,,,,,
3-029,,EL CAMINITO & ANDALUCIA ST,,37.668104,-121.791212,,,,,,
3-030,,WALL ST & CALIENTE AVE,,37.670507,-121.793267,,,,,,
3-031,,MURIETTA & STANLEY,,37.677084,-121.786956,,,,,,
3-032,,MURIETTA BLVD & FENTON ST,,37.675847,-121.78301,,,,,,
3-033,,FOURTH ST & COLLEGE AVE,,37.676357,-121.778179,,,,,,
3-034,,FOURTH &  P STREET,,37.677352,-121.774834,,,,,,
3-035,,FOURTH ST & M ST,,37.678453,-121.77118,,,,,,
3-036,,FOURTH ST & HOLMES,,37.676367,-121.778351,,,,,,
3-037,,MURIETTA BLVD & FENTON ST,,37.675972,-121.782987,,,,,,
3-038,,GRANADA HIGH SCHOOL,,37.674661,-121.789869,,,,,,
3-039,,GRANADA HIGH SCHOOL,,37.674661,-121.789892,,,,,,
3-041,,WALL ST & EL CAMINITO,,37.670249,-121.793805,,,,,,
3-042,,EL CAMINITO & ENCINO DR,,37.669044,-121.793007,,,,,,
3-043,,EL CAMINITO & ANDALUCIA ST,,37.667934,-121.7908,,,,,,
3-044,,EL PADRO & ONTARIO DR,,37.665651,-121.791606,,,,,,
3-045,,MENDENHALL MIDDLE SCHOOL,,37.663975,-121.792297,,,,,,
3-046,,CONCANNON BLVD & PULSAR AVE,,37.660697,-121.790004,,,,,,
3-047,,CONCANNON BLVD & VEGA RD,,37.660743,-121.784911,,,,,,
3-048,,CONCANNON BLVD & BARCELONA ST,,37.660748,-121.781844,,,,,,
3-049,,HOLMES & CONCANNON,,37.661397,-121.780184,,,,,,
3-050,,HOLMES ST & VANCOUVER WAY,,37.665831,-121.780207,,,,,,
3-051,,HOLMES ST & ANZA WAY,,37.671025,-121.780344,,,,,,
3-052,,HOLMES ST & MOCHO ST,,37.673906,-121.780096,,,,,,
3-054,,SOUTH P ST & RAILROAD AVE,,37.680611,-121.776772,,,,,,
3-056,,MURRIETA & STANLEY,,37.677012,-121.786682,,,,,,
3-058,,CONCANNON BLVD & EVANS ST,,37.660797,-121.77896,,,,,,
3-059,,CONCANNON BLVD & EPSON ST,,37.660836,-121.774966,,,,,,
3-060,,CONCANNON BLVD & STERLING PL.,,37.660864,-121.770206,,,,,,
3-061,,ARROYO RD & PYRAMID ST,,37.655855,-121.768204,,,,,,
3-062,,SUPERIOR & ARROYO,,37.653968,-121.770715,,,,,,
3-063,,SUPERIOR DR & PILLSBURY CT,,37.65424,-121.773472,,,,,,
3-064,,LEXINGTON WY & SUPERIOR DR,,37.652529,-121.775216,,,,,,
3-065,,LEXINGTON WY & HAMPTON RD,,37.653195,-121.779299,,,,,,
3-066,,LEXINGTON & HOLMES,,37.651789,-121.781831,,,,,,
3-067,,LEXINGTON & HOLMES,,37.652243,-121.780938,,,,,,
3-068,,LEXINGTON WY & WINDSOR WY,,37.652762,-121.776176,,,,,,
3-069,,SUPEROIR DR & CRATER RD,,37.654026,-121.773873,,,,,,
3-070,,SUPERIOR & ARROYO,,37.653932,-121.770624,,,,,,
3-071,,ARROYO RD & LATOUR RD,,37.658238,-121.768015,,,,,,
3-072,,ARROYO RD & CONCANNON BLVD,,37.660647,-121.767986,,,,,,
3-073,,CONCANNON BLVD & ARROYO RD,,37.661032,-121.768821,,,,,,
3-074,,CONCANNON BLVD & EPSON ST,,37.660979,-121.775344,,,,,,
3-075,,CONCANNON BLVD & EVANS ST,,37.661012,-121.779418,,,,,,
3-076,,STANLEY BLVD & MURRIETA BLVD,,37.678191,-121.787171,,,,,,
4-005,,MAPLE ST & SECOND ST,,37.682306,-121.764691,,,,,,
4-006,,LIVERMORE HIGH SCHOOL,,37.679927,-121.761023,,,,,,
4-007,,EAST AVE & DOLORES ST,,37.679928,-121.75617,,,,,,
4-008,,EAST & HILLCREST,,37.679864,-121.750103,,,,,,
4-009,,EAST AVE & XAVIER WY,,37.679849,-121.746795,,,,,,
4-010,,EAST AVE & ALMOND AVE,,37.679845,-121.739354,,,,,,
4-011,,EAST & MINES,,37.679828,-121.734753,,,,,,
4-012,,EAST AVE & MINES RD,,37.679816,-121.732841,,,,,,
4-013,,EAST AVE & CHARLOTTE WY,,37.679783,-121.725206,,,,,,
4-014,,EAST AVE & RESEARCH DR,,37.679766,-121.72088,,,,,,
4-015,,EAST AVE &  MADISON AVE,,37.679904,-121.742536,,,,,,
4-016,,RAILROAD AVE & MAPLE SIGNATURE STOP,,37.684042,-121.767663,,,,,,
4-017,,RAILROAD & FIRST,,37.683908,-121.76764,,,,,,
4-022,,EAST AVE & SUSAN LN,,37.679816,-121.719162,,,,,,
4-023,,EAST AVE & CHARLOTTE WY,,37.679926,-121.725217,,,,,,
4-024,,EAST AVE & MINES RD,,37.679947,-121.731753,,,,,,
4-025,,EAST & MINES,,37.679972,-121.735325,,,,,,
4-026,,EAST AVE & ROBERT LIVERMORE PARK,,37.679919,-121.740659,,,,,,
4-027,,EAST AVE & HILLCREST AVE,,37.679979,-121.74945,,,,,,
4-028,,EAST AVE MIDDLE SCHOOL,,37.679939,-121.752129,,,,,,
4-029,,EAST AVE & DOLORES ST,,37.679947,-121.756948,,,,,,
4-031,,FOURTH ST & MAPLE ST,,37.681395,-121.764259,,,,,,
4-032,,FOURTH ST  & J ST,,37.679376,-121.768156,,,,,,
4-033,,FOURTH ST & K ST,,37.67918,-121.768717,,,,,,
4-040,,VASCO RD & EAST AVE,,37.680458,-121.718542,,,,,,
4-041,,VASCO RD & MESQUITE WY,,37.684874,-121.718482,,,,,,
4-042,,VASCO RD & WESTGATE,,37.689719,-121.718444,,,,,,
4-043,,VASCO RD & PATTERSON PASS RD,,37.693717,-121.718454,,,,,,
4-044,,VASCO & BRISA  ACE STATION,,37.700043,-121.718456,,,,,,
4-048,,MAPLE ST & FOURTH ST,,37.682029,-121.764211,,,,,,
4-053,,PACIFIC AVE & SOUTH LIVERMORE AVE,,37.676175,-121.758206,,,,,,
4-054,,PACIFIC CIVIC CTR,,37.676681,-121.756991,,,,,,
4-055,,DOLORES ST & CARRIGAN CMN,,37.678243,-121.757055,,,,,,
4-056,,VASCO RD & PATTERSON PASS RD,,37.693512,-121.718649,,,,,,
4-057,,VASCO RD & DAPHNE DR,,37.689033,-121.718652,,,,,,
4-058,,VASCO RD & EMILY WY,,37.683393,-121.718659,,,,,,
4-059,,MINES RD & EAST AVE,,37.680744,-121.733067,,,,,,
4-060,,MINES RD & DANA CIR,,37.681825,-121.733568,,,,,,
4-061,,MINES RD & PATTERSON PASS RD,,37.689057,-121.741079,,,,,,
4-062,,MINES RD & FIRST ST,,37.694036,-121.74664,,,,,,
4-063,,MINES RD & PATTERSON PASS RD,,37.688824,-121.740942,,,,,,
4-064,,MINES RD & DANA CIR,,37.6848,-121.735803,,,,,,
4-065,,MINES RD & EAST AVE,,37.681557,-121.73366,,,,,,
4-066,,MINES RD & CHARLOTTE WY,,37.687383,-121.738165,,,,,,
4-090,,CIVIC CENTER & LIBRARY,,37.673661,-121.75439,,,,,,
4-100,,EAST & VASCO LLNL,,37.679537,-121.717652,,,,,,
4-401,,PATTERSON & ARLENE,,37.69392,-121.722162,,,,,,
4-402,,ARLENE WY & NINA WY,,37.691243,-121.721782,,,,,,
4-403,,FELICIA AVE & SHELLEY ST,,37.691266,-121.724712,,,,,,
4-404,,SHELLEY ST & CELESTE AVE,,37.693515,-121.725014,,,,,,
4-405,,BIANCA WY & RACHELLE ST,,37.694775,-121.725869,,,,,,
4-406,,BIANCA WY & CELESTE AVE,,37.694475,-121.727782,,,,,,
4-407,,BIANCA WY & DESIREE AVE,,37.694157,-121.729237,,,,,,
4-408,,KIRSTEN WY & JOYCE ST,,37.693144,-121.731828,,,,,,
4-409,,JOYCE & THERESA,,37.69153,-121.732153,,,,,,
4-410,,THERESA WY & HAZEL ST,,37.691492,-121.731123,,,,,,
4-411,,THERESA WY & DEBRA ST,,37.691383,-121.730001,,,,,,
4-412,,THERESA WY & CARLA ST,,37.690819,-121.72895,,,,,,
4-413,,THERESA WY & CARLA ST,,37.688346,-121.728236,,,,,,
4-414,,THERESA WY & DEBRA ST,,37.687498,-121.728113,,,,,,
4-415,,HAZEL ST & KATRINA ST,,37.686256,-121.726903,,,,,,
4-416,,KATRINA ST & CHARLOTTE WY,,37.685747,-121.726882,,,,,,
4-417,,CHARLOTTE WY & ARLENE WY,,37.685193,-121.726334,,,,,,
4-418,,CHARLOTTE WY & DRAINAGE DITCH,,37.683995,-121.725113,,,,,,
4-419,,KATHY WY & BIG TREES PARK,,37.683614,-121.726408,,,,,,
4-420,,KATHY WY & LILIAN ST,,37.682464,-121.731975,,,,,,
4-421,,LUCILLE ST & LILLIAN ST,,37.683936,-121.732096,,,,,,
4-422,,CHARLOTTE & LUCILLE,,37.687211,-121.732155,,,,,,
4-423,,CHARLOTTE WY & URSLA ST,,37.688097,-121.733343,,,,,,
4-424,,CHARLOTTE WY & PAULA CT,,37.688006,-121.737235,,,,,,
4-425,,CHARLOTTE WY & PAULA CT,,37.68805,-121.737018,,,,,,
4-426,,CHARLOTTE WY & URSLA ST,,37.68807,-121.733377,,,,,,
4-427,,CHARLOTTE & LUCILLE,,37.687193,-121.732189,,,,,,
4-428,,LUCILLE ST & LILLIAN ST,,37.683963,-121.732153,,,,,,
4-429,,KATHY WY & LILIAN ST,,37.682437,-121.731757,,,,,,
4-430,,KATHY WY & MARTHA ST,,37.682842,-121.729089,,,,,,
4-431,,KATHY WY & SANDRA WY,,37.683595,-121.72627,,,,,,
4-432,,CHARLOTTE WY & ARLENE WY,,37.684969,-121.725969,,,,,,
4-433,,KATRINA ST & CHARLOTTE WY,,37.685765,-121.726825,,,,,,
4-434,,THERESA WY & DEBRA ST,,37.68757,-121.728101,,,,,,
4-435,,THERESA WY & CARLA ST,,37.688667,-121.728235,,,,,,
4-436,,THERESA WY & CARLA ST,,37.691105,-121.729269,,,,,,
4-437,,THERESA WY & DEBRA ST,,37.691419,-121.730058,,,,,,
4-438,,JOYCE & THERESA,,37.69152,-121.731913,,,,,,
4-439,,KIRSTEN WY & JOYCE ST,,37.693126,-121.731839,,,,,,
4-440,,BIANCA WY & LENORE AVE,,37.693927,-121.730406,,,,,,
4-441,,BIANCA WY & DESIREE AVE,,37.694103,-121.729443,,,,,,
4-442,,BIANCA WY & CELESTE AVE,,37.694475,-121.727645,,,,,,
4-443,,BIANCA WY & RACHELLE ST,,37.694757,-121.725801,,,,,,
4-444,,SHELLEY ST  & CELESTE AVE,,37.693274,-121.725061,,,,,,
4-445,,SHELLEY  ST & LENORE AVE,,37.691722,-121.725066,,,,,,
4-446,,NINA WY & FELICIA AVE,,37.690753,-121.72215,,,,,,
4-447,,ARLENE WY & MARY LOU WY,,37.693126,-121.722325,,,,,,
4-448,,PATTERSON & ARLENE,,37.69466,-121.721679,,,,,,
5-001,,REGIONAL ST & DUBLIN BLVD,,37.703327,-121.933884,,,,,,
5-003,,AMADOR VALLEY BLVD & REGIONAL ST,,37.7062,-121.934513,,,,,,
5-004,,AMADOR VALLEY BLVD & DONOHUE DR,,37.708502,-121.931959,,,,,,
5-005,,AMADOR & VILLAGE,,37.710571,-121.927046,,,,,,
5-006,,VILLAGE PKWY & TAMARACK  DR,,37.715246,-121.926872,,,,,,
5-007,,DUBLIN HIGH SCHOOL,,37.718949,-121.926515,,,,,,
5-008,,VILLAGE PKWY & DAVONA DR,,37.720939,-121.926388,,,,,,
5-009,,DAVONA DR & BRIARWOOD LN,,37.721582,-121.928805,,,,,,
5-010,,DAVONA DR & LUCANIA ST,,37.72144,-121.931611,,,,,,
5-011,,DAVONA DR & WICKLOW LN,,37.720967,-121.934909,,,,,,
5-012,,DAVONA DR & WICKLOW LN,,37.722636,-121.936341,,,,,,
5-016,,ALCOSTA BLVD & FIRCREST LN,,37.73145,-121.928068,,,,,,
5-017,,ALCOSTA BLVD & STAGECOACH RD,,37.732663,-121.924562,,,,,,
5-018,,STAGECOACH & AMADOR LAKE,,37.726612,-121.921804,,,,,,
5-019,,STAGECOACH RD & JADE CIR,,37.724104,-121.919251,,,,,,
5-022,,STAGECOACH RD & TURQUOISE ST,,37.720722,-121.91852,,,,,,
5-023,,AMADOR VALLEY BLVD & STAGECOACH RD,,37.717321,-121.914399,,,,,,
5-026,,WILDWOOD RD & COTTONWOOD CIR,,37.721006,-121.913229,,,,,,
5-027,,WILDWOOD RD & PARKWOOD CIR,,37.722219,-121.911922,,,,,,
5-029,,WILDWOOD & DOUGHERTY,,37.723726,-121.910673,,,,,,
