stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
8-169,,BERNAL AVE & INDEPENDENCE ST,,37.652483,-121.869949,,,,,,
8-170,,VINYARD AVE & TOURIGA DR,,37.664817,-121.852023,,,,,,
8-171,,VINEYARD &  MONTEVINO,,37.664785,-121.846084,,,,,,
8-177,,PASEO SANTA CRUZ & VALLEY AVE,,37.666946,-121.89836,,,,,,
8-179,,PASEO SANTA CRUZ  & CALLE REYNOSO,,37.665663,-121.901966,,,,,,
8-180,,PASEO SANTA CRUZ & CALLE ALTAMIRA,,37.665236,-121.90508,,,,,,
8-181,,PASEO SANTA CRUZ  & CORTE MERCADO,,37.666485,-121.906544,,,,,,
8-182,,DEL PRADO PARK,,37.668832,-121.907263,,,,,,
8-184,,PASEO SANTA CRUZ  & PASEO CATALINA,,37.672419,-121.905853,,,,,,
8-186,,N. PASEO SANTA CRUZ & VALLEY AVE,,37.674397,-121.89911,,,,,,
8-187,,PASEO SANTA CRUZ  & PASEO SAN LEON,,37.673685,-121.90299,,,,,,
8-188,,PASEO SANTA CRUZ  & CORTE SANTA MARIA,,37.672071,-121.907307,,,,,,
8-189,,DEL PRADO PARK,,37.668788,-121.907252,,,,,,
8-191,,PASEO SANTA CRUZ  & CALLE REYNOSO,,37.66552,-121.902275,,,,,,
8-192,,PASEO SANTA CRUZ & CALLE ALTAMIRA,,37.6652,-121.904908,,,,,,
8-193,,PASEO SANTA CRUZ & VALLEY AVE,,37.666687,-121.899024,,,,,,
8-195,,PASEO SANTA CRUZ & CAMINO SEGURA,,37.674825,-121.899968,,,,,,
8-197,,LAS POSITAS BLVD & SANTA RITA RD,,37.692132,-121.87779,,,,,,
8-198,,PLEASANTON MIDDLE SCHOOL,,37.652965,-121.883851,,,,,,
8-199,,BERNAL & ANGELA,,37.653645,-121.862017,,,,,,
8-200,,FAIRGROUNDS EAST,,37.659049,-121.882483,,,,,,
8-203,,KOLL CENTER PARKWAY,,37.658541,-121.900198,,,,,,
8-204,,6700 KOLL CENTER PKWY,,37.660336,-121.902028,,,,,,
8-205,,6900 KOLL CENTER PKWY,,37.662173,-121.900699,,,,,,
8-206,,PARKSIDE DR & CHERYL CIR,,37.68016,-121.897789,,,,,,
8-207,,PARKSIDE DR & MARILYN CT,,37.681158,-121.895132,,,,,,
8-208,,PARKSIDE DR & CURTIS CIR,,37.681452,-121.894514,,,,,,
8-209,,PARKSIDE DR & MELANIE CIR,,37.682548,-121.892098,,,,,,
8-210,,PARKSIDE DR & ANASTACIA CT,,37.683351,-121.890517,,,,,,
8-211,,PARKSIDE DR & JOANNE CIR,,37.683645,-121.889716,,,,,,
8-212,,PARKSIDE & GLENDA,,37.684295,-121.887941,,,,,,
8-213,,CONCORD & BORDEAUX,,37.653879,-121.853492,,,,,,
8-214,,BORDEAUX ST & BORDEAUX  PL,,37.656055,-121.851235,,,,,,
8-215,,LAS POSITAS BLVD & BELLEZA LN,,37.687596,-121.886735,,,,,,
8-216,,STONERIDGE DR & WILLOW RD EB,,37.69126,-121.898032,,,,,,
8-218,,RUBY HILL &  ROMANO,,37.638252,-121.814663,,,,,,
8-219,,OLD BERNAL AVE & CITY HALL,,37.658485,-121.879966,,,,,,
8-220,,HARVEST PARK MIDDLE SCHOOL,,37.675394,-121.880486,,,,,,
8-221,,RUBY HILL DR & PIEMONTE DR,,37.647919,-121.818351,,,,,,
8-222,,GIBRALTER DR & WILLOW RD,,37.695793,-121.897936,,,,,,
8-223,,GIBRALTER DR  & WILLOW RD,,37.695945,-121.898383,,,,,,
8-226,,STONERIDGE & LAS POSITAS,,37.68896,-121.885223,,,,,,
8-227,,VALLEY & HANSEN,,37.668883,-121.901357,,,,,,
8-228,,RUBY HILL DR &  ROMANO CIR,,37.640888,-121.818216,,,,,,
8-230,,OLD BERNAL AVE & AUGUSTINE ST,,37.658494,-121.880069,,,,,,
8-231,,RUBY HILL  DR & PALERMO PL,,37.631341,-121.81105,,,,,,
8-232,,BERNAL AVE & INDEPENDENCE ST,,37.652384,-121.869297,,,,,,
8-233,,RUBY HILL DR & BRINDISI,,37.632288,-121.804436,,,,,,
8-234,,RUBY HILL DR & DONATA CT,,37.636485,-121.800126,,,,,,
8-235,,RUBY HILL RD & VANTINI WY,,37.642904,-121.803076,,,,,,
8-236,,BERNAL AVE & KOTTINGER DR,,37.655945,-121.859291,,,,,,
8-237,,RUBY HILL DR & SANGRO CT,,37.640143,-121.799798,,,,,,
8-238,,BERNAL & HEARST,,37.654884,-121.859636,,,,,,
8-240,,RUBY HILL DR & VARESE CT,,37.64982,-121.810636,,,,,,
8-241,,VINEYARD & EL CAPITAN,,37.664892,-121.846015,,,,,,
8-242,,VINYARD AVE & TOURIGA DR,,37.664836,-121.852413,,,,,,
8-243,,RUBY HILL & PIEMONTE,,37.648282,-121.807698,,,,,,
8-245,,RUBY HILL & PIEMONTE,,37.646933,-121.80674,,,,,,
8-247,,VALLEY & WILD ROSE,,37.655666,-121.895818,,,,,,
8-400,,HART MIDDLE SCHOOL,,37.68711,-121.896776,,,,,,
8-402,,STONERIDGE &  SANTA RITA,,37.687989,-121.874463,,,,,,
8-403,,KAMP & EILENE,,37.688191,-121.869666,,,,,,
8-404,,KAMP DR & CAMERON AVE,,37.685085,-121.868216,,,,,,
8-406,,MOHR & KOLLN,,37.681904,-121.873623,,,,,,
8-411,,MOHR & KOLLN,,37.681894,-121.872753,,,,,,
8-412,,KAMP DR & MOHR AVE,,37.68232,-121.868917,,,,,,
8-413,,KAMP DR & CAMERON AVE,,37.684817,-121.868205,,,,,,
8-414,,KAMP & EILENE,,37.688486,-121.869952,,,,,,
8-415,,STONERIDGE DR & MORENO AVE,,37.688123,-121.873558,,,,,,
8-416,,STONERIDGE & SANTA RITA,,37.68816,-121.876409,,,,,,
8-417,,STONERIDGE DR & STONE POINTE WY,,37.690974,-121.868094,,,,,,
8-418,,DENNIS & TREVOR,,37.692402,-121.857182,,,,,,
8-419,,DENNIS DR & GUZMAN PKWY,,37.69271,-121.862345,,,,,,
8-420,,TOURIGA DR & TAWNY DR,,37.663479,-121.852289,,,,,,
8-421,,RHINE WY &  ARBOR DR,,37.657226,-121.843967,,,,,,
8-422,,ARBOR DR & VINTAGE HILLS PARK,,37.657018,-121.850444,,,,,,
8-423,,ARBOR DR & TOURIGA DR,,37.657805,-121.8528,,,,,,
8-425,,VINEYARD AVE & VINEYARD PL,,37.662952,-121.861765,,,,,,
8-430,,PIMLICO &  SANTA RITA,,37.700175,-121.870339,,,,,,
8-431,,PIMLICO DR & BROCKTON DR,,37.700192,-121.868862,,,,,,
8-432,,PIMLICO DR & BELMONT WY,,37.700976,-121.86696,,,,,,
8-433,,3798 PIMLICO DR,,37.700973,-121.863983,,,,,,
8-434,,KIRCALDY & STACEY,,37.699917,-121.86016,,,,,,
8-435,,LAS POSITAS BLVD & MEADOWS PARK,,37.696793,-121.85847,,,,,,
8-436,,LAS POSITAS BLVD  & MELBOURNE CT,,37.695545,-121.859765,,,,,,
8-437,,LAS POSITAS & GULFSTREAM,,37.695291,-121.865295,,,,,,
8-438,,LAS POSITAS BLVD & ROCKINGHAM DR,,37.693972,-121.868537,,,,,,
8-439,,LAS POSITAS BLVD & SUFFOLK WY,,37.692814,-121.870988,,,,,,
8-440,,LAS POSITAS &  FAIRLANDS,,37.691827,-121.875981,,,,,,
8-500,,SANTA RITA RD & PICKENS LN,,37.694916,-121.877775,,,,,,
8-902,,VALLEY AVE & VIA DE LOS MILAGROS NB,,37.674396,-121.898354,,,,,,
8-996,,MARTIN & MOHR,,37.682395,-121.862633,,,,,,
8-997,,MARTIN & MOHR,,37.682208,-121.862656,,,,,,
9-001,,WALNUT CREEK BART,,37.905224,-122.066914,,,,,,
9-003,,PLEASANT HILL BART,,37.927949,-122.056244,,,,,,
