route_id,trip_id,service_id,trip_headsign,direction_id,block_id,shape_id
12-118,4149282-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601759,120044
12-118,4149283-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601754,120044
12-118,4149284-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601893,120044
12-118,4149285-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601755,120044
12-118,4149286-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601757,120044
12-118,4149287-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601756,120044
12-118,4149288-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601754,120044
12-118,4149289-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601760,120044
12-118,4149290-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601893,120044
12-118,4149291-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601755,120044
12-118,4149292-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601757,120044
12-118,4149293-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601756,120044
12-118,4149294-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601754,120044
12-118,4149295-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601760,120044
12-118,4149296-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601893,120044
12-118,4149297-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,12 BERKELEY BART,0,601757,120044
669-118,4149298-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,669 CRESPI MDL SCL,0,601867,6690078
671-118,4149299-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,671 DE ANZA HIGH,0,601847,6710064
676-118,4149300-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,676 DE ANZA HIGH,0,601849,6760059
676-118,4149301-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,676 DE ANZA HIGH,0,601848,6760059
667-118,4149302-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,667 NORTH RICHMOND,1,601817,6670081
607-118,4149303-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,607 RICHMOND HIGH,0,601851,6070040
668-118,4149304-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,668 MACDONALD & 21ST,1,601816,6680084
672-118,4149305-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,672 LEROY HEIGHTS,1,601819,6720034
668-118,4149306-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,668 MACDONALD & 21ST,1,601924,6680084
669-118,4149307-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,669 TO MAY ROAD,1,601809,6690080
671-118,4149308-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,671 C C COLLEGE,1,601802,6710065
676-118,4149309-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,676 C C COLLEGE,1,601817,6760060
668-118,4149310-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,668 MACDONALD & 21ST,1,601922,6680094
675-118,4149311-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,675 MACDONALD & 21ST,1,607787,6750095
679-118,4149312-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,679 C C COLLEGE,1,601799,6790040
675-118,4149313-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,675 MACDONALD & 21ST,1,601818,6750095
671-118,4149314-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,671 C C COLLEGE,1,601818,6710066
667-118,4149315-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,667 NORTH RICHMOND,1,601802,6670081
LA-118,4149316-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LA SAN FRANCISCO,1,601829,LA0107
668-118,4149317-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,668 KOREMATSU MDL SCL,0,601850,6680093
679-118,4149318-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,679 CRESPI MDL SCL,0,601866,6790039
676-118,4149319-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,676 C C COLLEGE,1,601808,6760061
681-118,4149320-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,681 DE JEAN MDL SCl,0,601851,6810029
681-118,4149321-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,681 MACD & RICH. PKWY,1,601807,6810033
671-118,4149322-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,671 C C COLLEGE,1,601809,6710065
667-118,4149323-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,667 KOREMATSU MDL SCL,0,601847,6670086
667-118,4149324-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,667 NORTH RICHMOND,1,601803,6670087
G-118,4149325-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,G SAN FRANCISCO,1,601805,G0073
G-118,4149326-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,G SAN FRANCISCO,1,601806,G0073
G-118,4149327-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,G SAN FRANCISCO,1,601800,G0073
FS-118,4149328-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,FS NORTH BERKELEY,0,601876,FS0059
FS-118,4149329-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,FS NORTH BERKELEY,0,601922,FS0059
FS-118,4149330-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,FS NORTH BERKELEY,0,601872,FS0059
FS-118,4149331-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,FS NORTH BERKELEY,0,607773,FS0059
FS-118,4149332-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,FS SAN FRANCISCO,1,601811,FS0060
LA-118,4149333-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LA SAN FRANCISCO,1,601831,LA0107
LC-118,4149334-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LC HILLTOP PARK & RIDE,0,601818,LC0043
L-118,4149335-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601828,L0088
L-118,4149336-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601821,L0088
L-118,4149337-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601825,L0089
L-118,4149338-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601819,L0089
L-118,4149339-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601947,L0089
L-118,4149340-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601817,L0089
L-118,4149341-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601896,L0089
L-118,4149342-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601825,L0089
L-118,4149343-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601886,L0089
L-118,4149344-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601944,L0089
L-118,4149345-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601820,L0088
675-118,4149346-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,675 KOREMATSU MDL SCL,0,601849,6750097
675-118,4149347-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,675 MACDONALD & 21ST,1,601808,6750098
672-118,4149348-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,672 CRESPI MDL SCL,0,601865,6720033
684-118,4149349-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,684 EL CERRITO HIGH,0,601852,6840057
684-118,4149350-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,684 RICHMOND BART,1,601807,6840058
684-118,4149351-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,684 RICHMOND BART,1,601803,6840058
L-118,4149352-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601822,L0088
Z-118,4149353-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,Z WEST BERKELEY,0,601820,Z0044
Z-118,4149354-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,Z SAN FRANCISCO,1,601815,Z0048
FS-118,4149355-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,FS SAN FRANCISCO,1,601798,FS0060
L-118,4149356-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601822,L0088
L-118,4149357-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601925,L0089
L-118,4149358-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L RICHMOND,0,601868,L0089
LC-118,4149359-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LC HILLTOP PARK & RIDE,0,601925,LC0043
H-118,4149360-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H SAN FRANCISCO,1,601813,H0076
H-118,4149361-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H SAN FRANCISCO,1,601811,H0076
H-118,4149362-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601809,H0081
H-118,4149363-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H SAN FRANCISCO,1,601812,H0076
H-118,4149364-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601886,H0081
H-118,4149365-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601808,H0081
H-118,4149366-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601807,H0081
H-118,4149367-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601819,H0081
H-118,4149368-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601815,H0081
H-118,4149369-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H EL CERRITO,0,601873,H0081
376-118,4149370-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,376 DEL NORTE BART,0,601793,3760085
376-118,4149371-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,376 DEL NORTE BART,0,601793,3760085
376-118,4149372-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,376 DEL NORTE BART,0,601793,3760085
376-118,4149373-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,376 DEL NORTE BART,0,601793,3760084
J-118,4149374-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,601945,J0070
J-118,4149375-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,601924,J0070
J-118,4149376-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,601922,J0070
J-118,4149377-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,601889,J0070
J-118,4149378-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,601877,J0070
J-118,4149379-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,601924,J0070
J-118,4149380-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J BERKELEY,0,607773,J0070
J-118,4149381-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J SAN FRANCISCO,1,601800,J0066
J-118,4149382-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J SAN FRANCISCO,1,601949,J0066
J-118,4149383-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J SAN FRANCISCO,1,601801,J0066
J-118,4149384-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J SAN FRANCISCO,1,601852,J0066
J-118,4149385-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,J SAN FRANCISCO,1,601805,J0066
LC-118,4149386-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LC HILLTOP PARK & RIDE,0,601868,LC0043
H-118,4149387-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H SAN FRANCISCO,1,601814,H0076
H-118,4149388-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,H SAN FRANCISCO,1,601810,H0076
L-118,4149389-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601821,L0088
LA-118,4149390-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LA SAN FRANCISCO,1,601828,LA0101
L-118,4149391-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,L SAN FRANCISCO,1,601824,L0088
LA-118,4149392-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,LA SAN FRANCISCO,1,601830,LA0101
65-118,4149393-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650071
65-118,4149394-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149395-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149396-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149397-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149398-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149399-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149400-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149401-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149402-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149403-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149404-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149405-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149406-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149407-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149408-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601786,650071
65-118,4149409-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149410-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149411-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149412-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149413-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149414-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149415-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149416-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149417-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149418-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149419-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149420-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149421-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149422-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,1,601785,650073
65-118,4149423-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149424-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149425-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149426-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149427-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149428-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149429-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149430-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149431-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149432-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149433-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149434-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149435-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149436-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650072
65-118,4149437-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601785,650070
65-118,4149438-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149439-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149440-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149441-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149442-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149443-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149444-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149445-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149446-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149447-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149448-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149449-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149450-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149451-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
65-118,4149452-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,65 EUCLID,0,601786,650070
70-118,4149453-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149454-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149455-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149456-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149457-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149458-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149459-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149460-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149461-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149462-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149463-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149464-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149465-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149466-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149467-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149468-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149469-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149470-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149471-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149472-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149473-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149474-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149475-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149476-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149477-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149478-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149479-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601787,700153
70-118,4149480-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601892,700153
70-118,4149481-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND PKWY TC,0,601788,700153
70-118,4149482-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149483-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149484-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149485-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149486-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149487-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149488-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149489-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149490-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149491-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149492-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149493-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149494-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149495-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149496-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149497-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149498-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149499-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149500-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
70-118,4149501-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601788,700154
70-118,4149502-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601787,700154
70-118,4149503-1508FA-D2-Weekday-01,1508FA-D2-Weekday-01,70 RICHMOND BART,1,601892,700154
