route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
UCT5,WD,1111,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,WD,1114,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,WD,1120,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,WD,1123,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,WD,1128,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,WD,1131,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT7,WD,1044,Loop,,0,,UCT7_SHP,1,1
UCT7,WD,1051,Loop,,0,,UCT7_SHP,1,1
UCT7,WD,1058,Loop,,0,,UCT7_SHP,1,1
UCT7,WD,1065,Loop,,0,,UCT7_SHP,1,1
UCT7,WD,1072,Loop,,0,,UCT7_SHP,1,1
UCT7,WD,1079,Loop,,0,,UCT7_SHP,1,1
UCT7,WD,1088,Loop,,0,,UCT7_SHP,1,1
UCT8,WD,1006,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1015,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1025,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1034,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1041,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1048,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1055,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1062,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1069,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1076,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1086,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1097,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1107,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1118,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,WD,1126,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT9,WD,1012,UC BART,,1,,UCT9A_SHP,1,1
UCT9,WD,1020,UC BART,,1,,UCT9A_SHP,1,1
UCT9,WD,1029,UC BART,,1,,UCT9A_SHP,1,1
UCT9,WD,1084,UCB & Rocklin,,0,,UCT9P_SHP,1,1
UCT9,WD,1094,UCB & Rocklin,,0,,UCT9P_SHP,1,1
UCT9,WD,1102,UCB & Rocklin,,0,,UCT9P_SHP,1,1
UCT9,WD,1110,UCB & Rocklin,,0,,UCT9P_SHP,1,1
UCT9,WD,1116,UCB & Rocklin,,0,,UCT9P_SHP,1,1
UCT1,SA,3001,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3005,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3011,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3018,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3025,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3032,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3039,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3046,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3053,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3060,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3067,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3073,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SA,3079,UCB & Dyer - UC BART,,0,,UCT2_SHP,1,1
UCT2,SA,3004,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3010,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3016,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3023,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3030,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3037,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3044,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3051,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3058,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3065,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3072,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SA,3078,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT3,SA,3007,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3013,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3020,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3027,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3034,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3041,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3048,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3055,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3062,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3069,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SA,3075,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT4,SA,3009,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3015,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3022,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3029,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3036,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3043,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3050,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3057,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3064,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3071,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SA,3077,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT5,SA,3002,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3006,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3012,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3019,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3026,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3033,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3040,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3047,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3054,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3061,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3068,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SA,3074,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT7,SA,3017,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3024,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3031,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3038,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3045,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3052,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3059,Loop,,0,,UCT7_SHP,1,1
UCT7,SA,3066,Loop,,0,,UCT7_SHP,1,1
UCT8,SA,3003,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3008,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3014,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3021,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3028,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3035,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3042,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3049,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3056,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3063,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3070,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SA,3076,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT1,SU,5001,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5007,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5013,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5019,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5025,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5031,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5037,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5043,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5049,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5055,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT1,SU,5061,UCB & Dyer - UC BART,,0,,UCT1_SHP,1,1
UCT2,SU,5006,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5012,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5018,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5024,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5030,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5036,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5042,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5048,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5054,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT2,SU,5060,Kaiser - UC BART as Route 8,,0,,UCT2_SHP,1,1
UCT3,SU,5003,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5009,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5015,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5021,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5027,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5033,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5039,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5045,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5051,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT3,SU,5057,Union Landing - UC BART as Route 4,,0,,UCT3_SHP,1,1
UCT4,SU,5005,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5011,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5017,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5023,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5029,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5035,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5041,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5047,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5053,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT4,SU,5059,Union Landing - UC BART as Route 3,,0,,UCT4_SHP,1,1
UCT5,SU,5002,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5008,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5014,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5020,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5026,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5032,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5038,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5044,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5050,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT5,SU,5056,UCB & Dyer - UC BART,,0,,UCT5_SHP,1,1
UCT8,SU,5004,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5010,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5016,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5022,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5028,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5034,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5040,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5046,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5052,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
UCT8,SU,5058,Kaiser - UC BART as Route 2,,0,,UCT8_SHP,1,1
