stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
101,79101,Whipple Rd & Amaral Ave,Far Side,37.605971141,-122.057863902,,,,,,1
102,79102,Whipple Rd & Huntwood Ave,Far Side,37.605966,-122.054591,,,,,,1
103,79103,Whipple Rd & Medallion Ave,Nearside,37.605961,-122.051981,,,,,,1
104,79104,Whipple Rd & Hayman Ave,Far Side,37.605946,-122.045571,,,,,,1
105,79105,Whipple Rd & Central Ave,Far Side,37.605867,-122.0376,,,,,,1
106,79106,Whipple Rd & Railroad Ave,Nearside,37.605840234,-122.031516556,,,,,,1
107,79107,Whipple Rd & Barnard White,Nearside,37.605863864,-122.027760125,,,,,,1
108,79108,6th St & C St,Nearside,37.604396,-122.024216,,,,,,1
109,79109,E St & 6th St,Far Side,37.602274716,-122.021924489,,,,,,1
110,79110,9th St & E St,Far Side,37.600721109,-122.023600651,,,,,,1
111,79111,9th St & G St,Nearside,37.599081165,-122.021683049,,,,,,1
112,79112,H St & 10th St,Nearside,37.597070897,-122.021973537,,,,,,1
113,79113,Decoto Rd & 11th St,Far Side,37.593492903,-122.019506695,,,,,,1
114,79114,Decoto Rd & 11th St,Far Side,37.594074689,-122.018985471,,,,,,1
115,79115,Decoto Rd & 9th St,Nearside,37.59627,-122.018238,,,,,,1
116,79116,Decoto Rd & 7th St,Nearside,37.597390634,-122.017822193,,,,,,1
117,79117,7th St & Daggett Ave,Nearside,37.597423337,-122.015727985,,,,,,1
118,79118,7th St & Bedford Ave,Far Side,37.594948,-122.012003,,,,,,1
119,79119,7th St & Zwissig Ave,Far Side,37.591648,-122.008294,,,,,,1
120,79120,7th St & Cheseapeake Dr,Far Side,37.590282,-122.005663,,,,,,1
121,79121,Appian Wy & Mission Bl,Far Side,37.591606556,-122.003063894,,,,,,1
122,79122,Veneto St & Appian Wy,Nearside,37.592392269,-122.002817674,,,,,,1
123,79123,Veneto St & Famosa Ct,Mid-Block,37.593909,-122.004923,,,,,,1
124,79124,Masonic Home Main Entrance Gate,Mid-Block,37.597487353,-122.009849469,,,,,,1
125,79125,2nd St & Decoto Rd,Far Side,37.602240843,-122.016588836,,,,,,1
126,79126,2nd St & F St,Far Side,37.603555065,-122.018123187,,,,,,1
127,79127,2nd St & D St,Far Side,37.605393557,-122.020283745,,,,,,1
128,79128,Mission Bl & Whipple Rd,Far Side,37.607141,-122.020846,,,,,,1
129,79129,Tamarack Dr & Castro St,Far Side,37.608262217,-122.023487471,,,,,,1
130,79130,Tamarack Dr & Pulaski St,Far Side,37.608105851,-122.024539118,,,,,,1
131,79131,Tamarack Dr & Sumac Dr,Nearside,37.608020168,-122.027542626,,,,,,1
132,79132,Tamarack Dr & Ithaca St,Nearside,37.607580375,-122.03113144,,,,,,1
133,79133,Industrial Parkway Southwest & Whipple Rd,Far Side,37.608043894,-122.065103338,,,,,,1
134,79134,Calaveras Landing Shopping Center,Nearside,37.612185,-122.068294,,,,,,1
135,79135,Industrial Parkway Southwest Mid-Block,Nearside,37.608901,-122.065989,,,,,,1
136,79136,Dyer St & Whipple Rd,Far Side,37.604348,-122.069326,,,,,,1
137,79137,Dyer St & Alvarado-Niles Rd,Nearside,37.598578,-122.071066,,,,,,1
138,79138,Alvarado Bl & Dyer St,Far Side,37.590077,-122.07008,,,,,,1
139,79139,Alvarado Bl & Fair Ranch Dr,Far Side,37.591353,-122.07236,,,,,,1
140,79140,Alvarado Bl & New Haven Ave,Far Side,37.592616,-122.074978,,,,,,1
141,79141,Alvarado Bl & Fredi St,Nearside,37.591884,-122.077414,,,,,,1
142,79142,Union City Bl & Alvarado Bl,Far Side,37.590974,-122.081284,,,,,,1
143,79143,Union City Bl & Regents Bl,Far Side,37.58698,-122.081239,,,,,,1
144,79144,Union City Bl & Jean Dr,Far Side,37.580713,-122.081013,,,,,,1
145,79145,Regents Bl & Cabello St,Nearside,37.586056615,-122.076069767,,,,,,1
146,79146,Regents Bl & Queensboro Wy,Nearside,37.587555,-122.078869,,,,,,1
147,79147,Union City Bl & Montevideo Ct ,Nearside,37.588438,-122.080702,,,,,,1
148,79148,Union City Bl & Alvarado Bl,Nearside,37.590696,-122.080687,,,,,,1
149,79149,Alvarado Bl & Fredi St,Far Side,37.591712,-122.077198,,,,,,1
150,79150,Alvarado Bl & New Haven Ave,Nearside,37.592246,-122.074537,,,,,,1
151,79151,Alvarado Bl & Fair Ranch Dr,Nearside,37.591201,-122.072557,,,,,,1
152,79152,Mann Ave & Skylark Dr,Nearside,37.584990566,-122.017509123,,,,,,1
153,79153,Mann Ave & Perry Rd,Nearside,37.582601703,-122.018113696,,,,,,1
154,79154,Perry Rd & Kennedy Ave,Nearside,37.5830219,-122.020493229,,,,,,1
155,79155,Perry Rd & Decoto Rd,Far Side,37.583787491,-122.023404614,,,,,,1
156,79156,Perry Rd & Maraschino Pl,Nearside,37.584251951,-122.025477246,,,,,,1
157,79157,Perry Rd & Royal Ann Dr,Nearside,37.585008176,-122.028906495,,,,,,1
158,79158,Royal Ann Dr & Arizona St,Nearside,37.586774532,-122.028240048,,,,,,1
159,79159,Central Ave & Pacific Ave,Nearside,37.595851078,-122.037930192,,,,,,1
160,79160,Central Ave Mid-Block,Mid-Block,37.599335806,-122.037818548,,,,,,1
161,79161,Central Ave & Atlantic Ave,Nearside,37.601849636,-122.037791177,,,,,,1
162,79162,11th St & Decoto Rd,Far Side,37.59340609,-122.018907962,,,,,,1
163,79163,East Plaza Transit Loop,Terminal,37.591154597,-122.016976453,,,,,,1
164,79164,11th St & Galiano Wy,Far Side,37.593444249,-122.018582958,,,,,,1
165,79165,Central Ave & Whipple Rd,Far Side,37.605498588,-122.037998518,,,,,,1
166,79166,Central Ave & Atlantic Ave,Nearside,37.60235009,-122.038025652,,,,,,1
167,79167,Central Ave Mid-Block,Mid-Block,37.599445813,-122.038041945,,,,,,1
168,79168,Central Ave & Pacific Ave,Nearside,37.596305168,-122.038073329,,,,,,1
169,79169,Royal Ann Dr & Alvarado-Niles Rd,Far Side,37.588674893,-122.027861973,,,,,,1
170,79170,Royal Ann Dr & Arizona St,Nearside,37.58717077,-122.028288771,,,,,,1
171,79171,Royal Ann Dr & Perry Rd,Nearside,37.585146152,-122.029167734,,,,,,1
172,79172,Perry Rd & Maraschino Ct,Nearside,37.584176183,-122.025849461,,,,,,1
173,79173,Perry Rd & Decoto Rd,Far Side,37.583316363,-122.022270178,,,,,,1
174,79174,Perry Rd & Kennedy Ave,Far Side,37.582893029,-122.020512052,,,,,,1
175,79175,Mann Ave & Perry Rd,Far Side,37.582612797,-122.01794541,,,,,,1
176,79176,Mann Ave & Skylark Dr,Nearside,37.58456929,-122.017295077,,,,,,1
177,79177,Dyer St & Regents Bl,Nearside,37.584863315,-122.074053455,,,,,,1
178,79178,Dyer St & Deborah Dr,Far Side,37.582159002,-122.076461448,,,,,,1
179,79179,Dyer St & Jean Dr,Far Side,37.579783621,-122.078537755,,,,,,1
180,79180,Union City Bl & Dyer St,Far Side,37.577098279,-122.080816348,,,,,,1
181,79181,Union City Bl & Rose Dr,Far Side,37.574638698,-122.079489162,,,,,,1
182,79182,Delores Dr & Shirley Ct,Far Side,37.571291,-122.07628,,,,,,1
183,79183,Delores Dr & Gina Wy,Nearside,37.57311,-122.073822,,,,,,1
184,79184,Delores Dr & Shiela Wy,Far Side,37.574741,-122.072392,,,,,,1
185,79185,Delores Dr & Jean Dr,Far Side,37.575517,-122.072475,,,,,,1
186,79186,Delores Dr & Deborah Dr,Nearside,37.577193,-122.070239,,,,,,1
187,79187,Delores Dr & Regents Bl,Nearside,37.579611,-122.068076,,,,,,1
188,79188,Delores Dr & Polaris Ave,Nearside,37.581935,-122.065716,,,,,,1
189,79189,Meteor Dr & Chippendale Dr,Far Side,37.583625,-122.066662,,,,,,1
190,79190,Meteor Dr & Galaxy Dr,Nearside,37.58481,-122.068915,,,,,,1
191,79191,Dyer St & Ratekin Dr,Nearside,37.59993,-122.070309,,,,,,1
192,79192,Dyer St & Whipple Rd,Nearside,37.604453183,-122.068922568,,,,,,1
193,79193,Horner St & Union City Bl,Far Side,37.595385084,-122.080064254,,,,,,1
194,79194,Horner St & Fredi St,Nearside,37.593920406,-122.077370034,,,,,,1
195,79195,Fredi St & Alvarado Bl,Nearside,37.592045537,-122.077841299,,,,,,1
196,79196,Alvarado Bl & Union City Bl,Nearside,37.591758034,-122.080399541,,,,,,1
197,79197,Union City Bl & Horner St,Nearside,37.595333175,-122.08076109,,,,,,1
198,79198,Whipple Rd & Union City Bl,Far Side,37.605513941,-122.081752248,,,,,,1
199,79199,Tamarack Dr & Moccasin Dr,Nearside,37.607757651,-122.030635564,,,,,,1
200,79200,Tamarack Dr & Sumac Dr,Nearside,37.607881531,-122.027892041,,,,,,1
201,79201,Tamarack Dr & Pulaski St,Nearside,37.60798121,-122.024488527,,,,,,1
202,79202,Mission Bl & Tamarack Dr,Far Side,37.608313,-122.022623,,,,,,1
203,79203,Mission Bl & Whipple Rd,Far Side,37.605783,-122.019771,,,,,,1
204,79204,Mission Bl & F St,Nearside,37.603814,-122.017593,,,,,,1
205,79205,Mission Bl & Daggett Ave,Far Side,37.598303,-122.011438,,,,,,1
206,79206,Veneto St & Corona Pl,Nearside,37.594,-122.005087,,,,,,1
207,79207,Appian Wy & Mission Bl,Nearside,37.592002,-122.002868,,,,,,1
208,79208,7th St & Cheseapeake Dr,Far Side,37.590521,-122.006711,,,,,,1
209,79209,7th St & Daggett Ave,Far Side,37.597126,-122.014168,,,,,,1
210,79210,Decoto Rd & 7th St,Far Side,37.597759522,-122.018011149,,,,,,1
211,79211,Decoto Rd & Depot Rd,Far Side,37.595689,-122.01874,,,,,,1
212,79212,Union City Bl & Bay Colony Dr,Far Side,37.571572539,-122.077841848,,,,,,1
213,79213,Union City Bl & Rocklin Dr,Far Side,37.567743545,-122.072336749,,,,,,1
214,79214,Union City Bl & Delores Dr,Far Side,37.571182966,-122.077149841,,,,,,1
215,79215,Alvarado-Niles Rd Mid-Block (Post Office),Mid-Block,37.592828429,-122.041173962,,,,,,1
