stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
426,437,Summerfield Rd @ Carissa Ave,,38.437229000000002,-122.659515,,
117,115,Hwy 12 @ Middle Rincon Rd,,38.464087999999997,-122.664406,,
240,244,Olive St @ Laurel St,,38.433117000000003,-122.719009,,
449,461,1990 Santa Rosa Ave,,38.419452999999997,-122.713409,,
140,140,Montecito Blvd @ Benicia Dr,,38.473492,-122.675674,,
163,163,Santa Rosa Ave @ Colgan Ave,,38.421405999999998,-122.713356,,
186,187,Fulton Rd @ Placer Dr,,38.440865000000002,-122.769485,,
257,263,Sebastopol Rd @ Kenmore Ln,,38.426608999999999,-122.743454,,
432,443,Santa Rosa Ave @ Mill St,,38.434116000000003,-122.71173899999999,,
332,342,North Dutton Ave @ Tesconi Cir,,38.448554999999999,-122.732483,,
455,467,Townview Ln @ Neotomas Ave,,38.433959999999999,-122.687279,,
77,75,Hoen Ave @ Tahoe St,,38.440102000000003,-122.669708,,
280,288,Coffey Ln @ Empire Industrial Ct,,38.470199999999998,-122.74527,,
409,420,Hearn Ave @ Stony Point Rd,,38.412098,-122.740517,,
17,14,Mendocino Ave @ Administration Dr,,38.464714000000001,-122.719368,,
31,29,Sonoma Ave @ Doctors Park Dr,,38.443286999999998,-122.691772,,
326,336,Coffey Ln @ Piner Rd,,38.467556000000002,-122.744446,,
363,373,Coffey Ln @ Bluebell Dr,,38.465747999999998,-122.741623,,
217,219,Sonoma Ave @ Franquette Ave,,38.446106,-122.681664,,
223,226,Hoen Ave @ Sierra Creek Ln,,38.441875000000003,-122.665314,,
466,225,Hoen Ave @ Summerfield Rd,,38.443012000000003,-122.662903,,
372,383,South E St @ Hendley St,,38.431744000000002,-122.705208,,
269,277,Edwards Ave @ Cleveland Ave,,38.455635000000001,-122.72734800000001,,
123,121,Bryden Lane @ Austin Wy,,38.451163999999999,-122.69808999999999,,
60,58,West Eighth St @ Donahue St,,38.439776999999999,-122.72384599999999,,
226,229,Hoen Ave @ Camden Ct,,38.438419000000003,-122.67504099999999,,
297,307,North Dutton Ave @ Decker St,,38.441032,-122.72854599999999,,
83,81,Mendocino Ave @ Nason St,,38.449978000000002,-122.717415,,
415,426,Santa Rosa Ave @ Flower Ave,,38.423977000000001,-122.7136,,
177,178,West Third St @ Westbrook Dr,,38.433712,-122.740005,,
154,154,Petaluma Hill Rd @ Santa Ana Wy,,38.421982,-122.706757,,
203,205,Fourth St @ Talbot Ave,,38.447273000000003,-122.70105700000001,,
134,133,Calistoga Rd @ Monte Verde Dr,,38.472279,-122.654099,,
34,32,Hahman Dr @ Patio Ct,,38.441997999999998,-122.685188,,
40,38,Hearn Ave @ West Ave,,38.414378999999997,-122.72642500000001,,
11,8,Stagecoach Rd @ Fountaingrove Pkwy,,38.486213999999997,-122.710556,,
183,184,West Third St @ Senna Dr,,38.438122,-122.761887,,
111,109,Calistoga Rd @ Yerba Buena Dr,,38.473553000000003,-122.654518,,
160,160,Kawana Springs Rd @ Meadow Wy,,38.416545999999997,-122.70832799999999,,
54,52,Sonoma Ave @ Brookwood Ave,,38.440356999999999,-122.7033,,
303,313,Guerneville Rd @ Coffey Ln,,38.456553999999997,-122.735962,,
446,458,Bennett Valley Rd @ Brookwood Ave,,38.432811999999998,-122.70208,,
91,89,Hahman Dr @ Midway Dr,,38.446514000000001,-122.686104,,
103,101,Montecito Blvd @ Benicia Dr,,38.473526,-122.675377,,
340,350,Corby Ave @ Myrtlewood Dr,,38.423209999999997,-122.717445,,
352,362,Elsa Dr @ Santa Rosa Ave,,38.405697000000004,-122.712738,,
289,299,Santa Rosa Ave @ South A St,,38.431716999999999,-122.71141799999999,,
389,400,Marlow Rd @ Guerneville Rd,,38.451824000000002,-122.751289,,
395,406,Marlow Rd @ Crosspoint Ave,,38.455356999999999,-122.752129,,
97,95,Mission Blvd @ Quigg Dr,,38.458302000000003,-122.672997,,
346,356,West Ave @ Leo Dr,,38.418647999999997,-122.72751599999999,,
197,199,West Third St @ Rusch Ct,,38.432991000000001,-122.73365800000001,,
246,250,Sebastopol Rd @ Hampton Wy,,38.427653999999997,-122.73814400000001,,
143,143,Mission Blvd @ Culebra Ave,,38.465519,-122.676338,,
214,216,Montgomery Dr @ Alderbrook Dr,,38.444561,-122.694901,,
120,118,Hwy 12 @ Village Pkwy,,38.455737999999997,-122.679497,,
237,241,Third St @ Brookwood Ave,,38.442672999999999,-122.706909,,
452,464,Petaluma Hill Rd @ Aston Ave,,38.423634,-122.707916,,
166,166,Petaluma Hill Rd @ Pressley St,,38.427836999999997,-122.710342,,
306,316,Guerneville Rd @ Ridley Ave,,38.452717,-122.745941,,
312,322,1700 Fulton Rd-Piner High School,,38.460498999999999,-122.769485,,
383,394,Stony Point Rd @ Mesa Ave,,38.424647999999998,-122.740898,,
329,339,North Dutton Ave @ El Cerrito Ct,,38.454608999999998,-122.73715199999999,,
360,370,Range Ave @ State Farm Dr,,38.466644000000002,-122.732552,,
260,266,Sebastopol Rd @ Mcminn Ave,,38.429023999999998,-122.731613,,
429,440,Bethards Dr @ Tachevah Dr,,38.428142999999999,-122.66419999999999,,
283,291,Hopper Ave @ Coffey Ln,,38.479590999999999,-122.74659,,
406,417,Northpoint Pkwy @ Thunderbolt Wy,,38.416023000000003,-122.74733000000001,,
220,222,Sonoma Ave @ Summerfield Rd,,38.449635000000001,-122.668739,,
469,378,Coffey Ln @ Bluebell Dr,,38.465587999999997,-122.741753,,
114,112,Calistoga Rd @ Hwy 12,,38.466361999999997,-122.653671,,
20,18,1401 Fountaingrove Pkwy-Varena Apts,,38.483891,-122.71238700000001,,
266,274,Mendocino Ave @ Mcconnell Ave,,38.455029000000003,-122.71721599999999,,
423,434,College Ave @ Brookwood Ave,,38.445286000000003,-122.708366,,
68,66,55 Stony Point Rd-Finley Park,,38.442390000000003,-122.748306,,
80,78,Mendocino Ave @ Cherry St,,38.444541999999998,-122.71687300000001,,
277,285,Piner Rd @ Piner Pl,,38.472095000000003,-122.73612199999999,,
412,423,Round Barn Blvd @ Round Barn Cir,,38.478141999999998,-122.72807299999999,,
28,26,Sonoma Ave @ Brookwood Ave,,38.440441,-122.70217100000001,,
323,333,Coffey Ln @ West Steele Ln,,38.459347000000001,-122.73960099999999,,
366,376,Mission Blvd @ Mission Cir,,38.458302000000003,-122.672997,,
174,175,West Third St @ Pierson St,,38.435676999999998,-122.722336,,
74,72,West College Ave @ Maxwell Ct,,38.445712999999998,-122.72988100000001,,
320,330,West Steele Ln @ Rochele St,,38.459698000000003,-122.75000799999999,,
369,380,Montgomery Dr @ Jacqueline Dr,,38.452030000000001,-122.675438,,
131,129,Hwy 12 @ Maria Ln,,38.464733000000003,-122.660461,,
392,403,West Steele Ln @ Coffey Ln,,38.460017999999998,-122.741089,,
249,254,Northpoint Pkwy @ Stony Point Rd,,38.416049999999998,-122.740891,,
180,181,West Third St @ Brittain Ln,,38.435462999999999,-122.75344800000001,,
57,55,Yulupa Ave @ Neotomas Ave,,38.428303,-122.66817500000001,,
157,157,Aston Ave @ Hendley St,,38.425800000000002,-122.70275100000001,,
206,208,College Ave @ Stewart St-Ymca,,38.445453999999998,-122.707176,,
14,11,Chanate Rd @ Terra Linda Dr,,38.467433999999997,-122.71296700000001,,
37,35,Hoen Ave @ Moore Rd,,38.437480999999998,-122.67746,,
137,136,6959 Montecito Blvd-Rincon Valley Region,,38.478745000000004,-122.661255,,
386,397,Stony Point Rd @ Glenbrook Dr,,38.437182999999997,-122.742683,,
243,247,Sebastopol Rd @ West Ave,,38.429813000000003,-122.729309,,
8,5,Chanate Rd @ County Farm Rd,,38.469527999999997,-122.703957,,
349,359,Delport Ave @ Mcminn Ave,,38.423648999999997,-122.731033,,
435,446,Farmers Ln @ Neotomas Ave,,38.434463999999998,-122.687752,,
51,49,Sonoma Ave @ Rosedale St,,38.442718999999997,-122.694603,,
300,310,North Dutton Ave @ Tesconi Cir,,38.450423999999998,-122.734116,,
151,151,Petaluma Hill Rd @ Barham Ave,,38.427700000000002,-122.71056400000001,,
194,195,Stony Point Rd @ Stony Cir,,38.440502000000002,-122.74520099999999,,
200,202,West Third St @ Railroad Ave,,38.436709999999998,-122.719437,,
100,98,Mission Blvd @ Culebra Dr,,38.465739999999997,-122.676186,,
343,353,Hearn Ave @ Corby Ave,,38.414493999999998,-122.71801000000001,,
443,455,Kawana Springs Rd @ Santa Rosa Ave,,38.416302000000002,-122.712799,,
