trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,last_stop_on_trip
t454-sl4-p53-r79,,,146,123,,,,2049,
t454-sl4-p53-r79,,,147,143,,,,2383,
t454-sl4-p53-r79,,,148,181,,,,3004,
t454-sl4-p53-r79,,,149,215,,,,3569,
t454-sl4-p53-r79,,,150,250,,,,4149,
t454-sl4-p53-r79,,,151,362,,,,6015,
t454-sl4-p53-r79,,,152,475,,,,7878,
t454-sl4-p53-r79,10:04:00,10:04:00,441,540,,,,8952,
t454-sl4-p53-r79,,,442,607,,,,10186,
t454-sl4-p53-r79,,,443,661,,,,11187,
t454-sl4-p53-r79,,,439,733,,,,12508,
t454-sl4-p53-r79,,,459,800,,,,13730,
t454-sl4-p53-r79,10:10:00,10:10:00,440,900,,,,15553,
t454-sl4-p53-r79,,,449,983,,,,17838,
t454-sl4-p53-r79,,,163,1009,,,,18552,
t454-sl4-p53-r79,,,164,1045,,,,19549,
t454-sl4-p53-r79,,,165,1090,,,,20797,
t454-sl4-p53-r79,10:14:00,10:14:00,156,1140,,,,22143,
t454-sl4-p53-r79,,,167,1197,,,,23304,
t454-sl4-p53-r79,,,446,1262,,,,24627,
t454-sl4-p53-r79,,,447,1373,,,,26888,
t454-sl4-p53-r79,,,448,1459,,,,28630,
t454-sl4-p53-r79,,,450,1486,,,,29189,
t454-sl4-p53-r79,,,451,1535,,,,30191,
t454-sl4-p53-r79,,,454,1567,,,,30839,
t454-sl4-p53-r79,,,455,1608,,,,31674,
t454-sl4-p53-r79,10:22:00,10:22:00,435,1620,,,,31903,
t454-sl4-p53-r79,,,456,1922,,,,34762,
t454-sl4-p53-r79,10:29:00,10:29:00,49,2040,,,,35873,
t454-sl4-p53-r79,,,122,2135,,,,38060,
t454-sl4-p53-r79,,,208,2248,,,,40652,
t454-sl4-p53-r79,10:34:00,10:34:00,458,2340,,,,42765,
t454-sl4-p53-r79,,,236,2433,,,,43277,
t454-sl4-p53-r79,,,237,2553,,,,43937,
t454-sl4-p53-r79,,,238,2809,,,,45342,
t454-sl4-p53-r79,10:45:00,10:45:00,26,3000,,,,46391,1
t455-sl2-p54-r19,06:05:00,06:05:00,26,0,,,,0,
t455-sl2-p54-r19,,,288,58,,,,1809,
t455-sl2-p54-r19,,,289,85,,,,2634,
t455-sl2-p54-r19,,,358,139,,,,4294,
t455-sl2-p54-r19,,,415,180,,,,5549,
t455-sl2-p54-r19,06:09:00,06:09:00,442,240,,,,7382,
t455-sl2-p54-r19,,,343,412,,,,9432,
t455-sl2-p54-r19,,,344,507,,,,10567,
t455-sl2-p54-r19,,,12,565,,,,11251,
t455-sl2-p54-r19,,,40,615,,,,11841,
t455-sl2-p54-r19,06:18:00,06:18:00,351,780,,,,13802,
t455-sl2-p54-r19,,,416,981,,,,17454,
t455-sl2-p54-r19,,,108,1106,,,,19714,
t455-sl2-p54-r19,,,46,1154,,,,20565,
t455-sl2-p54-r19,06:25:00,06:25:00,128,1200,,,,21396,
t455-sl2-p54-r19,,,352,1220,,,,21764,
t455-sl2-p54-r19,,,201,1258,,,,22458,
t455-sl2-p54-r19,,,25,1311,,,,23411,
t455-sl2-p54-r19,,,231,1348,,,,24069,
t455-sl2-p54-r19,06:30:00,06:30:00,449,1500,,,,26808,
t455-sl2-p54-r19,,,163,1559,,,,27521,
t455-sl2-p54-r19,,,164,1642,,,,28519,
t455-sl2-p54-r19,,,165,1746,,,,29767,
t455-sl2-p54-r19,,,428,1889,,,,31480,
t455-sl2-p54-r19,,,432,1952,,,,32240,
t455-sl2-p54-r19,06:40:00,06:40:00,26,2100,,,,34003,1
t456-sl2-p54-r3,06:35:00,06:35:00,26,0,,,,0,
t456-sl2-p54-r3,,,288,58,,,,1809,
t456-sl2-p54-r3,,,289,85,,,,2634,
t456-sl2-p54-r3,,,358,139,,,,4294,
t456-sl2-p54-r3,,,415,180,,,,5549,
t456-sl2-p54-r3,06:39:00,06:39:00,442,240,,,,7382,
t456-sl2-p54-r3,,,343,412,,,,9432,
t456-sl2-p54-r3,,,344,507,,,,10567,
t456-sl2-p54-r3,,,12,565,,,,11251,
t456-sl2-p54-r3,,,40,615,,,,11841,
t456-sl2-p54-r3,06:48:00,06:48:00,351,780,,,,13802,
t456-sl2-p54-r3,,,416,981,,,,17454,
t456-sl2-p54-r3,,,108,1106,,,,19714,
t456-sl2-p54-r3,,,46,1154,,,,20565,
t456-sl2-p54-r3,06:55:00,06:55:00,128,1200,,,,21396,
t456-sl2-p54-r3,,,352,1220,,,,21764,
t456-sl2-p54-r3,,,201,1258,,,,22458,
t456-sl2-p54-r3,,,25,1311,,,,23411,
t456-sl2-p54-r3,,,231,1348,,,,24069,
t456-sl2-p54-r3,07:00:00,07:00:00,449,1500,,,,26808,
t456-sl2-p54-r3,,,163,1559,,,,27521,
t456-sl2-p54-r3,,,164,1642,,,,28519,
t456-sl2-p54-r3,,,165,1746,,,,29767,
t456-sl2-p54-r3,,,428,1889,,,,31480,
t456-sl2-p54-r3,,,432,1952,,,,32240,
t456-sl2-p54-r3,07:10:00,07:10:00,26,2100,,,,34003,1
t457-sl2-p94-r15,06:55:00,07:00:00,26,0,,,,0,
t457-sl2-p94-r15,,,288,73,,,,1809,
t457-sl2-p94-r15,,,289,107,,,,2634,
t457-sl2-p94-r15,,,358,174,,,,4294,
t457-sl2-p94-r15,,,415,225,,,,5549,
t457-sl2-p94-r15,07:05:00,07:05:00,442,300,,,,7382,
t457-sl2-p94-r15,,,343,472,,,,9432,
t457-sl2-p94-r15,,,344,567,,,,10567,
t457-sl2-p94-r15,,,12,625,,,,11251,
t457-sl2-p94-r15,,,40,675,,,,11841,
t457-sl2-p94-r15,07:14:00,07:14:00,351,840,,,,13802,
t457-sl2-p94-r15,,,416,1128,,,,17454,
t457-sl2-p94-r15,,,108,1307,,,,19714,
t457-sl2-p94-r15,,,46,1374,,,,20565,
t457-sl2-p94-r15,07:24:00,07:24:00,128,1440,,,,21396,
t457-sl2-p94-r15,,,352,1464,,,,21764,
t457-sl2-p94-r15,,,201,1510,,,,22458,
t457-sl2-p94-r15,,,25,1574,,,,23411,
t457-sl2-p94-r15,,,231,1617,,,,24069,
t457-sl2-p94-r15,07:30:00,07:30:00,449,1800,,,,26808,
t457-sl2-p94-r15,,,163,1859,,,,27521,
t457-sl2-p94-r15,,,164,1942,,,,28519,
t457-sl2-p94-r15,,,165,2046,,,,29767,
t457-sl2-p94-r15,,,428,2189,,,,31480,
t457-sl2-p94-r15,,,432,2252,,,,32240,
t457-sl2-p94-r15,07:40:00,07:40:00,26,2400,,,,34003,1
t458-sl2-p94-r17,07:25:00,07:30:00,26,0,,,,0,
t458-sl2-p94-r17,,,288,73,,,,1809,
t458-sl2-p94-r17,,,289,107,,,,2634,
t458-sl2-p94-r17,,,358,174,,,,4294,
t458-sl2-p94-r17,,,415,225,,,,5549,
t458-sl2-p94-r17,07:35:00,07:35:00,442,300,,,,7382,
t458-sl2-p94-r17,,,343,472,,,,9432,
t458-sl2-p94-r17,,,344,567,,,,10567,
t458-sl2-p94-r17,,,12,625,,,,11251,
t458-sl2-p94-r17,,,40,675,,,,11841,
t458-sl2-p94-r17,07:44:00,07:44:00,351,840,,,,13802,
t458-sl2-p94-r17,,,416,1128,,,,17454,
t458-sl2-p94-r17,,,108,1307,,,,19714,
t458-sl2-p94-r17,,,46,1374,,,,20565,
t458-sl2-p94-r17,07:54:00,07:54:00,128,1440,,,,21396,
t458-sl2-p94-r17,,,352,1464,,,,21764,
t458-sl2-p94-r17,,,201,1510,,,,22458,
t458-sl2-p94-r17,,,25,1574,,,,23411,
t458-sl2-p94-r17,,,231,1617,,,,24069,
t458-sl2-p94-r17,08:00:00,08:00:00,449,1800,,,,26808,
t458-sl2-p94-r17,,,163,1859,,,,27521,
t458-sl2-p94-r17,,,164,1942,,,,28519,
t458-sl2-p94-r17,,,165,2046,,,,29767,
t458-sl2-p94-r17,,,428,2189,,,,31480,
t458-sl2-p94-r17,,,432,2252,,,,32240,
t458-sl2-p94-r17,08:10:00,08:10:00,26,2400,,,,34003,1
t458-sl3-p55-r49,07:25:00,07:30:00,26,0,,,,0,
t458-sl3-p55-r49,,,288,73,,,,1809,
t458-sl3-p55-r49,,,289,107,,,,2634,
t458-sl3-p55-r49,,,358,174,,,,4294,
t458-sl3-p55-r49,,,415,225,,,,5549,
t458-sl3-p55-r49,07:35:00,07:35:00,442,300,,,,7382,
t458-sl3-p55-r49,,,343,472,,,,9432,
t458-sl3-p55-r49,,,344,567,,,,10567,
t458-sl3-p55-r49,,,12,625,,,,11251,
t458-sl3-p55-r49,,,40,675,,,,11841,
t458-sl3-p55-r49,07:44:00,07:44:00,351,840,,,,13802,
t458-sl3-p55-r49,,,416,1128,,,,17454,
t458-sl3-p55-r49,,,108,1307,,,,19714,
t458-sl3-p55-r49,,,46,1374,,,,20565,
t458-sl3-p55-r49,07:54:00,07:54:00,128,1440,,,,21396,
t458-sl3-p55-r49,,,352,1464,,,,21764,
t458-sl3-p55-r49,,,201,1510,,,,22458,
t458-sl3-p55-r49,,,25,1574,,,,23411,
t458-sl3-p55-r49,,,231,1617,,,,24069,
t458-sl3-p55-r49,08:00:00,08:00:00,449,1800,,,,26808,
t458-sl3-p55-r49,,,163,1859,,,,27521,
t458-sl3-p55-r49,,,164,1942,,,,28519,
t458-sl3-p55-r49,,,165,2046,,,,29767,
t458-sl3-p55-r49,,,428,2189,,,,31480,
t458-sl3-p55-r49,,,432,2252,,,,32240,
t458-sl3-p55-r49,08:10:00,08:10:00,26,2400,,,,34003,1
t459-sl2-p94-r29,07:40:00,08:00:00,26,0,,,,0,
t459-sl2-p94-r29,,,288,73,,,,1809,
t459-sl2-p94-r29,,,289,107,,,,2634,
t459-sl2-p94-r29,,,358,174,,,,4294,
t459-sl2-p94-r29,,,415,225,,,,5549,
t459-sl2-p94-r29,08:05:00,08:05:00,442,300,,,,7382,
t459-sl2-p94-r29,,,343,472,,,,9432,
t459-sl2-p94-r29,,,344,567,,,,10567,
t459-sl2-p94-r29,,,12,625,,,,11251,
t459-sl2-p94-r29,,,40,675,,,,11841,
t459-sl2-p94-r29,08:14:00,08:14:00,351,840,,,,13802,
t459-sl2-p94-r29,,,416,1128,,,,17454,
t459-sl2-p94-r29,,,108,1307,,,,19714,
t459-sl2-p94-r29,,,46,1374,,,,20565,
t459-sl2-p94-r29,08:24:00,08:24:00,128,1440,,,,21396,
t459-sl2-p94-r29,,,352,1464,,,,21764,
t459-sl2-p94-r29,,,201,1510,,,,22458,
t459-sl2-p94-r29,,,25,1574,,,,23411,
t459-sl2-p94-r29,,,231,1617,,,,24069,
t459-sl2-p94-r29,08:30:00,08:30:00,449,1800,,,,26808,
t459-sl2-p94-r29,,,163,1859,,,,27521,
t459-sl2-p94-r29,,,164,1942,,,,28519,
t459-sl2-p94-r29,,,165,2046,,,,29767,
t459-sl2-p94-r29,,,428,2189,,,,31480,
t459-sl2-p94-r29,,,432,2252,,,,32240,
t459-sl2-p94-r29,08:40:00,08:40:00,26,2400,,,,34003,1
t46-sl2-p69-r13,07:10:00,07:15:00,26,0,,,,0,
t46-sl2-p69-r13,,,58,105,,,,1648,
t46-sl2-p69-r13,,,59,146,,,,2294,
t46-sl2-p69-r13,,,60,190,,,,2979,
t46-sl2-p69-r13,,,61,240,,,,3770,
t46-sl2-p69-r13,07:20:00,07:20:00,62,300,,,,4702,
t46-sl2-p69-r13,,,63,337,,,,5602,
t46-sl2-p69-r13,,,64,366,,,,6303,
t46-sl2-p69-r13,,,65,413,,,,7426,
t46-sl2-p69-r13,,,66,453,,,,8370,
t46-sl2-p69-r13,,,67,488,,,,9221,
t46-sl2-p69-r13,,,387,516,,,,9890,
t46-sl2-p69-r13,,,68,543,,,,10529,
t46-sl2-p69-r13,07:25:00,07:25:00,193,600,,,,11884,
t46-sl2-p69-r13,,,69,623,,,,12597,
t46-sl2-p69-r13,,,70,655,,,,13595,
t46-sl2-p69-r13,,,71,675,,,,14206,
t46-sl2-p69-r13,,,72,714,,,,15380,
t46-sl2-p69-r13,,,73,763,,,,16883,
t46-sl2-p69-r13,,,74,805,,,,18184,
t46-sl2-p69-r13,07:29:00,07:29:00,75,840,,,,19236,
t46-sl2-p69-r13,,,76,994,,,,20827,
t46-sl2-p69-r13,,,420,1094,,,,21864,
t46-sl2-p69-r13,,,422,1199,,,,22939,
t46-sl2-p69-r13,,,424,1272,,,,23694,
t46-sl2-p69-r13,,,238,1398,,,,24991,
t46-sl2-p69-r13,07:40:00,07:40:00,26,1500,,,,26040,1
t460-sl2-p94-r15,08:25:00,08:30:00,26,0,,,,0,
t460-sl2-p94-r15,,,288,73,,,,1809,
t460-sl2-p94-r15,,,289,107,,,,2634,
t460-sl2-p94-r15,,,358,174,,,,4294,
t460-sl2-p94-r15,,,415,225,,,,5549,
t460-sl2-p94-r15,08:35:00,08:35:00,442,300,,,,7382,
t460-sl2-p94-r15,,,343,472,,,,9432,
t460-sl2-p94-r15,,,344,567,,,,10567,
t460-sl2-p94-r15,,,12,625,,,,11251,
t460-sl2-p94-r15,,,40,675,,,,11841,
t460-sl2-p94-r15,08:44:00,08:44:00,351,840,,,,13802,
t460-sl2-p94-r15,,,416,1128,,,,17454,
t460-sl2-p94-r15,,,108,1307,,,,19714,
t460-sl2-p94-r15,,,46,1374,,,,20565,
t460-sl2-p94-r15,08:54:00,08:54:00,128,1440,,,,21396,
t460-sl2-p94-r15,,,352,1464,,,,21764,
t460-sl2-p94-r15,,,201,1510,,,,22458,
t460-sl2-p94-r15,,,25,1574,,,,23411,
t460-sl2-p94-r15,,,231,1617,,,,24069,
t460-sl2-p94-r15,09:00:00,09:00:00,449,1800,,,,26808,
t460-sl2-p94-r15,,,163,1859,,,,27521,
t460-sl2-p94-r15,,,164,1942,,,,28519,
t460-sl2-p94-r15,,,165,2046,,,,29767,
t460-sl2-p94-r15,,,428,2189,,,,31480,
t460-sl2-p94-r15,,,432,2252,,,,32240,
t460-sl2-p94-r15,09:10:00,09:10:00,26,2400,,,,34003,1
t460-sl3-p55-r51,08:25:00,08:30:00,26,0,,,,0,
t460-sl3-p55-r51,,,288,73,,,,1809,
t460-sl3-p55-r51,,,289,107,,,,2634,
t460-sl3-p55-r51,,,358,174,,,,4294,
t460-sl3-p55-r51,,,415,225,,,,5549,
t460-sl3-p55-r51,08:35:00,08:35:00,442,300,,,,7382,
t460-sl3-p55-r51,,,343,472,,,,9432,
t460-sl3-p55-r51,,,344,567,,,,10567,
t460-sl3-p55-r51,,,12,625,,,,11251,
t460-sl3-p55-r51,,,40,675,,,,11841,
t460-sl3-p55-r51,08:44:00,08:44:00,351,840,,,,13802,
t460-sl3-p55-r51,,,416,1128,,,,17454,
t460-sl3-p55-r51,,,108,1307,,,,19714,
t460-sl3-p55-r51,,,46,1374,,,,20565,
t460-sl3-p55-r51,08:54:00,08:54:00,128,1440,,,,21396,
t460-sl3-p55-r51,,,352,1464,,,,21764,
t460-sl3-p55-r51,,,201,1510,,,,22458,
t460-sl3-p55-r51,,,25,1574,,,,23411,
t460-sl3-p55-r51,,,231,1617,,,,24069,
t460-sl3-p55-r51,09:00:00,09:00:00,449,1800,,,,26808,
t460-sl3-p55-r51,,,163,1859,,,,27521,
t460-sl3-p55-r51,,,164,1942,,,,28519,
t460-sl3-p55-r51,,,165,2046,,,,29767,
t460-sl3-p55-r51,,,428,2189,,,,31480,
t460-sl3-p55-r51,,,432,2252,,,,32240,
t460-sl3-p55-r51,09:10:00,09:10:00,26,2400,,,,34003,1
t461-sl2-p94-r19,08:55:00,09:00:00,26,0,,,,0,
t461-sl2-p94-r19,,,288,73,,,,1809,
t461-sl2-p94-r19,,,289,107,,,,2634,
t461-sl2-p94-r19,,,358,174,,,,4294,
t461-sl2-p94-r19,,,415,225,,,,5549,
t461-sl2-p94-r19,09:05:00,09:05:00,442,300,,,,7382,
t461-sl2-p94-r19,,,343,472,,,,9432,
t461-sl2-p94-r19,,,344,567,,,,10567,
t461-sl2-p94-r19,,,12,625,,,,11251,
t461-sl2-p94-r19,,,40,675,,,,11841,
t461-sl2-p94-r19,09:14:00,09:14:00,351,840,,,,13802,
t461-sl2-p94-r19,,,416,1128,,,,17454,
t461-sl2-p94-r19,,,108,1307,,,,19714,
t461-sl2-p94-r19,,,46,1374,,,,20565,
t461-sl2-p94-r19,09:24:00,09:24:00,128,1440,,,,21396,
t461-sl2-p94-r19,,,352,1464,,,,21764,
t461-sl2-p94-r19,,,201,1510,,,,22458,
t461-sl2-p94-r19,,,25,1574,,,,23411,
t461-sl2-p94-r19,,,231,1617,,,,24069,
t461-sl2-p94-r19,09:30:00,09:30:00,449,1800,,,,26808,
t461-sl2-p94-r19,,,163,1859,,,,27521,
t461-sl2-p94-r19,,,164,1942,,,,28519,
t461-sl2-p94-r19,,,165,2046,,,,29767,
t461-sl2-p94-r19,,,428,2189,,,,31480,
t461-sl2-p94-r19,,,432,2252,,,,32240,
t461-sl2-p94-r19,09:40:00,09:40:00,26,2400,,,,34003,1
t462-sl2-p94-r11,09:25:00,09:30:00,26,0,,,,0,
t462-sl2-p94-r11,,,288,73,,,,1809,
t462-sl2-p94-r11,,,289,107,,,,2634,
t462-sl2-p94-r11,,,358,174,,,,4294,
t462-sl2-p94-r11,,,415,225,,,,5549,
t462-sl2-p94-r11,09:35:00,09:35:00,442,300,,,,7382,
t462-sl2-p94-r11,,,343,472,,,,9432,
t462-sl2-p94-r11,,,344,567,,,,10567,
t462-sl2-p94-r11,,,12,625,,,,11251,
t462-sl2-p94-r11,,,40,675,,,,11841,
t462-sl2-p94-r11,09:44:00,09:44:00,351,840,,,,13802,
t462-sl2-p94-r11,,,416,1128,,,,17454,
t462-sl2-p94-r11,,,108,1307,,,,19714,
t462-sl2-p94-r11,,,46,1374,,,,20565,
t462-sl2-p94-r11,09:54:00,09:54:00,128,1440,,,,21396,
t462-sl2-p94-r11,,,352,1464,,,,21764,
t462-sl2-p94-r11,,,201,1510,,,,22458,
t462-sl2-p94-r11,,,25,1574,,,,23411,
t462-sl2-p94-r11,,,231,1617,,,,24069,
t462-sl2-p94-r11,10:00:00,10:00:00,449,1800,,,,26808,
t462-sl2-p94-r11,,,163,1859,,,,27521,
t462-sl2-p94-r11,,,164,1942,,,,28519,
t462-sl2-p94-r11,,,165,2046,,,,29767,
t462-sl2-p94-r11,,,428,2189,,,,31480,
t462-sl2-p94-r11,,,432,2252,,,,32240,
t462-sl2-p94-r11,10:10:00,10:10:00,26,2400,,,,34003,1
t462-sl3-p55-r67,09:25:00,09:30:00,26,0,,,,0,
t462-sl3-p55-r67,,,288,73,,,,1809,
t462-sl3-p55-r67,,,289,107,,,,2634,
t462-sl3-p55-r67,,,358,174,,,,4294,
t462-sl3-p55-r67,,,415,225,,,,5549,
t462-sl3-p55-r67,09:35:00,09:35:00,442,300,,,,7382,
t462-sl3-p55-r67,,,343,472,,,,9432,
t462-sl3-p55-r67,,,344,567,,,,10567,
t462-sl3-p55-r67,,,12,625,,,,11251,
t462-sl3-p55-r67,,,40,675,,,,11841,
t462-sl3-p55-r67,09:44:00,09:44:00,351,840,,,,13802,
t462-sl3-p55-r67,,,416,1128,,,,17454,
t462-sl3-p55-r67,,,108,1307,,,,19714,
t462-sl3-p55-r67,,,46,1374,,,,20565,
t462-sl3-p55-r67,09:54:00,09:54:00,128,1440,,,,21396,
t462-sl3-p55-r67,,,352,1464,,,,21764,
t462-sl3-p55-r67,,,201,1510,,,,22458,
t462-sl3-p55-r67,,,25,1574,,,,23411,
t462-sl3-p55-r67,,,231,1617,,,,24069,
t462-sl3-p55-r67,10:00:00,10:00:00,449,1800,,,,26808,
t462-sl3-p55-r67,,,163,1859,,,,27521,
t462-sl3-p55-r67,,,164,1942,,,,28519,
t462-sl3-p55-r67,,,165,2046,,,,29767,
t462-sl3-p55-r67,,,428,2189,,,,31480,
t462-sl3-p55-r67,,,432,2252,,,,32240,
t462-sl3-p55-r67,10:10:00,10:10:00,26,2400,,,,34003,1
t463-sl2-p94-r25,09:40:00,10:00:00,26,0,,,,0,
t463-sl2-p94-r25,,,288,73,,,,1809,
t463-sl2-p94-r25,,,289,107,,,,2634,
t463-sl2-p94-r25,,,358,174,,,,4294,
t463-sl2-p94-r25,,,415,225,,,,5549,
t463-sl2-p94-r25,10:05:00,10:05:00,442,300,,,,7382,
t463-sl2-p94-r25,,,343,472,,,,9432,
t463-sl2-p94-r25,,,344,567,,,,10567,
t463-sl2-p94-r25,,,12,625,,,,11251,
t463-sl2-p94-r25,,,40,675,,,,11841,
t463-sl2-p94-r25,10:14:00,10:14:00,351,840,,,,13802,
t463-sl2-p94-r25,,,416,1128,,,,17454,
t463-sl2-p94-r25,,,108,1307,,,,19714,
t463-sl2-p94-r25,,,46,1374,,,,20565,
t463-sl2-p94-r25,10:24:00,10:24:00,128,1440,,,,21396,
t463-sl2-p94-r25,,,352,1464,,,,21764,
t463-sl2-p94-r25,,,201,1510,,,,22458,
t463-sl2-p94-r25,,,25,1574,,,,23411,
t463-sl2-p94-r25,,,231,1617,,,,24069,
t463-sl2-p94-r25,10:30:00,10:30:00,449,1800,,,,26808,
t463-sl2-p94-r25,,,163,1859,,,,27521,
t463-sl2-p94-r25,,,164,1942,,,,28519,
t463-sl2-p94-r25,,,165,2046,,,,29767,
t463-sl2-p94-r25,,,428,2189,,,,31480,
t463-sl2-p94-r25,,,432,2252,,,,32240,
t463-sl2-p94-r25,10:40:00,10:40:00,26,2400,,,,34003,1
t464-sl2-p94-r7,10:25:00,10:30:00,26,0,,,,0,
t464-sl2-p94-r7,,,288,73,,,,1809,
t464-sl2-p94-r7,,,289,107,,,,2634,
t464-sl2-p94-r7,,,358,174,,,,4294,
t464-sl2-p94-r7,,,415,225,,,,5549,
t464-sl2-p94-r7,10:35:00,10:35:00,442,300,,,,7382,
t464-sl2-p94-r7,,,343,472,,,,9432,
t464-sl2-p94-r7,,,344,567,,,,10567,
t464-sl2-p94-r7,,,12,625,,,,11251,
t464-sl2-p94-r7,,,40,675,,,,11841,
t464-sl2-p94-r7,10:44:00,10:44:00,351,840,,,,13802,
t464-sl2-p94-r7,,,416,1128,,,,17454,
t464-sl2-p94-r7,,,108,1307,,,,19714,
t464-sl2-p94-r7,,,46,1374,,,,20565,
t464-sl2-p94-r7,10:54:00,10:54:00,128,1440,,,,21396,
t464-sl2-p94-r7,,,352,1464,,,,21764,
t464-sl2-p94-r7,,,201,1510,,,,22458,
t464-sl2-p94-r7,,,25,1574,,,,23411,
t464-sl2-p94-r7,,,231,1617,,,,24069,
t464-sl2-p94-r7,11:00:00,11:00:00,449,1800,,,,26808,
t464-sl2-p94-r7,,,163,1859,,,,27521,
t464-sl2-p94-r7,,,164,1942,,,,28519,
t464-sl2-p94-r7,,,165,2046,,,,29767,
t464-sl2-p94-r7,,,428,2189,,,,31480,
t464-sl2-p94-r7,,,432,2252,,,,32240,
t464-sl2-p94-r7,11:10:00,11:10:00,26,2400,,,,34003,1
t464-sl3-p55-r49,10:25:00,10:30:00,26,0,,,,0,
t464-sl3-p55-r49,,,288,73,,,,1809,
t464-sl3-p55-r49,,,289,107,,,,2634,
t464-sl3-p55-r49,,,358,174,,,,4294,
t464-sl3-p55-r49,,,415,225,,,,5549,
t464-sl3-p55-r49,10:35:00,10:35:00,442,300,,,,7382,
t464-sl3-p55-r49,,,343,472,,,,9432,
t464-sl3-p55-r49,,,344,567,,,,10567,
t464-sl3-p55-r49,,,12,625,,,,11251,
t464-sl3-p55-r49,,,40,675,,,,11841,
t464-sl3-p55-r49,10:44:00,10:44:00,351,840,,,,13802,
t464-sl3-p55-r49,,,416,1128,,,,17454,
t464-sl3-p55-r49,,,108,1307,,,,19714,
t464-sl3-p55-r49,,,46,1374,,,,20565,
t464-sl3-p55-r49,10:54:00,10:54:00,128,1440,,,,21396,
t464-sl3-p55-r49,,,352,1464,,,,21764,
t464-sl3-p55-r49,,,201,1510,,,,22458,
t464-sl3-p55-r49,,,25,1574,,,,23411,
t464-sl3-p55-r49,,,231,1617,,,,24069,
t464-sl3-p55-r49,11:00:00,11:00:00,449,1800,,,,26808,
t464-sl3-p55-r49,,,163,1859,,,,27521,
t464-sl3-p55-r49,,,164,1942,,,,28519,
t464-sl3-p55-r49,,,165,2046,,,,29767,
t464-sl3-p55-r49,,,428,2189,,,,31480,
t464-sl3-p55-r49,,,432,2252,,,,32240,
t464-sl3-p55-r49,11:10:00,11:10:00,26,2400,,,,34003,1
t464-sl4-p56-r74,10:30:00,10:30:00,26,0,,,,0,
t464-sl4-p56-r74,,,288,73,,,,1809,
t464-sl4-p56-r74,,,289,107,,,,2634,
t464-sl4-p56-r74,,,358,174,,,,4294,
t464-sl4-p56-r74,,,415,225,,,,5549,
t464-sl4-p56-r74,10:35:00,10:35:00,442,300,,,,7382,
t464-sl4-p56-r74,,,343,472,,,,9432,
t464-sl4-p56-r74,,,344,567,,,,10567,
t464-sl4-p56-r74,,,12,625,,,,11251,
t464-sl4-p56-r74,,,40,675,,,,11841,
t464-sl4-p56-r74,10:44:00,10:44:00,351,840,,,,13802,
t464-sl4-p56-r74,,,416,1128,,,,17454,
t464-sl4-p56-r74,,,108,1307,,,,19714,
t464-sl4-p56-r74,,,46,1374,,,,20565,
t464-sl4-p56-r74,10:54:00,10:54:00,128,1440,,,,21396,
t464-sl4-p56-r74,,,352,1464,,,,21764,
t464-sl4-p56-r74,,,201,1510,,,,22458,
t464-sl4-p56-r74,,,25,1574,,,,23411,
t464-sl4-p56-r74,,,231,1617,,,,24069,
t464-sl4-p56-r74,11:00:00,11:00:00,449,1800,,,,26808,
t464-sl4-p56-r74,,,163,1859,,,,27521,
t464-sl4-p56-r74,,,164,1942,,,,28519,
t464-sl4-p56-r74,,,165,2046,,,,29767,
t464-sl4-p56-r74,,,428,2189,,,,31480,
t464-sl4-p56-r74,,,432,2252,,,,32240,
t464-sl4-p56-r74,11:10:00,11:10:00,26,2400,,,,34003,1
t465-sl2-p94-r25,10:40:00,11:00:00,26,0,,,,0,
t465-sl2-p94-r25,,,288,73,,,,1809,
t465-sl2-p94-r25,,,289,107,,,,2634,
t465-sl2-p94-r25,,,358,174,,,,4294,
t465-sl2-p94-r25,,,415,225,,,,5549,
t465-sl2-p94-r25,11:05:00,11:05:00,442,300,,,,7382,
t465-sl2-p94-r25,,,343,472,,,,9432,
t465-sl2-p94-r25,,,344,567,,,,10567,
t465-sl2-p94-r25,,,12,625,,,,11251,
t465-sl2-p94-r25,,,40,675,,,,11841,
t465-sl2-p94-r25,11:14:00,11:14:00,351,840,,,,13802,
t465-sl2-p94-r25,,,416,1128,,,,17454,
t465-sl2-p94-r25,,,108,1307,,,,19714,
t465-sl2-p94-r25,,,46,1374,,,,20565,
t465-sl2-p94-r25,11:24:00,11:24:00,128,1440,,,,21396,
t465-sl2-p94-r25,,,352,1464,,,,21764,
t465-sl2-p94-r25,,,201,1510,,,,22458,
t465-sl2-p94-r25,,,25,1574,,,,23411,
t465-sl2-p94-r25,,,231,1617,,,,24069,
t465-sl2-p94-r25,11:30:00,11:30:00,449,1800,,,,26808,
t465-sl2-p94-r25,,,163,1859,,,,27521,
t465-sl2-p94-r25,,,164,1942,,,,28519,
t465-sl2-p94-r25,,,165,2046,,,,29767,
t465-sl2-p94-r25,,,428,2189,,,,31480,
t465-sl2-p94-r25,,,432,2252,,,,32240,
t465-sl2-p94-r25,11:40:00,11:40:00,26,2400,,,,34003,1
t466-sl2-p94-r3,11:25:00,11:30:00,26,0,,,,0,
t466-sl2-p94-r3,,,288,73,,,,1809,
t466-sl2-p94-r3,,,289,107,,,,2634,
t466-sl2-p94-r3,,,358,174,,,,4294,
