stop_id,stop_name,stop_lat,stop_lon,zone_id
12010153,Lewis Rd & Slater St,38.4613790724,-122.715935193,
12010154,Maple Ave at Fairgrounds,38.4330005231,-122.7029237961,
12010155,Marlow Rd & College Ave,38.4456469491,-122.7512440847,
12010156,Marlow Rd & Crosspoint Ave,38.4552853269,-122.7519341387,
12010157,Marlow Rd & Guerneville Rd,38.4523859234,-122.7512784946,
12010158,Marlow Rd & Gureneville/Jennings,38.4510089128,-122.7513291807,
12010159,Marlow Rd & Marsh Rd,38.4622899706,-122.75118689,
12010160,Marlow Rd & Piner Rd,38.4666707515,-122.751215459,
12010161,Marlow Rd & W Steele Ln,38.4593276817,-122.7512836944,
12010163,McMinn Ave at Hughes/Chelsea Gardens,38.4250590922,-122.7318086477,
12010164,Mendocino and Schurman Dr,38.4630225425,-122.7182705154,
12010165,Mendocino Ave & 7th St,38.442700957,-122.7156466784,
12010166,Mendocino Ave & Administration Dr,38.4649527259,-122.7193565981,
12010167,Mendocino Ave & Benton St,38.4478450781,-122.717607644,
12010168,Mendocino Ave & Benton St,38.447924067,-122.7176550374,
12010169,Mendocino Ave & Cherry St,38.4446467358,-122.7170829875,
12010170,Mendocino Ave & Clement Ave,38.4592018618,-122.7172404556,
12010171,Mendocino Ave & College Ave,38.4457547097,-122.7177291206,
12010172,Mendocino Ave & Dexter St,38.4573351182,-122.7172774911,
12010173,"Mendocino Ave & Journey's End M.H.P.",38.4739475859,-122.7275751801,
12010174,Mendocino Ave & McConnell Ave,38.4547998684,-122.7173603711,
12010175,Mendocino Ave & Nason St,38.4498191059,-122.7175584665,
12010176,Mendocino Ave & Pacific Ave (SRJC),38.45316343,-122.7174367357,
12010177,Mendocino Ave & Ridgeway Ave (SRHS),38.4507497182,-122.7175715094,
12010178,Mendocino Ave & Russell Ave,38.469782706,-122.7224900222,
12010179,Mendocino Ave & S.R.J.C.,38.4536373637,-122.7174683313,
12010180,Mendocino Ave & Silva Ave,38.4586021548,-122.7172149311,
12010181,Mendocino Ave & Steele Lane,38.461291656,-122.7173127178,
12010182,Mendocino Ave at Kaiser Hospital,38.4722191617,-122.7252113594,
12010183,Mission Blvd & Culbera Ave,38.4654634415,-122.6761740867,
12010184,Mission Blvd & Culebra Ave,38.4655108349,-122.67615039,
12010186,Mission Blvd & Highway 12,38.4588442074,-122.6745779294,
12010185,Mission Blvd & Highway 12,38.4589073985,-122.6747911995,
12010187,Mission Blvd & Montecito Blvd,38.4719829799,-122.6769094726,
12010188,Mission Blvd & Quigg Dr,38.458022666,-122.6729161835,
12010190,Mission Blvd & Sherbrook Dr,38.4631796804,-122.6757360432,
12010189,Mission Blvd & Sherbrook Dr,38.4632349726,-122.6757755377,
12010191,Mission Blvd & Vine St,38.4705629234,-122.6767528334,
12010193,Mission Blvd & Yukon Dr,38.4674808316,-122.6767442647,
12010192,Mission Blvd & Yukon Dr,38.4675677194,-122.676791658,
12010194,Mission Blvd and Highway 12/Montgomery Dr,38.4583307792,-122.6736774555,
12010195,Montecito Blvd & Benecia Dr,38.4733471413,-122.6756406952,
12010196,Montecito Blvd & Benicia Dr,38.4733313435,-122.6755933018,
12010197,Montecito Blvd & Benjamins Rd,38.4770212292,-122.668072067,
12010198,Montecito Blvd & Middle Rincon Rd,38.4758393529,-122.6725797251,
12010199,Montecito Blvd & Middle Rincon Rd,38.4757998584,-122.6725560284,
12010200,Montecito Blvd & Swift Ct,38.4768240477,-122.6691651625,
12010201,Montgomery Dr & 2nd St,38.4429563271,-122.7046668482,
12010202,Montgomery Dr & Alderbrook Dr,38.4445931989,-122.6950214212,
12010203,Montgomery Dr & California Ave,38.4445040064,-122.6954419961,
12010204,Montgomery Dr & Doyle Park Dr (Memorial Hospital),38.4434945434,-122.6991174751,
12010206,Montgomery Dr & Franquette Ave,38.4480050889,-122.6826196512,
12010205,Montgomery Dr & Franquette Ave,38.44799719,-122.682785528,
12010207,Montgomery Dr & Jacqueline Dr,38.4514349883,-122.6761784268,
12010209,Montgomery Dr & Shortt Rd,38.4455684393,-122.6916288629,
12010208,Montgomery Dr & Shortt Rd,38.4455052481,-122.6916762563,
12010210,Montgomery Dr & Sotoyome St,38.4428998828,-122.7011960544,
12010211,Montgomery Dr & Summerfield Rd,38.4546510326,-122.672282153,
12010213,Montgomery Dr & Talbot Ave,38.4438575393,-122.6975752923,
12010212,Montgomery Dr & Talbot Ave,38.4439088821,-122.6976068879,
12010214,Montgomery Dr & Yates DR,38.446064199,-122.6898029793,
12010215,Montgomery Dr & Yates Dr,38.4460089067,-122.6898029793,
12010216,Montgomery Dr & Yulupa Ave,38.4494387344,-122.6792867245,
12010217,Montgomery Dr & Yulupa Ave,38.449462431,-122.6791524433,
12010218,Montgomery Dr at Jacquiline/Summerfield,38.4526119235,-122.6742905911,
12010219,Monticito Blvd & Rincon Valley Public Valley,38.4786535054,-122.6616171787,
12010220,"Monticito Blvd & St Mary's Dr",38.4781720329,-122.6646981473,
12010221,Monticito Blvd & St Marys Dr,38.4781404373,-122.6648877208,
12010222,Monticito Blvd at Brookwood M.H.P.,38.4786633813,-122.6604908198,
12010223,N Dutton Ave & El Cerrito Dr,38.4545956893,-122.7370365107,
12010224,N Dutton Ave & Guerneville Rd,38.455353495,-122.7377649706,
12010225,N Dutton Ave & Jennings Ave,38.4521730391,-122.7352317423,
12010226,N Dutton Ave & Jennings Ave,38.4521493424,-122.7352791356,
12010227,N Dutton Ave & Tesconi Cir,38.450390034,-122.7342699737,
12010228,N Dutton Ave & Tesconi Cir (North),38.450390034,-122.7342067825,
12010229,N Dutton Ave & Tesconi Cir (South),38.4484390072,-122.7321530701,
12010230,N Dutton Ave & Tesconi Cir. (South),38.4485100972,-122.7322794524,
12010231,N Dutton Ave & W College Ave,38.4461885402,-122.7304214643,
12010232,2nd St & E St,38.4406001761,-122.7095539701,
12010234,2nd St & Montgomery Dr,38.4430234677,-122.7045167692,
12010233,2nd St & Montgomery Dr,38.4428654898,-122.7046668482,
12010235,Neotomas Ave & Post Ranch Rd,38.4334815594,-122.6856392725,
12010236,Northpoint Pkwy & Kingfisher Wy,38.4159787075,-122.7434841438,
12010237,Northpoint Pkwy & Lombardi Ln,38.416234638,-122.7471155461,
12010238,Northpoint Pkwy & Mariner Way,38.4157945162,-122.7522690499,
12010239,Northpoint Pkwy & Mariner Wy,38.4160314831,-122.7501363485,
12010240,NORTHPOINT PKWY & STONY POINT RD,38.4160760861,-122.7401437877,
12010241,Northpoint Pkwy & Thunderbolt Wy,38.416163548,-122.7471629394,
12010242,Olive St & Hazel St,38.4344071817,-122.7193677829,
12010243,Olive St & Laurel St,38.4331506813,-122.7189488965,
12010244,Pacific Ave & Beaver St,38.4532318033,-122.7119252798,
12010245,Pacific Ave & Beaver St,38.4532633988,-122.7121385499,
12010246,Pacific Ave & Elizabeth Wy,38.4530247654,-122.7027868219,
12010247,Pacific Ave & North St,38.453157,-122.707186,
12010248,Pacific Ave & North St,38.453157,-122.707186,
12010249,Pacific Ave & Slater St (SRJC),38.4533631523,-122.7156770057,
12010250,Pacific Ave & Spring St,38.4529834036,-122.7026039905,
12010251,Parker Hill Rd & Chanate Rd,38.4719762766,-122.7034709518,
12010252,Parker Hill Rd & Hidden Pine Ct,38.4809898124,-122.7048551329,
12010253,Parker Hill Rd & Parker Hill Ct,38.4787685185,-122.7046598239,
12010254,Patio Ct & Hahman Dr,38.4421803531,-122.6854856225,
12010255,Petaluma Hill Rd & Aston Ave,38.4238284064,-122.7081335565,
12010256,Petaluma Hill Rd & Barham Ave,38.4276532492,-122.710435142,
12010257,Petaluma Hill Rd & Colgan Ave,38.4229792379,-122.7076936482,
12010258,Petaluma Hill Rd & Crystal Hill Dr,38.4189080287,-122.7043353912,
12010259,Petaluma Hill Rd & Pressley St,38.4277085414,-122.7103956476,
12010260,Petaluma Hill Rd & Santa Ana Dr,38.422180536,-122.7070990403,
12010261,Pierce St & 4th St,38.4447173377,-122.7050190133,
12010262,Piner Rd & Airway Dr,38.4719828982,-122.7378546931,
12010263,Piner Rd & Coffey Ln/Industrial Dr,38.4701480509,-122.7411588356,
12010264,Piner Rd & Coffey Ln/Industrial Ln,38.4696425217,-122.7418855339,
12010265,Piner Rd & Golden Gate Transit Depot,38.4706256154,-122.740653827,
12010266,Piner Rd & Peterson Ln,38.4671192371,-122.7624705461,
12010267,Piner Rd & Piner Pl,38.4720271008,-122.736616186,
12010268,Piner Rd & Pinercrest Dr,38.4670787722,-122.7663079332,
12010269,Piner Rd & Range Ave,38.4720485569,-122.7342285879,
12010270,Piner Rd & Waltzer Rd,38.467098612,-122.756232931,
12010271,Post Ranch Rd & Townview Ave,38.4345184048,-122.6835639124,
12010272,Railroad St & 3rd St,38.4359154675,-122.7200875976,
12010273,Railroad St & 3rd St,38.4366658624,-122.7198506307,
12010275,Range Ave & Katy Ct/ W Steele Ln,38.4636308645,-122.7326469995,
12010276,Range Ave & Russell Ave,38.469771865,-122.7325517742,
12010277,Range Ave & Russell Ave,38.4688634922,-122.7326228643,
12010278,Range Ave & State Farm Dr,38.4662413674,-122.7326339509,
12010279,Range Ave & W Steele Lane,38.460829176,-122.7324661493,
12010280,Range Ave & W Steele Ln,38.4600985283,-122.7325767338,
12010281,Range Ave & W Steele/State Farm Dr,38.4635937889,-122.7326083294,
12010282,Range Ave at Lamplighter Apts.,38.4557205242,-122.7325518178,
12010283,3rd St & Brookwood Ave,38.4426180751,-122.7069334697,
12010284,3rd St & Railraod St,38.4366579635,-122.7198427318,
12010285,3rd St & Wilson St,38.436547379,-122.7201981821,
12010286,3rd St and Sonoma County Library,38.4407693136,-122.7110356822,
12010287,Roseland Shops,38.429813,-122.729309,
12010288,Round Barn Blvd & Kaiser Offices,38.4783978171,-122.7284264498,
12010289,Round Barn Blvd & Unocal Pl,38.4788351316,-122.7228843556,
12010290,Round Barn Blvd at Hilton,38.4765201038,-122.7270049177,
12010291,Round Barn Blvd at Vineard Commons,38.4806852281,-122.7269867563,
12010292,Santa Rosa & Barham,38.4272072854,-122.7132672086,
12010293,Santa Rosa & Colgan,38.4210730205,-122.7135425911,
12010294,Santa Rosa & Flower,38.4242758663,-122.7135431069,
12010295,Santa Rosa & Maple,38.4314492213,-122.7112669462,
12010296,Santa Rosa & Pearl,38.4075961654,-122.7135640511,
12010297,Santa Rosa Av & Kawana Springs Rd,38.4163624249,-122.7135459833,
12010298,SANTA ROSA AV & SANTA ROSA TOWN CENTER,38.4074532155,-122.7135681347,
12010299,Santa Rosa Ave & Barham Ave,38.4273406536,-122.7131041853,
12010300,Santa Rosa Ave & Burt St.,38.4101360758,-122.7135750965,
12010301,Santa Rosa Ave & Colgan Ave,38.4215979442,-122.7135587031,
12010302,Santa Rosa Ave & Commercial Ct,38.4189499534,-122.7136092983,
12010303,Santa Rosa Ave & Flower Ave,38.4241638831,-122.7135055956,
12010304,SANTA ROSA AVE. &  APPLE LN,38.4079929202,-122.7133647037,
12010305,SANTA ROSA CHRISTIAN HS,38.4232193896,-122.7688929318,
12010306,Santa Rosa Marketplace,38.4189509823,-122.7135532918,
12088347,3951 Sebastopol Rd,38.425168,-122.765233,
12010307,Sebastopol Rd & Boyd St,38.4316304503,-122.720297382,
12010308,Sebastopol Rd & Burbank Ave,38.4283421218,-122.7347103599,
12010309,Sebastopol Rd & Chestnut St,38.4318522091,-122.7196215143,
12010310,SEBASTOPOL RD & CORPORATE CENTER PKWY,38.426052,-122.753994,
12088348,Sebastopol Rd & Doubles Dr,38.425189,-122.762416,
12010311,Sebastopol Rd & Dutton Ave,38.4307168283,-122.7249084805,
12010312,Sebastopol Rd & Dutton Ave,38.4306299405,-122.7250664584,
12010313,Sebastopol Rd & Hampton Way,38.4275755111,-122.7382060419,
12010314,Sebastopol Rd & Hampton Wy,38.4276071067,-122.7378031983,
12010315,Sebastopol Rd & Kenmore Ln,38.4267269304,-122.7431722152,
12010317,Sebastopol Rd & Lombardi Ln,38.4263454248,-122.7486834111,
12010318,Sebastopol Rd & Lombardi Ln,38.4262980314,-122.7485254332,
12010319,Sebastopol Rd & McMinn Ave,38.4292238068,-122.7311199832,
12010320,Sebastopol Rd & Romani Ct.,38.4286643833,-122.7336864289,
12010321,Sebastopol Rd & West Ave,38.4297869428,-122.7287956282,
12010324,Sebastopol Rd at Casa Del Sol,38.4266237987,-122.7450214996,
12010325,SEBASTOPOL RD AT COOK MIDDLE SCHOOL,38.4266232872,-122.7443873898,
12010326,SEBASTOPOL RD AT PACIFIC BELL,38.4257750137,-122.7549987397,
12010327,Sonoma Av at Doyle Park Dr,38.4416274016,-122.6981357663,
12010328,Sonoma Ave & Brookwood Ave,38.4405538006,-122.7020342383,
12010329,Sonoma Ave & Brookwood Ave,38.4402852381,-122.7031400835,
12010330,Sonoma Ave & Brookwood/E St,38.4392346852,-122.7069631482,
12010331,Sonoma Ave & Carley Rd,38.4485955126,-122.6726895709,
12010332,Sonoma Ave & Church St,38.4441064567,-122.6890545479,
12010333,Sonoma Ave & Doyle Park Dr,38.44171034,-122.6981673619,
12010334,Sonoma Ave & E/Gray Street,38.4392334402,-122.7067943772,
12010335,Sonoma Ave & Franquette Ave,38.4460738402,-122.6819270637,
12010336,Sonoma Ave & Franquette Ave,38.4460659413,-122.682124536,
12010337,Sonoma Ave & Hoen Ave,38.4426197325,-122.6945371936,
12010338,Sonoma Ave & Montgomery Village,38.445037611,-122.6856737964,
12010339,Sonoma Ave & Rosedale Ave,38.4426164907,-122.6947446237,
12010340,Sonoma Ave & Shortt Rd,38.4436320771,-122.6910510146,
12010341,Sonoma Ave & Sotoyome St,38.4410529072,-122.7004057067,
12010342,Sonoma Ave & South E St,38.4387387382,-122.7085260308,
12010343,Sonoma Ave & Summerfield Rd,38.4496995906,-122.6687648174,
12010344,Sonoma Ave & Yulupa Ave,38.4472671443,-122.6774407089,
12010345,Sonoma Ave & Yulupa Ave,38.4472434476,-122.6776934735,
12010346,Sonoma Ave at Doctors Park Dr,38.443288567,-122.6920986668,
12010347,Sonoma Ave at Montgomery Village,38.445037611,-122.6856893467,
12010348,South E St & Clark St,38.4372092712,-122.7065525992,
12010349,South E St & Hendley St,38.4316876271,-122.7053278636,
12010350,South E St & Maple Ave,38.4336047885,-122.7045430694,
12010351,South E St & Sonoma Ave,38.4385412658,-122.7082653673,
12010352,South E St & Stevenson St,38.4336950996,-122.7045377574,
12010353,South E St & Tupper St,38.4372669621,-122.706716671,
12010354,South E St & Wheeler St,38.4350999657,-122.7053890948,
12010355,South E St & Wheeler St,38.4351394602,-122.7053417014,
12010356,Southwest Community Park,38.4133870376,-122.7331020281,
12010357,Stagecoach Rd & Fountaingrove Pkwy,38.4860076312,-122.7092224997,
12010360,Steele Ln & Meyers Dr,38.4600937496,-122.722903219,
12010361,Steele Ln & Rowe Dr,38.460848314,-122.7181182413,
12010362,Stony Point Rd & Giffen Ave,38.4188036332,-122.7402640194,
12010363,Stony Point Rd & Glenbrook Dr,38.4373597798,-122.7428581057,
12010364,Stony Point Rd & Marble St,38.4211536267,-122.7405739581,
12010365,Stony Point Rd & Mesa Wy,38.4246099696,-122.7410123664,
12010366,Stony Point Rd & Northpoint Pkwy/Hearn,38.4153177923,-122.7398831242,
12010367,Stony Point Rd & Sebastopol Rd,38.4266854643,-122.7412364336,
12010368,Stony Point Rd & Stony Circle,38.4404867216,-122.7448153704,
12010369,Stony Point Rd & W 9th St,38.4404946205,-122.7447284826,
12010370,Stony Point Rd & West 3rd St,38.4340663513,-122.7424230804,
12010371,Stony Point Rd at Finley Park,38.4424636948,-122.7487480342,
12010372,Stony Point Rd at M.S.C.N.,38.4426747153,-122.7492782456,
12010373,Stony Point Road & Bellevue Ranch Rd,38.4081350451,-122.7414074692,
12081129,Stony Point Road & Glenbrook Dr,38.437272892,-122.7427870157,
12010374,Stony Point Road & Glenbrook Dr,38.437272892,-122.7427870157,
12010375,Stony Point Road & Lazzini Ave,38.4223761172,-122.7406683669,
12010377,Stony Point Road & Occidental/West 3rd St,38.432814169,-122.7420376071,
12010378,Stony Point Road & Old Stony Point Road,38.4141068354,-122.7401634171,
12010379,Stony Point Road at Bellevue & Ludwig,38.4023859903,-122.7413975735,
12010380,Stony Point Road at Highway 12/FoodMAXX,38.4287944691,-122.7415286927,
12010381,Summerfield & Shade Tree,38.4402807286,-122.6608465897,
12010382,Summerfield Rd & Carissa Ave,38.437623778,-122.6594557519,
12010383,Summerfield Rd & Horseshoe Dr (North),38.4349844911,-122.6596136334,
12010384,Summerfield Rd & Horseshoe Dr (South),38.431785439,-122.6605536019,
12010385,Summerfield Rd & Texas Dr,38.4475439591,-122.6661404058,
12010386,Summerfield Rd at Hoen/Warrack Hospital,38.4422707142,-122.6622740831,
