trip_id,arrival_time,departure_time,stop_id,stop_sequence
WKND-SA-S-02,14:35:00,14:35:00,1091727,1
WKND-SA-S-02,15:05:00,15:05:00,1091724,2
WKND-SA-S-03,15:05:00,15:05:00,1091727,1
WKND-SA-S-03,15:50:00,15:50:00,1091724,2
WKDY-SA-S-03,15:55:00,15:55:00,1091727,1
WKDY-SA-S-03,16:55:00,16:55:00,1091724,2
WKND-SA-S-04,16:50:00,16:50:00,1091727,1
WKND-SA-S-04,17:20:00,17:20:00,1091724,2
WKDY-SA-S-04,17:45:00,17:45:00,1091727,1
WKDY-SA-S-04,18:15:00,18:15:00,1091724,2
WKND-SA-S-05,19:25:00,19:25:00,1091727,1
WKND-SA-S-05,19:55:00,19:55:00,1091724,2
WKDY-TI-N-01,09:50:00,09:50:00,1091724,1
WKDY-TI-N-01,10:35:00,10:35:00,1091728,2
WKDY-TI-N-05,09:50:00,09:50:00,1091724,1
WKDY-TI-N-05,10:35:00,10:35:00,1091728,2
WKND-TI-N-01,09:50:00,09:50:00,1091724,1
WKND-TI-N-01,10:35:00,10:35:00,1091728,2
WKDY-TI-N-02,11:20:00,11:20:00,1091724,1
WKDY-TI-N-02,12:05:00,12:05:00,1091728,2
WKDY-TI-N-06,11:20:00,11:20:00,1091724,1
WKDY-TI-N-06,12:05:00,12:05:00,1091728,2
WKND-TI-N-02,11:20:00,11:20:00,1091724,1
WKND-TI-N-02,12:35:00,12:35:00,1091728,2
WKDY-TI-N-03,13:25:00,13:25:00,1091724,1
WKDY-TI-N-03,14:05:00,14:05:00,1091728,2
WKDY-TI-N-07,13:25:00,13:25:00,1091724,1
WKDY-TI-N-07,14:05:00,14:05:00,1091728,2
WKND-TI-N-03,13:25:00,13:25:00,1091724,1
WKND-TI-N-03,14:05:00,14:05:00,1091728,2
WKND-TI-N-04,14:25:00,14:25:00,1091724,1
WKND-TI-N-04,15:15:00,15:15:00,1091728,2
WKDY-TI-N-04,15:15:00,15:15:00,1091724,1
WKDY-TI-N-04,16:10:00,16:10:00,1091728,2
WKDY-TI-N-08,15:15:00,15:15:00,1091724,1
WKDY-TI-N-08,16:10:00,16:10:00,1091728,2
WKND-TI-N-05,16:00:00,16:00:00,1091724,1
WKND-TI-N-05,16:35:00,16:35:00,1091728,2
WKND-TI-N-06,18:30:00,18:30:00,1091724,1
WKND-TI-N-06,19:00:00,19:00:00,1091728,2
WKDY-TI-N-09,20:15:00,20:15:00,1091724,1
WKDY-TI-N-09,20:45:00,20:45:00,1091728,2
WKND-TI-N-07,20:15:00,20:15:00,1091724,1
WKND-TI-N-07,20:45:00,20:45:00,1091728,2
WKDY-TI-N-10,22:20:00,22:20:00,1091724,1
WKDY-TI-N-10,22:50:00,22:50:00,1091728,2
WKND-TI-N-08,22:20:00,22:20:00,1091724,1
WKND-TI-N-08,22:50:00,22:50:00,1091728,2
WKDY-TI-S-01,10:40:00,10:40:00,1091728,1
WKDY-TI-S-01,11:10:00,11:10:00,1091724,2
WKDY-TI-S-05,10:40:00,10:40:00,1091728,1
WKDY-TI-S-05,11:10:00,11:10:00,1091724,2
WKND-TI-S-01,10:40:00,10:40:00,1091728,1
WKND-TI-S-01,11:10:00,11:10:00,1091724,2
WKDY-TI-S-02,12:15:00,12:15:00,1091728,1
WKDY-TI-S-02,13:10:00,13:10:00,1091724,2
WKDY-TI-S-06,12:15:00,12:15:00,1091728,1
WKDY-TI-S-06,13:10:00,13:10:00,1091724,2
WKND-TI-S-02,12:40:00,12:40:00,1091728,1
WKND-TI-S-02,13:10:00,13:10:00,1091724,2
WKDY-TI-S-03,14:10:00,14:10:00,1091728,1
WKDY-TI-S-03,15:05:00,15:05:00,1091724,2
WKDY-TI-S-07,14:10:00,14:10:00,1091728,1
WKDY-TI-S-07,15:05:00,15:05:00,1091724,2
WKND-TI-S-03,14:15:00,14:15:00,1091728,1
WKND-TI-S-03,15:05:00,15:05:00,1091724,2
WKND-TI-S-04,15:20:00,15:20:00,1091728,1
WKND-TI-S-04,15:50:00,15:50:00,1091724,2
WKDY-TI-S-04,16:15:00,16:15:00,1091728,1
WKDY-TI-S-04,16:55:00,16:55:00,1091724,2
WKDY-TI-S-08,16:15:00,16:15:00,1091728,1
WKDY-TI-S-08,16:55:00,16:55:00,1091724,2
WKND-TI-S-05,16:40:00,16:40:00,1091728,1
WKND-TI-S-05,17:20:00,17:20:00,1091724,2
WKND-TI-S-06,19:10:00,19:10:00,1091728,1
WKND-TI-S-06,19:55:00,19:55:00,1091724,2
WKDY-TI-S-09,20:50:00,20:50:00,1091728,1
WKDY-TI-S-09,21:20:00,21:20:00,1091724,2
WKND-TI-S-07,20:50:00,20:50:00,1091728,1
WKND-TI-S-07,21:20:00,21:20:00,1091724,2
WKDY-TI-S-10,22:55:00,22:55:00,1091728,1
WKDY-TI-S-10,23:25:00,23:25:00,1091724,2
WKND-TI-S-08,22:55:00,22:55:00,1091728,1
WKND-TI-S-08,23:25:00,23:25:00,1091724,2
